"query"	"ko"
"yHMPu5000026142_Citeromyces_matritensis@Seq_1397"	"K04523"
"Ascoidea_asiatica@Seq_5869"	"K07300"
"Arthrobotrys_oligospora@Seq_2813"	"K02429"
"yHMPu5000035629_Yueomyces_sinensis@Seq_5216"	"K07297"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4393"	"K00900"
"yHMPu5000035244_Candida_incommunis@Seq_3424"	"K05404"
"Candida_versatilis@Seq_2196"	"K00661"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2426"	"K14644"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2156"	"K16261"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12268"	"K13509"
"yHMPu5000035633_Candida_hispaniensis@Seq_1535"	"K07877"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_3195"	"K15562"
"Geotrichum_candidum@Seq_5600"	"K09184"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_480"	"K12830"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4354"	"K13181"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_4681"	"K10661"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3038"	"K01188"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1381"	"K02931"
"yHMPu5000035271_Wickerhamomyces_bovis@Seq_5455"	"K23488"
"Saccharomyces_cerevisiae@YPR199C"	"K09043"
"Arthrobotrys_oligospora@Seq_7388"	"K00804"
"yHMPu5000035301_Pichia_terricola@Seq_3388"	"K22016"
"yHMPu5000026142_Citeromyces_matritensis@Seq_838"	"K07088"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7571"	"K14676"
"Metschnikowia_matae@Seq_3111"	"K15204"
"Ascoidea_asiatica@Seq_6988"	"K10661"
"Geotrichum_candidum@Seq_1016"	"K12762"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_4583"	"K23553"
"Xylona_heveae@Seq_7235"	"K13289"
"Spathaspora_girioi@Seq_3823"	"K14572"
"Metschnikowia_cerradonensis@Seq_6406"	"K02519"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1934"	"K14787"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_2120"	"K10609"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_8636"	"K07151"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2571"	"K00288"
"Saccharomyces_cerevisiae@YBR114W"	"K15083"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_1043"	"K10591"
"yHMPu5000034673_Blastobotrys_nivea@Seq_30"	"K01895"
"Coccidioides_immitis@Seq_6803"	"K19564"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_4936"	"K01530"
"yHMPu5000034890_Ogataea_ramenticola@Seq_538"	"K21997"
"yHMPu5000035674_Kregervanrija_delftensis@Seq_3890"	"K01807"
"Stagonospora_nodorum@Seq_2615"	"K02207"
"Metschnikowia_matae_maris@Seq_4144"	"K00615"
"Ascoidea_asiatica@Seq_1027"	"K09511"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_816"	"K01728"
"yHMPu5000035652_Torulaspora_maleeae@Seq_2711"	"K09554"
"Spathaspora_gorwiae@Seq_4198"	"K19475"
"Geotrichum_candidum@Seq_5509"	"K06911"
"Saccharomyces_cerevisiae@YLR085C"	"K11662"
"Metschnikowia_matae@Seq_4109"	"K12471"
"Candida_versatilis@Seq_849"	"K19475"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3708"	"K04464"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_10297"	"K15446"
"yHMPu5000035261_Candida_ponderosae@Seq_2818"	"K00626"
"Saccharomyces_cerevisiae@YOR130C"	"K15114"
"yHAB136_Kazachstania_bromeliacearum@Seq_4489"	"K06009"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_1563"	"K11338"
"Ambrosiozyma_monospora@Seq_3326"	"K19607"
"Ascoidea_rubescens@Seq_3394"	"K17550"
"Wickerhamiella_domercqiae@Seq_2920"	"K01623"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_718"	"K14709"
"Kuraishia_capsulata@Seq_3160"	"K20967"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6581"	"K16847"
"Fusarium_graminearum@Seq_10210"	"K00128"
"Saccharomyces_cerevisiae@YOR250C"	"K14399"
"yHMPu5000035040_Ambrosiozyma_maleeae@Seq_536"	"K09228"
"yHMPu5000041862_Candida_golubevii@Seq_3075"	"K10955"
"Saccharomyces_cerevisiae@YIL069C"	"K02974"
"Ambrosiozyma_monospora@Seq_1726"	"K08513"
"Saccharomyces_cerevisiae@YHR172W"	"K16569"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1631"	"K02355"
"yHMPu5000034615_Saturnispora_zaruensis@Seq_2532"	"K00354"
"Candida_dubliniensis@Seq_1301"	"K09235"
"yHMPu5000035654_Tortispora_ganteri@Seq_3935"	"K09045"
"Tetrapisispora_blattae@Seq_583"	"K22438"
"Fusarium_graminearum@Seq_8792"	"K17689"
"yHMPu5000034648_Candida_restingae@Seq_517"	"K19564"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12724"	"K00987"
"Hanseniaspora_uvarum@Seq_546"	"K06667"
"Saccharomyces_cerevisiae@YDL202W"	"K02864"
"Metschnikowia_matae@Seq_2302"	"K01697"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3872"	"K05692"
"Metschnikowia_dekortum@Seq_4165"	"K04079"
"yHMPu5000034761_Lipomyces_lipofer@Seq_5232"	"K03457"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_644"	"K08144"
"yHAB134_Kazachstania_turicensis@Seq_108"	"K12618"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_4751"	"K07573"
"Arthrobotrys_oligospora@Seq_4875"	"K20361"
"yHAB155_Kazachstania_spencerorum@Seq_2513"	"K07088"
"Aspergillus_nidulans@Seq_175"	"K07426"
"Botrytis_cinerea@Seq_4402"	"K00558"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_1038"	"K05528"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8004"	"K14327"
"Fusarium_graminearum@Seq_6633"	"K14575"
"yHAB155_Kazachstania_spencerorum@Seq_413"	"K15508"
"Zygosaccharomyces_bailii@Seq_1540"	"K08874"
"yHMPu5000041840_Candida_wancherniae@Seq_2623"	"K14708"
"Saccharomyces_cerevisiae@YBL040C"	"K10949"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2833"	"K10356"
"Naumovozyma_dairenensis@Seq_364"	"K15154"
"Spathaspora_passalidarum@Seq_1386"	"K22016"
"Coccidioides_immitis@Seq_3371"	"K18703"
"Saccharomyces_cerevisiae@YGL191W"	"K02266"
"Saccharomyces_cerevisiae@YKL099C"	"K14769"
"Metschnikowia_borealis@Seq_2898"	"K14834"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_5064"	"K10841"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_30"	"K03320"
"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_5513"	"K00799"
"Metschnikowia_similis@Seq_1694"	"K08192"
"Saccharomyces_cerevisiae@YMR059W"	"K15325"
"yHMPu5000041678_Debaryomyces_prosopidis@Seq_3739"	"K01247"
"Lipomyces_starkeyi@Seq_5121"	"K03250"
"Metschnikowia_ipomoeae@Seq_1401"	"K00457"
"Saccharomyces_cerevisiae@YML125C"	"K00326"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_4561"	"K01784"
"yHAB147_Kazachstania_taianensis@Seq_4130"	"K09467"
"Saccharomyces_cerevisiae@YEL022W"	"K18443"
"Lipomyces_starkeyi@Seq_373"	"K14156"
"Saccharomyces_cerevisiae@YPL083C"	"K15326"
"Metschnikowia_hamakuensis@Seq_1204"	"K18738"
"Fusarium_graminearum@Seq_7543"	"K09517"
"yHMPu5000035261_Candida_ponderosae@Seq_2029"	"K14536"
"Stagonospora_nodorum@Seq_8981"	"K00108"
"Saccharomyces_cerevisiae@YLR025W"	"K12194"
"yHMPu5000034622_Pichia_occidentalis@Seq_536"	"K08711"
"Metschnikowia_borealis@Seq_5099"	"K16261"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_3886"	"K00698"
"Spathaspora_girioi@Seq_1513"	"K14213"
"Spathaspora_hagerdaliae@Seq_6728"	"K11274"
"yHMPu5000035011_Candida_pyralidae@Seq_4584"	"K20298"
"Metschnikowia_bowlesiae@Seq_5497"	"K08499"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_679"	"K15029"
"Yarrowia_keelungensis@Seq_5450"	"K06158"
"Saccharomyces_cerevisiae@YMR037C"	"K09468"
"yHAB148_Kazachstania_intestinalis@Seq_3750"	"K02991"
"Saccharomyces_cerevisiae@YPR170W-B"	"K19770"
"Saccharomyces_cerevisiae@YER001W"	"K05538"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_11911"	"K12856"
"Pachysolen_tannophilus@Seq_2122"	"K05821"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_1437"	"K01537"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_5106"	"K05917"
"yHAB158_Kazachstania_viticola@Seq_4181"	"K04728"
"yHAB166_Kazachstania_yakushimaensis@Seq_3939"	"K15340"
"Saccharomyces_cerevisiae@YOR275C"	"K12200"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_3823"	"K07511"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2148"	"K04354"
"Saccharomyces_cerevisiae@YER042W"	"K07304"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5414"	"K08874"
"Ambrosiozyma_kashinagacola@Seq_462"	"K07034"
"Sclerotinia_sclerotiorum@Seq_1842"	"K03305"
"Babjeviella_inositovora@Seq_2655"	"K06102"
"yHMPu5000035691_Candida_salmanticensis@Seq_1700"	"K10352"
"Candida_boidinii_JCM9604@Seq_35"	"K00838"
"Nakaseomyces_castellii@Seq_2779"	"K09201"
"Saccharomyces_cerevisiae@YNL215W"	"K11676"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_10416"	"K00787"
"yHMPu5000034932_Kuraishia_ogatae@Seq_141"	"K22496"
"Spathaspora_hagerdaliae@Seq_3017"	"K00276"
"Cyberlindnera_fabianii_JCM3601@Seq_155"	"K05821"
"Geotrichum_candidum@Seq_6128"	"K00627"
"Botrytis_cinerea@Seq_3531"	"K06689"
"Saccharomyces_cerevisiae@YKL069W"	"K08968"
"yHAB155_Kazachstania_spencerorum@Seq_4919"	"K19308"
"Aspergillus_nidulans@Seq_4111"	"K08286"
"yHMPu5000034611_Saturnispora_mendoncae@Seq_4498"	"K01180"
"yHMPu5000035037_Candida_montana@Seq_262"	"K19900"
"Sclerotinia_sclerotiorum@Seq_10185"	"K13076"
"Tetrapisispora_phaffii@Seq_4586"	"K03305"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12423"	"K00002"
"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_1485"	"K03685"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2131"	"K03034"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8362"	"K16369"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2634"	"K14396"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1018"	"K14844"
"Spathaspora_girioi@Seq_2631"	"K18664"
"Metschnikowia_santaceciliae@Seq_600"	"K01098"
"Eremothecium_coryli@Seq_568"	"K09184"
"Tetrapisispora_blattae@Seq_412"	"K01070"
"Saccharomyces_cerevisiae@YOL123W"	"K14411"
"Babjeviella_inositovora@Seq_4263"	"K07511"
"Candida_versatilis@Seq_4145"	"K05290"
"yHMPu5000026152_Torulaspora_franciscae@Seq_1380"	"K01182"
"Saccharomyces_cerevisiae@YOR317W"	"K01897"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_3549"	"K06005"
"Botrytis_cinerea@Seq_439"	"K00485"
"yHMPu5000034761_Lipomyces_lipofer@Seq_6336"	"K17751"
"Metschnikowia_matae_maris@Seq_6395"	"K20824"
"yHAB155_Kazachstania_spencerorum@Seq_4098"	"K21850"
"Nakazawaea_peltata@Seq_3774"	"K05535"
"Spathaspora_hagerdaliae@Seq_4442"	"K01191"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_3007"	"K12178"
"Saccharomyces_cerevisiae@YHR175W"	"K14686"
"Saccharomyces_cerevisiae@YPL120W"	"K08334"
"Botrytis_cinerea@Seq_4471"	"K07425"
"yHMPu5000035670_Phaffomyces_opuntiae@Seq_3457"	"K23449"
"yHMPu5000035673_Candida_orba@Seq_4640"	"K15176"
"yHMPu5000041713_Debaryomyces_maramus@Seq_4782"	"K07034"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_5718"	"K21125"
"Neurospora_crassa@Seq_5410"	"K13985"
"Saccharomyces_cerevisiae@YDR469W"	"K14968"
"yHMPu5000035032_Candida_gatunensis@Seq_3355"	"K01166"
"Alloascoidea_hylecoeti@Seq_4202"	"K01535"
"Saccharomyces_cerevisiae@YMR069W"	"K20794"
"Aspergillus_nidulans@Seq_9352"	"K00286"
"Sugiyamaella_lignohabitans@Seq_6398"	"K09372"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7248"	"K07178"
"Metschnikowia_hamakuensis@Seq_1175"	"K12600"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_575"	"K00020"
"yHMPu5000034890_Ogataea_ramenticola@Seq_2222"	"K05528"
"Ascoidea_asiatica@Seq_1726"	"K12472"
"yHMPu5000035689_Candida_mycetangii@Seq_1714"	"K07034"
"yHAB155_Kazachstania_spencerorum@Seq_4957"	"K20060"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_5641"	"K03648"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842"	"K10534"
"Metschnikowia_hamakuensis@Seq_357"	"K05286"
"Candida_glabrata@Seq_3471"	"K06009"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_5504"	"K14709"
"Saccharomyces_cerevisiae@YOR061W"	"K03097"
"yHAB148_Kazachstania_intestinalis@Seq_1712"	"K02997"
"yHMPu5000034918_Nakazawaea_holstii@Seq_2589"	"K13206"
"yHMPu5000035037_Candida_montana@Seq_5201"	"K18573"
"yHAB155_Kazachstania_spencerorum@Seq_1836"	"K00654"
"Nadsonia_fulvescens_var_elongata@Seq_1738"	"K06661"
"Metschnikowia_hamakuensis@Seq_4001"	"K18696"
"yHAB136_Kazachstania_bromeliacearum@Seq_1403"	"K08139"
"Metschnikowia_matae@Seq_2888"	"K03781"
"yHMPu5000034754_Lipomyces_arxii@Seq_5132"	"K01379"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_746"	"K06009"
"Wickerhamomyces_ciferrii@Seq_4839"	"K00668"
"Lipomyces_starkeyi@Seq_5389"	"K01190"
"Fusarium_graminearum@Seq_939"	"K12820"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_10584"	"K16261"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3328"	"K01885"
"Metschnikowia_borealis@Seq_4942"	"K01872"
"Aspergillus_nidulans@Seq_1404"	"K16261"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_280"	"K05658"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3492"	"K03139"
"Saccharomyces_cerevisiae@YIL004C"	"K08504"
"Saccharomyces_cerevisiae@YNL308C"	"K14786"
"Metschnikowia_cerradonensis@Seq_1413"	"K02331"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3443"	"K16230"
"Saccharomyces_cerevisiae@YNR038W"	"K14807"
"Metschnikowia_matae@Seq_5161"	"K00668"
"Saccharomyces_cerevisiae@YLR275W"	"K11096"
"yHMPu5000034665_Kodamaea_laetipori@Seq_3038"	"K01054"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8489"	"K17586"
"Saccharomyces_cerevisiae@YDR298C"	"K02137"
"yHMPu5000035673_Candida_orba@Seq_2830"	"K10260"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_7810"	"K09184"
"Ogataea_methanolica@Seq_963"	"K06910"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_2054"	"K09246"
"Ascoidea_asiatica@Seq_5531"	"K01505"
"yHMPu5000034623_Pichia_norvegensis@Seq_4826"	"K13721"
"yHAB153_Kazachstania_rosinii@Seq_1710"	"K00134"
"Metschnikowia_hawaiiensis@Seq_3082"	"K01301"
"Babjeviella_inositovora@Seq_705"	"K02934"
"Metschnikowia_hawaiiensis@Seq_1044"	"K01869"
"yHMPu5000026256_Zygotorulaspora_mrakii@Seq_1652"	"K01293"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_3579"	"K17804"
"yHMPu5000026142_Citeromyces_matritensis@Seq_5929"	"K11996"
"Saccharomyces_cerevisiae@YPR201W"	"K03325"
"yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_1251"	"K01568"
"Metschnikowia_dekortum@Seq_2888"	"K08874"
"yHMPu5000035261_Candida_ponderosae@Seq_1891"	"K14430"
"yHMPu5000034892_Ogataea_pilisensis@Seq_2744"	"K08712"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2432"	"K00844"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_4324"	"K12826"
"Saccharomyces_cerevisiae@YOL144W"	"K14836"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7745"	"K03105"
"yHAB164_Kazachstania_aerobia@Seq_4126"	"K03233"
"Metschnikowia_matae_maris@Seq_4834"	"K02202"
"yHMPu5000034901_Ogataea_methylivora@Seq_1529"	"K21632"
"yHAB159_Kazachstania_solicola@Seq_385"	"K15105"
"Saccharomyces_cerevisiae@YMR161W"	"K09518"
"yHMPu5000034754_Lipomyces_arxii@Seq_4440"	"K15303"
"Tetrapisispora_blattae@Seq_1244"	"K00355"
"yHAB143_Kazachstania_siamensis@Seq_100"	"K06276"
"yHAB159_Kazachstania_solicola@Seq_3122"	"K03240"
"Metschnikowia_borealis@Seq_5477"	"K01883"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_2737"	"K18752"
"yHAB134_Kazachstania_turicensis@Seq_1715"	"K06649"
"Saccharomyces_cerevisiae@YMR276W"	"K04523"
"Metschnikowia_mauinuiana@Seq_4943"	"K14152"
"yHAB159_Kazachstania_solicola@Seq_5858"	"K00858"
"Metschnikowia_dekortum@Seq_2852"	"K11244"
"yHAB155_Kazachstania_spencerorum@Seq_93"	"K05546"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7485"	"K06269"
"Metschnikowia_matae@Seq_1220"	"K14293"
"Saitoella_complicata@Seq_1714"	"K11527"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_9370"	"K11839"
"Aspergillus_nidulans@Seq_2350"	"K08257"
"Spathaspora_hagerdaliae@Seq_2780"	"K05530"
"Metschnikowia_ipomoeae@Seq_4905"	"K02865"
"Stagonospora_nodorum@Seq_9716"	"K15694"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_4754"	"K14676"
"Scheffersomyces_lignosus@Seq_2062"	"K05863"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11470"	"K14548"
"Ascoidea_asiatica@Seq_3489"	"K03469"
"Aspergillus_nidulans@Seq_7304"	"K01619"
"yHAB132_Kazachstania_martiniae@Seq_4253"	"K15271"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_851"	"K13333"
"Saccharomyces_cerevisiae@YJR090C"	"K03360"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2617"	"K20182"
"Hanseniaspora_vinae@Seq_3344"	"K12837"
"Coccidioides_immitis@Seq_4198"	"K01581"
"Fusarium_graminearum@Seq_13001"	"K13411"
"Saccharomyces_cerevisiae@YOR125C"	"K06134"
"Lachancea_fermentati@Seq_2145"	"K03034"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6098"	"K20247"
"yHMPu5000034885_Ogataea_zsoltii@Seq_2884"	"K17741"
"yHMPu5000034622_Pichia_occidentalis@Seq_3593"	"K21543"
"yHMPu5000026142_Citeromyces_matritensis@Seq_3882"	"K17065"
"yHMPu5000035261_Candida_ponderosae@Seq_4298"	"K19525"
"Komagataella_pastoris@Seq_3394"	"K14770"
"yHMPu5000035302_Candida_fragi@Seq_2869"	"K02214"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_1503"	"K03549"
"Lachancea_dasiensis@Seq_2164"	"K20989"
"Kazachstania_africana@Seq_1257"	"K07034"
"yHMPu5000034661_Dipodascus_albidus@Seq_2557"	"K12275"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8550"	"K14778"
"Saccharomyces_cerevisiae@YAL032C"	"K06063"
"Ascoidea_rubescens@Seq_797"	"K21597"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2455"	"K03144"
"yHAB166_Kazachstania_yakushimaensis@Seq_1017"	"K10357"
"Metschnikowia_ipomoeae@Seq_2937"	"K02985"
"yHAB153_Kazachstania_rosinii@Seq_1020"	"K12493"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6219"	"K15692"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6596"	"K00002"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1509"	"K13800"
"yHMPu5000034887_Ogataea_trehaloabstinens@Seq_1455"	"K00637"
"Wickerhamiella_domercqiae@Seq_3434"	"K09184"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_5048"	"K18369"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_1020"	"K01187"
"Millerozyma_acaciae@Seq_964"	"K00354"
"Saccharomyces_cerevisiae@YOL127W"	"K02893"
"Arthrobotrys_oligospora@Seq_1724"	"K07300"
"Saccharomyces_cerevisiae@YMR041C"	"K00062"
"Metschnikowia_similis@Seq_4973"	"K00264"
"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_5486"	"K05528"
"Nadsonia_fulvescens_var_elongata@Seq_799"	"K20353"
"yHMPu5000035022_Candida_emberorum@Seq_1783"	"K01866"
"yHAB155_Kazachstania_spencerorum@Seq_1970"	"K14841"
"Metschnikowia_borealis@Seq_5213"	"K22832"
"Saccharomyces_cerevisiae@YOR038C"	"K11293"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_1820"	"K05712"
"yHMPu5000034673_Blastobotrys_nivea@Seq_8936"	"K20498"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_396"	"K18753"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2864"	"K02929"
"Xylona_heveae@Seq_2864"	"K11370"
"Spathaspora_girioi@Seq_6355"	"K09495"
"Candida_arabinofermentans@Seq_1019"	"K09228"
"yHAB166_Kazachstania_yakushimaensis@Seq_5159"	"K15174"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_2834"	"K14328"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1586"	"K08735"
"Ascoidea_rubescens@Seq_3694"	"K22684"
"yHMPu5000035654_Tortispora_ganteri@Seq_2586"	"K07893"
"Spathaspora_hagerdaliae@Seq_6873"	"K13953"
"yHAB134_Kazachstania_turicensis@Seq_4814"	"K10245"
"Saccharomyces_cerevisiae@YLR389C"	"K01408"
"Geotrichum_candidum@Seq_3279"	"K18638"
"Fusarium_graminearum@Seq_10812"	"K20465"
"Metschnikowia_lockheadii@Seq_2495"	"K20242"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3768"	"K01655"
"Tetrapisispora_blattae@Seq_544"	"K22016"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2876"	"K00654"
"Saccharomyces_cerevisiae@YKL033W-A"	"K17623"
"Metschnikowia_mauinuiana@Seq_3874"	"K03235"
"Metschnikowia_continentalis@Seq_5126"	"K07023"
"Spathaspora_gorwiae@Seq_563"	"K17541"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_1589"	"K14854"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8360"	"K08286"
"yHAB159_Kazachstania_solicola@Seq_2866"	"K14812"
"Saccharomyces_cerevisiae@YDR430C"	"K06972"
"Cyberlindnera_jadinii@Seq_3336"	"K13110"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3153"	"K00273"
"Neurospora_crassa@Seq_4860"	"K01930"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_4938"	"K01408"
"Botrytis_cinerea@Seq_11472"	"K15502"
"Babjeviella_inositovora@Seq_3093"	"K11339"
"Metschnikowia_cerradonensis@Seq_4628"	"K07203"
"Saccharomyces_cerevisiae@YNR046W"	"K15448"
"yHMPu5000034862_Zygotorulaspora_florentina@Seq_2637"	"K11648"
"Metschnikowia_lockheadii@Seq_1642"	"K02976"
"yHMPu5000035325_Cyberlindnera_petersonii@Seq_4205"	"K14569"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12742"	"K03107"
"Fusarium_graminearum@Seq_6232"	"K01183"
"Tetrapisispora_blattae@Seq_1462"	"K16230"
"yHMPu5000035261_Candida_ponderosae@Seq_4094"	"K14454"
"yHMPu5000034674_Blastobotrys_muscicola@Seq_4479"	"K10955"
"yHAB155_Kazachstania_spencerorum@Seq_118"	"K12261"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7299"	"K01869"
"yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_5192"	"K21850"
"Ascoidea_rubescens@Seq_2864"	"K03094"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2695"	"K07512"
"yHMPu5000035679_Candida_rhagii@Seq_2173"	"K18468"
"yHMPu5000041678_Debaryomyces_prosopidis@Seq_2663"	"K05727"
"Aspergillus_nidulans@Seq_10447"	"K00002"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_178"	"K12411"
"yHAB154_Kazachstania_transvaalensis@Seq_1516"	"K11718"
"Neurospora_crassa@Seq_10365"	"K11361"
"yHMPu5000035673_Candida_orba@Seq_2908"	"K12883"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_3881"	"K22148"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7016"	"K10956"
"yHMPu5000034890_Ogataea_ramenticola@Seq_4123"	"K08794"
"yHMPu5000034661_Dipodascus_albidus@Seq_3434"	"K12762"
"yHMPu5000035046_Barnettozyma_populi@Seq_978"	"K01536"
"Tetrapisispora_blattae@Seq_1396"	"K00432"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3246"	"K06125"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6431"	"K01890"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5420"	"K00559"
"yHMPu5000026142_Citeromyces_matritensis@Seq_5908"	"K04078"
"Hanseniaspora_vinae@Seq_191"	"K02269"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_6385"	"K00288"
"Saccharomyces_cerevisiae@YPL143W"	"K02917"
"Nakazawaea_peltata@Seq_763"	"K18638"
"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_2963"	"K01935"
"Candida_sojae@Seq_3507"	"K00128"
"Saccharomyces_cerevisiae@YDL072C"	"K14009"
"Spathaspora_gorwiae@Seq_6467"	"K13350"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_6470"	"K14856"
"Saccharomyces_cerevisiae@YOR143C"	"K00949"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10786"	"K17751"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5910"	"K07466"
"yHMPu5000035691_Candida_salmanticensis@Seq_981"	"K21390"
"Tetrapisispora_blattae@Seq_1850"	"K12779"
"Ascoidea_asiatica@Seq_4659"	"K18664"
"yHMPu5000034757_Lipomyces_doorenjongii@Seq_1583"	"K16302"
"Metschnikowia_continentalis@Seq_3205"	"K22493"
"Eremothecium_cymbalariae@Seq_3185"	"K09243"
