"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YER093C"	9154	"2041"	10
"YER093C-A"	2474	"1025"	3
"YER094C"	1030	"29"	0
"YER095W"	3044	"548"	1
"YER096W"	4101	"3013"	7
"YER098W"	6955	"5136"	14
"YER099C"	744	"67"	0
"YER100W"	1242	"1034"	1
"YER101C"	2934	"1220"	3
"YER102W"	388	"6"	0
"YER103W"	2345	"1206"	2
"YER104W"	706	"476"	1
"YER105C"	24962	"12708"	26
"YER106W"	3817	"2262"	6
"YER107C"	1273	"124"	1
"YER110C"	5307	"1235"	3
"YER111C"	6915	"1879"	4
"YER112W"	1276	"1096"	2
"YER113C"	7574	"2195"	4
"YER114C"	8107	"3791"	13
"YER115C"	1826	"1332"	2
"YER116C"	2550	"1108"	3
"YER117W"	1106	"4"	0
"YER118C"	1696	"1296"	2
"YER119C"	3102	"1763"	4
"YER120W"	1354	"144"	0
"YER121W"	618	"415"	3
"YER122C"	4704	"1713"	3
"YER123W"	1774	"921"	1
"YER124C"	4803	"2269"	8
"YER125W"	5428	"898"	2
"YER126C"	207	"29"	0
"YER127W"	3542	"1642"	2
"YER128W"	732	"193"	1
"YER129W"	15397	"7073"	14
"YER130C"	4693	"1193"	5
"YER131W"	206	"5"	0
"YER132C"	27662	"10454"	22
"YER133W"	1470	"50"	0
"YER134C"	765	"162"	0
"YER135C"	1523	"1477"	2
"YER136W"	1134	"247"	1
"YER137C"	1375	"463"	2
"YER138W-A"	0	"NA"	NA
"YER139C"	1458	"209"	2
"YER140W"	2257	"547"	1
"YER141W"	2520	"366"	1
"YER142C"	2361	"1365"	2
"YER143W"	2612	"669"	1
"YER144C"	8804	"4510"	19
"YER145C"	1828	"337"	3
"YER145C-A"	2265	"1032"	5
"YER146W"	127	"123"	1
"YER147C"	6049	"1932"	7
"YER148W"	1123	"33"	0
"YER149C"	2154	"663"	2
"YER150W"	2054	"370"	2
"YER151C"	7798	"2896"	10
"YER152C"	4265	"762"	2
"YER153C"	4236	"1008"	4
"YER154W"	5187	"225"	0
"YER155C"	26078	"9334"	24
"YER156C"	6108	"3065"	3
"YER157W"	14799	"5155"	12
"YER158C"	9412	"3403"	7
"YER159C"	1325	"349"	2
"YER161C"	4419	"1446"	5
"YER162C"	10760	"4165"	14
"YER163C"	4336	"201"	1
"YER164W"	19776	"5691"	7
"YER165W"	4136	"259"	1
"YER166W"	16020	"2262"	4
"YER167W"	10480	"3717"	9
"YER168C"	6416	"216"	0
"YER169W"	10872	"2881"	6
"YER170W"	1114	"768"	1
"YER171W"	4990	"235"	0
"YER172C"	24837	"9645"	18
"YER173W"	7528	"2833"	5
"YER174C"	4225	"2784"	3
"YER175C"	2858	"826"	3
"YER175W-A"	1029	"989"	2
"YER176W"	11917	"7308"	15
"YER177W"	1900	"582"	2
"YER178W"	4032	"106"	1
"YER179W"	6793	"138"	1
"YER180C"	9492	"5280"	7
"YER180C-A"	559	"290"	2
"YER181C"	505	"263"	1
"YER182W"	5719	"1381"	2
"YER183C"	2445	"1464"	4
"YER184C"	18615	"2696"	10
"YER185W"	7978	"435"	0
"YER186C"	12157	"7992"	17
"YER187W"	2572	"1156"	8
"YER188W"	2617	"1146"	9
"YER188C-A"	5	"5"	0
"YER189W"	0	"NA"	NA
"YER190W"	0	"NA"	NA
"YER190C-B"	0	"NA"	NA
"YFL068W"	0	"NA"	NA
"YFL067W"	0	"NA"	NA
"YFL066C"	0	"NA"	NA
"YFL065C"	0	"NA"	NA
"YFL064C"	0	"NA"	NA
"YFL062W"	5	"4"	0
"YFL061W"	0	"NA"	NA
"YFL060C"	0	"NA"	NA
"YFL059W"	1	"1"	0
"YFL058W"	2	"2"	0
"YFL055W"	13843	"5972"	12
"YFL054C"	12808	"4415"	8
"YFL053W"	4454	"1694"	3
"YFL052W"	4706	"2015"	6
"YFL051C"	5453	"3925"	7
"YFL050C"	25183	"14457"	20
"YFL049W"	12202	"3605"	8
"YFL048C"	8768	"2281"	5
"YFL047W"	18330	"4539"	11
"YFL046W"	5696	"438"	2
"YFL045C"	3445	"75"	0
"YFL044C"	5400	"1360"	2
"YFL042C"	12011	"4695"	8
"YFL041W-A"	833	"725"	1
"YFL041W"	9365	"2745"	5
"YFL040W"	7101	"2968"	8
"YFL039C"	820	"0"	0
"YFL038C"	2852	"10"	0
"YFL037W"	2003	"461"	2
"YFL036W"	14291	"2327"	11
"YFL034C-B"	1695	"347"	2
"YFL034C-A"	1847	"403"	3
"YFL034W"	11253	"4493"	10
"YFL033C"	34369	"6292"	19
"YFL031W"	6261	"1644"	4
"YFL030W"	8207	"210"	0
"YFL029C"	7621	"1464"	3
"YFL028C"	6749	"195"	1
"YFL027C"	10154	"4232"	8
"YFL026W"	8854	"3198"	5
"YFL025C"	15696	"5893"	8
"YFL024C"	12535	"1327"	4
"YFL023W"	10892	"5743"	19
"YFL022C"	4738	"777"	1
"YFL021W"	8612	"3428"	5
"YFL020C"	365	"25"	0
"YFL019C"	5657	"5591"	12
"YFL018C"	13022	"1111"	2
"YFL017W-A"	2480	"1015"	1
"YFL017C"	4182	"1776"	3
"YFL016C"	7373	"1636"	2
"YFL015C"	5034	"3659"	6
"YFL014W"	2225	"809"	3
"YFL013C"	4968	"1315"	5
"YFL012W"	1282	"579"	2
"YFL011W"	6194	"1525"	6
"YFL010W-A"	2316	"1284"	4
"YFL010C"	1785	"1042"	1
"YFL009W"	5582	"1799"	5
"YFL008W"	9514	"2949"	8
"YFL007W"	18328	"6561"	16
"YFL005W"	515	"380"	1
"YFL004W"	5912	"1838"	2
"YFL003C"	7235	"3268"	8
"YFL002C"	7883	"1250"	3
"YFL001W"	6040	"2902"	7
"YFR001W"	2298	"239"	2
"YFR002W"	4171	"1005"	4
"YFR003C"	1085	"222"	2
"YFR004W"	2292	"22"	0
"YFR005C"	9317	"3391"	8
"YFR006W"	7167	"1931"	5
"YFR007W"	4271	"2360"	4
"YFR008W"	5727	"799"	3
"YFR009W"	5431	"1145"	1
"YFR010W"	1558	"110"	0
"YFR011C"	308	"55"	0
"YFR012W"	5416	"2270"	5
"YFR012W-A"	99	"85"	1
"YFR013W"	9393	"2683"	5
"YFR014C"	7859	"2559"	5
"YFR015C"	12500	"1403"	2
"YFR016C"	22861	"10514"	28
"YFR017C"	1914	"1388"	4
"YFR018C"	3876	"2082"	6
"YFR019W"	30373	"7552"	16
"YFR020W"	6757	"4861"	12
"YFR021W"	3069	"585"	2
"YFR022W"	11478	"3980"	10
"YFR023W"	2754	"351"	1
"YFR024C-A"	3275	"186"	1
"YFR025C"	4129	"2438"	7
"YFR026C"	2418	"1625"	8
"YFR027W"	10257	"1579"	3
"YFR028C"	3095	"708"	3
"YFR029W"	5652	"2730"	4
"YFR030W"	7401	"2044"	7
"YFR031C"	7213	"3381"	8
"YFR031C-A"	817	"6"	0
"YFR032C"	4679	"1940"	7
"YFR032C-A"	613	"247"	1
"YFR032C-B"	299	"204"	1
"YFR033C"	746	"536"	3
"YFR034C"	3435	"1844"	12
"YFR035C"	4387	"2163"	5
"YFR036W"	1436	"36"	0
"YFR037C"	8854	"1207"	1
"YFR038W"	19323	"4626"	8
"YFR039C"	4712	"2756"	3
"YFR040W"	16050	"3870"	6
"YFR041C"	4006	"1840"	2
"YFR042W"	5550	"2425"	3
"YFR043C"	4969	"3290"	4
"YFR044C"	5362	"480"	1
"YFR045W"	4008	"1378"	2
"YFR046C"	2487	"1768"	8
"YFR047C"	2507	"597"	2
"YFR048W"	5260	"2247"	5
"YFR049W"	1597	"400"	1
"YFR050C"	895	"562"	2
"YFR051C"	2428	"296"	1
"YFR052W"	1542	"199"	1
"YFR053C"	7897	"2715"	7
"YFR054C"	1990	"1311"	6
"YFR055W"	1659	"338"	2
"YFR057W"	911	"676"	4
"YGL263W"	2484	"1670"	6
"YGL262W"	2092	"1307"	5
"YGL261C"	29	"28"	0
"YGL260W"	2	"2"	0
"YGL259W"	1209	"654"	6
"YGL258W-A"	4206	"2332"	7
"YGL258W"	10426	"3879"	6
"YGL257C"	23319	"8608"	24
"YGL256W"	13311	"3745"	6
"YGL255W"	14377	"4840"	13
"YGL254W"	4709	"1757"	4
"YGL253W"	2146	"144"	0
"YGL252C"	2967	"541"	3
"YGL251C"	8073	"3755"	10
"YGL250W"	1253	"778"	3
"YGL249W"	9810	"6135"	17
"YGL248W"	3428	"635"	2
"YGL247W"	2261	"847"	2
"YGL246C"	2803	"1148"	2
"YGL245W"	6499	"1139"	4
"YGL244W"	1841	"241"	0
"YGL243W"	6080	"4749"	12
"YGL242C"	2392	"681"	2
"YGL241W"	17171	"6461"	12
"YGL240W"	1937	"595"	2
"YGL238W"	4079	"873"	2
"YGL237C"	4239	"2804"	8
"YGL236C"	13835	"2966"	5
"YGL235W"	9	"2"	0
"YGL234W"	2412	"341"	1
"YGL233W"	7270	"1948"	4
"YGL232W"	2009	"379"	2
"YGL231C"	576	"227"	0
"YGL230C"	540	"279"	1
"YGL229C"	8161	"4011"	12
"YGL228W"	9991	"4776"	9
"YGL227W"	7744	"1307"	3
"YGL226C-A"	3158	"1032"	1
"YGL226W"	4723	"2715"	3
"YGL225W"	3661	"44"	0
"YGL224C"	2081	"1069"	1
"YGL223C"	6281	"3039"	6
"YGL222C"	2940	"1399"	2
"YGL221C"	456	"127"	0
"YGL220W"	656	"498"	2
"YGL219C"	2382	"813"	4
"YGL216W"	13810	"2587"	5
"YGL215W"	5232	"1905"	3
"YGL213C"	3603	"2450"	6
"YGL212W"	3617	"2324"	3
"YGL211W"	3902	"1050"	1
"YGL210W"	526	"47"	0
"YGL209W"	4044	"1566"	4
"YGL208W"	11225	"3416"	5
"YGL207W"	15765	"2330"	2
"YGL206C"	26252	"5669"	7
"YGL205W"	13433	"6651"	7
"YGL204C"	5743	"5670"	8
"YGL203C"	8332	"1260"	3
"YGL202W"	4872	"1096"	2
"YGL201C"	7846	"1326"	3
"YGL200C"	1099	"54"	0
"YGL198W"	3100	"326"	2
"YGL197W"	38630	"11923"	28
"YGL196W"	8981	"2520"	6
"YGL195W"	54283	"13208"	22
"YGL194C-A"	2666	"1424"	3
"YGL194C"	9499	"1358"	2
"YGL193C"	2337	"264"	1
"YGL192W"	10739	"3695"	10
"YGL191W"	3448	"8"	0
"YGL190C"	6653	"1118"	3
"YGL189C"	353	"6"	0
"YGL188C-A"	1379	"1282"	4
"YGL187C"	532	"28"	0
"YGL186C"	4765	"727"	2
"YGL185C"	5326	"2305"	8
"YGL184C"	1988	"830"	4
"YGL183C"	1022	"255"	1
"YGL181W"	4292	"1819"	3
"YGL180W"	4407	"1339"	5
"YGL179C"	5465	"2149"	5
"YGL178W"	10559	"1641"	3
"YGL176C"	16073	"8293"	18
"YGL175C"	4176	"1554"	2
"YGL174W"	1540	"1392"	2
"YGL173C"	20740	"7629"	11
"YGL172W"	5796	"4003"	7
"YGL171W"	7915	"3868"	6
"YGL170C"	8212	"4597"	11
"YGL169W"	7983	"3704"	5
"YGL168W"	2574	"1541"	3
"YGL167C"	10128	"3966"	8
"YGL166W"	2714	"1996"	5
"YGL164C"	4621	"1223"	3
"YGL163C"	11905	"1815"	5
"YGL162W"	3201	"1660"	6
"YGL161C"	3427	"334"	0
"YGL160W"	7265	"4255"	10
"YGL159W"	2934	"2055"	3
"YGL158W"	13948	"4946"	10
"YGL157W"	4355	"2154"	5
"YGL156W"	17712	"4323"	8
"YGL155W"	5829	"863"	2
"YGL154C"	6628	"4684"	7
"YGL153W"	4567	"219"	1
"YGL151W"	20054	"7502"	14
"YGL150C"	13605	"3911"	10
"YGL149W"	811	"476"	1
"YGL148W"	2121	"68"	0
"YGL147C"	1052	"962"	1
"YGL146C"	2668	"946"	4
"YGL145W"	5434	"2459"	8
"YGL144C"	5043	"2137"	7
"YGL143C"	1751	"380"	1
"YGL142C"	5608	"3318"	10
"YGL141W"	4736	"2037"	6
"YGL140C"	6395	"2316"	5
"YGL139W"	2619	"528"	3
"YGL138C"	2407	"1369"	5
"YGL137W"	6461	"2907"	9
"YGL136C"	1573	"519"	1
"YGL135W"	44	"0"	0
"YGL134W"	5672	"2027"	6
"YGL133W"	5935	"3281"	10
"YGL131C"	13224	"7847"	21
"YGL130W"	2196	"466"	1
"YGL129C"	1250	"190"	0
"YGL128C"	2354	"709"	2
"YGL127C"	1186	"730"	1
"YGL126W"	1497	"523"	2
"YGL125W"	5350	"787"	3
"YGL124C"	13571	"5120"	7
"YGL123W"	489	"20"	0
"YGL122C"	2371	"217"	0
"YGL121C"	455	"46"	0
"YGL120C"	4889	"211"	0
"YGL119W"	4243	"797"	5
"YGL118C"	977	"551"	2
"YGL117W"	2525	"1264"	1
"YGL116W"	4763	"2003"	3
"YGL115W"	1274	"118"	0
"YGL114W"	6647	"3399"	4
"YGL113W"	4327	"990"	3
"YGL112C"	4017	"582"	2
"YGL111W"	6653	"1251"	1
"YGL110C"	7185	"2474"	4
"YGL108C"	1856	"1017"	1
"YGL107C"	8473	"4086"	7
"YGL106W"	1671	"129"	1
"YGL105W"	4673	"767"	3
"YGL104C"	3287	"823"	2
"YGL103W"	3319	"24"	0
"YGL101W"	1423	"1075"	2
"YGL100W"	2128	"838"	1
"YGL099W"	4958	"2172"	5
"YGL098W"	1511	"280"	2
"YGL097W"	2466	"861"	2
"YGL096W"	3187	"1818"	5
"YGL095C"	3460	"2079"	5
"YGL094C"	4815	"790"	2
"YGL093W"	10405	"4812"	18
"YGL092W"	10879	"5568"	18
"YGL091C"	1667	"234"	2
"YGL090W"	3545	"2358"	7
"YGL089C"	1253	"69"	0
"YGL088W"	1156	"791"	4
"YGL087C"	661	"67"	0
"YGL086W"	6926	"3007"	12
"YGL085W"	688	"366"	1
"YGL084C"	3655	"988"	4
"YGL083W"	18314	"4032"	9
"YGL082W"	3406	"734"	2
"YGL081W"	3746	"874"	3
"YGL080W"	2336	"994"	1
"YGL079W"	720	"387"	1
"YGL078C"	5546	"2065"	4
"YGL077C"	2160	"557"	3
"YGL076C"	6808	"30"	0
"YGL075C"	3641	"1244"	3
"YGL073W"	11704	"6914"	15
"YGL071W"	9974	"7336"	13
"YGL070C"	1680	"0"	0
"YGL068W"	1550	"170"	0
"YGL067W"	3554	"1122"	3
"YGL066W"	4387	"1904"	4
"YGL065C"	4125	"2292"	8
"YGL064C"	2192	"693"	2
"YGL063W"	3003	"1989"	4
"YGL062W"	9311	"2378"	2
"YGL061C"	2340	"1246"	2
"YGL060W"	9834	"4971"	14
"YGL059W"	3144	"494"	1
"YGL058W"	713	"8"	0
"YGL057C"	7386	"2265"	8
"YGL056C"	9452	"1950"	3
"YGL055W"	4575	"1447"	2
"YGL054C"	1012	"4"	0
"YGL053W"	30	"30"	1
"YGL051W"	93	"91"	2
"YGL050W"	2905	"813"	1
"YGL049C"	10154	"3581"	5
"YGL048C"	5971	"88"	0
"YGL047W"	1569	"1196"	2
"YGL045W"	7449	"2003"	7
"YGL044C"	1565	"204"	2
"YGL043W"	3391	"119"	0
"YGL041C-B"	78	"62"	0
"YGL041W-A"	503	"378"	2
"YGL040C"	849	"97"	0
"YGL039W"	2961	"1932"	5
"YGL038C"	3372	"646"	2
"YGL037C"	1521	"83"	0
"YGL036W"	9401	"6853"	17
"YGL035C"	4122	"2258"	5
"YGL034C"	2929	"2896"	6
"YGL033W"	3599	"1066"	2
"YGL032C"	720	"518"	3
"YGL031C"	104	"58"	0
"YGL030W"	773	"40"	0
"YGL029W"	200	"120"	0
"YGL028C"	5471	"2816"	5
"YGL027C"	6460	"2540"	5
"YGL026C"	3201	"1470"	2
"YGL025C"	10191	"3346"	6
"YGL023C"	8071	"2974"	5
"YGL022W"	2736	"637"	1
"YGL021W"	10461	"3951"	8
"YGL020C"	3828	"204"	0
"YGL019W"	1737	"111"	0
"YGL018C"	3176	"785"	1
"YGL017W"	8560	"2746"	6
"YGL016W"	8776	"722"	1
"YGL015C"	1900	"412"	3
"YGL014W"	9114	"3601"	7
"YGL013C"	9343	"1861"	6
"YGL012W"	3455	"1342"	3
"YGL011C"	4020	"117"	0
"YGL010W"	1826	"771"	2
"YGL009C"	5769	"2721"	8
"YGL008C"	8452	"2987"	9
"YGL007C-A"	2014	"206"	1
"YGL007W"	1285	"263"	1
"YGL006W-A"	616	"393"	1
"YGL006W"	9709	"4908"	6
"YGL005C"	6485	"3393"	4
"YGL004C"	6240	"4113"	7
"YGL003C"	4325	"1414"	2
"YGL002W"	4091	"145"	0
"YGL001C"	831	"99"	0
"YGR001C"	4454	"205"	1
"YGR002C"	5407	"2739"	4
"YGR003W"	11696	"7168"	16
"YGR004W"	5561	"1724"	3
"YGR005C"	1490	"68"	0
"YGR006W"	264	"122"	0
"YGR007W"	4135	"2074"	4
"YGR008C"	1821	"834"	1
"YGR009C"	6030	"2859"	6
"YGR010W"	3547	"1254"	2
"YGR012W"	3672	"1365"	2
"YGR013W"	3092	"1095"	4
"YGR014W"	10554	"4475"	20
"YGR015C"	3162	"875"	4
"YGR016W"	2154	"130"	0
"YGR017W"	3150	"885"	2
"YGR018C"	3	"3"	0
"YGR019W"	2782	"1182"	1
"YGR020C"	964	"2"	0
"YGR021W"	1473	"192"	1
"YGR023W"	10531	"3623"	6
"YGR024C"	1006	"149"	2
"YGR025W"	1457	"777"	1
"YGR026W"	1514	"677"	2
"YGR027C"	888	"6"	0
"YGR028W"	2735	"157"	0
"YGR029W"	804	"148"	1
"YGR030C"	2857	"2093"	4
"YGR031W"	2067	"1005"	4
"YGR031C-A"	0	"NA"	NA
"YGR032W"	15690	"4537"	6
"YGR033C"	2478	"1013"	1
"YGR034W"	1976	"4"	0
"YGR035C"	1016	"89"	0
"YGR035W-A"	774	"128"	1
"YGR036C"	2084	"136"	0
"YGR037C"	85	"12"	0
"YGR038W"	222	"72"	0
"YGR039W"	2017	"2000"	3
"YGR040W"	2066	"70"	0
"YGR041W"	5460	"3013"	11
"YGR042W"	4796	"3000"	9
"YGR043C"	1753	"335"	1
"YGR044C"	1260	"412"	1
"YGR045C"	988	"743"	2
"YGR046W"	3428	"1606"	4
"YGR047C"	6015	"1231"	4
"YGR048W"	2238	"222"	1
"YGR049W"	710	"268"	1
"YGR050C"	3492	"3304"	7
"YGR052W"	3585	"2273"	12
"YGR053C"	1473	"769"	3
"YGR054W"	2796	"795"	1
"YGR055W"	3100	"487"	3
"YGR056W"	7562	"3166"	8
"YGR057C"	1630	"743"	3
"YGR058W"	1286	"276"	1
"YGR059W"	2998	"1487"	7
"YGR060W"	1560	"69"	0
"YGR061C"	6109	"1776"	2
"YGR062C"	1490	"691"	2
"YGR063C"	345	"18"	0
"YGR065C"	5582	"1207"	3
"YGR066C"	1874	"544"	1
"YGR067C"	6490	"2731"	6
"YGR068C"	5107	"2570"	5
"YGR070W"	13386	"5702"	15
"YGR071C"	5819	"3763"	11
"YGR072W"	5055	"1739"	5
"YGR074W"	1122	"29"	0
"YGR075C"	753	"272"	0
"YGR076C"	918	"127"	0
"YGR077C"	5902	"3772"	7
"YGR078C"	693	"167"	0
"YGR079W"	1448	"885"	2
"YGR080W"	5138	"714"	3
"YGR081C"	2007	"1520"	6
"YGR082W"	1002	"70"	0
"YGR083C"	4220	"720"	3
"YGR084C"	2535	"1086"	3
"YGR085C"	664	"9"	0
"YGR086C"	1754	"146"	1
"YGR087C"	6203	"1426"	5
"YGR088W"	6232	"2567"	12
"YGR089W"	9540	"4729"	11
"YGR090W"	5661	"2824"	7
"YGR091W"	3727	"1570"	4
"YGR092W"	3726	"1375"	4
"YGR093W"	4888	"1647"	10
"YGR094W"	6196	"954"	3
"YGR095C"	688	"87"	1
"YGR096W"	1574	"560"	1
"YGR097W"	9052	"2643"	8
"YGR098C"	12522	"5344"	19
"YGR099W"	5681	"3449"	9
"YGR100W"	6655	"1056"	3
"YGR101W"	1923	"1314"	3
"YGR102C"	1687	"787"	3
"YGR103W"	1964	"760"	2
"YGR104C"	4254	"1481"	3
"YGR105W"	95	"12"	0
"YGR106C"	1426	"542"	4
"YGR108W"	2037	"731"	3
"YGR109C"	1580	"612"	4
"YGR110W"	2745	"932"	4
"YGR111W"	2824	"1194"	7
"YGR112W"	1487	"185"	1
"YGR113W"	4604	"2101"	7
"YGR116W"	8813	"2998"	8
"YGR117C"	5708	"1922"	5
"YGR118W"	2190	"72"	0
"YGR119C"	3477	"2221"	5
"YGR120C"	1433	"354"	2
"YGR121C"	2408	"390"	2
"YGR121W-A"	377	"285"	2
"YGR122W"	5627	"1969"	5
"YGR123C"	2835	"1336"	2
"YGR124W"	4435	"701"	1
"YGR125W"	8063	"1833"	5
"YGR126W"	2000	"141"	1
"YGR127W"	4006	"1869"	6
"YGR128C"	9711	"3807"	7
"YGR129W"	2050	"665"	1
"YGR130C"	6970	"2898"	11
"YGR131W"	1387	"67"	0
"YGR132C"	613	"31"	0
"YGR133W"	1696	"665"	2
"YGR134W"	5203	"3242"	8
"YGR135W"	1148	"102"	0
"YGR136W"	1259	"271"	1
"YGR138C"	1921	"384"	2
"YGR140W"	9699	"4310"	10
"YGR141W"	3182	"848"	1
"YGR142W"	6539	"3805"	12
"YGR143W"	3559	"1393"	6
"YGR144W"	3720	"562"	3
"YGR145W"	3659	"756"	4
"YGR146C"	1190	"750"	4
"YGR146C-A"	467	"454"	1
"YGR147C"	4982	"2330"	6
"YGR148C"	2103	"7"	0
"YGR149W"	10164	"393"	1
"YGR150C"	13621	"2858"	9
"YGR152C"	5050	"1226"	2
"YGR153W"	5562	"2815"	6
"YGR154C"	5648	"1779"	6
"YGR155W"	4784	"448"	1
"YGR156W"	2240	"271"	1
"YGR157W"	18128	"4163"	8
"YGR158C"	2283	"1499"	3
"YGR159C"	3046	"1174"	3
"YGR161C"	1725	"1284"	2
"YGR161W-C"	923	"742"	2
"YGR162W"	2970	"1858"	4
"YGR163W"	1871	"84"	0
"YGR164W"	1406	"805"	3
"YGR165W"	3076	"1423"	4
"YGR166W"	5998	"2920"	9
"YGR167W"	2178	"1729"	3
"YGR168C"	8807	"2438"	7
"YGR169C"	4914	"3898"	8
"YGR169C-A"	527	"461"	1
"YGR170W"	9789	"3657"	7
"YGR171C"	4824	"2891"	7
"YGR172C"	2348	"1919"	2
"YGR173W"	1709	"95"	0
"YGR174C"	1781	"805"	3
"YGR174W-A"	55	"41"	0
"YGR175C"	3160	"255"	0
"YGR177C"	5580	"3595"	8
"YGR178C"	12005	"4172"	10
"YGR179C"	6461	"1719"	5
"YGR180C"	1459	"625"	1
"YGR181W"	2391	"164"	1
"YGR183C"	3330	"10"	0
"YGR184C"	43153	"6932"	15
"YGR185C"	2067	"762"	1
"YGR186W"	7082	"2181"	7
"YGR187C"	6256	"651"	4
"YGR188C"	10498	"5397"	13
"YGR189C"	6471	"1734"	4
"YGR191W"	11907	"1935"	3
"YGR192C"	4070	"790"	2
"YGR193C"	5876	"2825"	6
"YGR194C"	5320	"2029"	7
"YGR195W"	1002	"84"	1
"YGR196C"	11957	"3552"	4
"YGR197C"	8114	"1855"	2
"YGR198W"	7753	"4595"	14
"YGR199W"	12306	"2080"	6
"YGR200C"	6870	"3478"	7
"YGR201C"	3590	"1317"	4
"YGR202C"	4452	"2410"	5
"YGR203W"	1697	"225"	1
"YGR204W"	13299	"1834"	3
"YGR204C-A"	79	"63"	0
"YGR205W"	5733	"250"	1
"YGR206W"	3697	"717"	1
"YGR207C"	5197	"1024"	1
"YGR208W"	3645	"780"	3
"YGR209C"	3887	"98"	1
"YGR210C"	3826	"688"	1
"YGR211W"	4973	"236"	0
"YGR212W"	9475	"5478"	10
"YGR213C"	8258	"3327"	7
"YGR214W"	2860	"40"	0
"YGR215W"	139	"45"	0
"YGR216C"	2707	"637"	3
"YGR217W"	14905	"6954"	13
"YGR218W"	7752	"505"	1
"YGR220C"	1929	"134"	0
"YGR221C"	10853	"5313"	12
"YGR222W"	4726	"1086"	2
"YGR223C"	2914	"909"	1
"YGR224W"	6282	"3429"	7
"YGR225W"	10681	"3173"	6
"YGR227W"	8874	"2098"	4
"YGR229C"	3469	"1659"	7
"YGR230W"	4535	"2367"	3
"YGR231C"	1700	"114"	0
"YGR232W"	3108	"1701"	2
"YGR233C"	29884	"8338"	14
"YGR234W"	4364	"2493"	7
"YGR235C"	2500	"931"	3
"YGR236C"	340	"211"	2
"YGR237C"	10838	"6331"	12
"YGR238C"	6829	"3578"	9
"YGR239C"	3273	"1438"	4
"YGR240C"	12946	"682"	1
"YGR240C-A"	2959	"2925"	4
"YGR241C"	7410	"3384"	9
"YGR243W"	479	"176"	1
"YGR244C"	1042	"363"	3
"YGR245C"	3000	"349"	1
"YGR246C"	9398	"2611"	7
"YGR247W"	4994	"1688"	2
"YGR248W"	5827	"2601"	3
"YGR249W"	11809	"3594"	13
"YGR250C"	13325	"2104"	8
"YGR251W"	3239	"765"	1
"YGR252W"	4379	"176"	0
"YGR253C"	1359	"107"	1
"YGR254W"	1696	"597"	1
"YGR255C"	5540	"747"	4
"YGR256W"	7303	"1464"	4
"YGR257C"	5931	"601"	1
"YGR258C"	20067	"5846"	8
"YGR260W"	4540	"1533"	9
"YGR261C"	5967	"1786"	6
"YGR262C"	476	"70"	0
"YGR263C"	3597	"1553"	4
"YGR264C"	3597	"823"	2
"YGR266W"	4721	"2205"	8
"YGR267C"	1077	"6"	0
"YGR268C"	624	"102"	0
"YGR270W"	13303	"6862"	17
"YGR271W"	11868	"3551"	9
"YGR271C-A"	555	"268"	0
"YGR273C"	355	"220"	1
"YGR274C"	7829	"2392"	6
"YGR275W"	843	"364"	1
"YGR276C"	5867	"1526"	5
"YGR277C"	1404	"848"	2
"YGR278W"	3813	"1302"	6
"YGR279C"	3650	"1882"	3
"YGR280C"	2658	"957"	2
"YGR281W"	13076	"1902"	6
"YGR282C"	1661	"158"	1
"YGR283C"	7848	"3672"	8
"YGR284C"	2556	"1165"	1
"YGR285C"	6167	"1159"	2
"YGR286C"	1400	"299"	0
"YGR287C"	8280	"909"	8
"YGR288W"	4744	"1553"	8
"YGR289C"	11127	"8408"	27
"YGR292W"	0	"NA"	NA
"YGR294W"	0	"NA"	NA
"YGR295C"	2028	"327"	3
"YGR296W"	0	"NA"	NA
"YHL050C"	2	"0"	0
"YHL049C"	0	"NA"	NA
"YHL048C-A"	1	"1"	0
"YHL048W"	3984	"1574"	3
"YHL047C"	10779	"2209"	5
"YHL046C"	70	"1"	0
"YHL044W"	10055	"7182"	12
"YHL043W"	2437	"1426"	7
"YHL042W"	831	"382"	1
"YHL041W"	2440	"2309"	4
"YHL040C"	8591	"2970"	4
"YHL039W"	5847	"2934"	8
"YHL038C"	6286	"1830"	5
"YHL037C"	3579	"3121"	6
"YHL036W"	2331	"414"	2
"YHL035C"	22102	"13957"	37
"YHL034C"	2457	"1197"	1
"YHL033C"	3313	"1407"	2
"YHL032C"	6671	"2350"	4
"YHL031C"	1647	"1021"	1
"YHL030W"	26438	"9172"	19
"YHL029C"	8205	"754"	3
"YHL028W"	8023	"4459"	12
"YHL027W"	8053	"4942"	16
"YHL026C"	2947	"868"	4
"YHL025W"	2226	"1112"	3
"YHL024W"	13891	"5917"	8
"YHL023C"	14922	"5435"	13
"YHL022C"	7974	"3507"	8
"YHL021C"	6347	"1681"	3
"YHL020C"	3736	"1265"	2
"YHL019C"	8505	"1511"	5
"YHL018W"	311	"95"	0
"YHL017W"	6009	"850"	5
"YHL016C"	10688	"1012"	3
"YHL015W-A"	1761	"1237"	4
"YHL015W"	604	"4"	0
"YHL014C"	2849	"737"	3
"YHL013C"	3890	"231"	1
"YHL012W"	12223	"7064"	10
"YHL011C"	1635	"33"	0
"YHL010C"	10652	"4353"	9
"YHL009C"	16347	"9634"	11
"YHL008C"	8911	"6289"	9
"YHL007C"	14733	"4767"	13
"YHL006C"	4756	"1805"	2
