,cluster,duplicate_num,unique_num
2711,YIL049W,935,77
311,YBR107C,935,77
856,YDL193W,935,77
1009,YDR098C,935,77
5962,YPR158W,935,77
2868,YIR038C,935,77
3286,YKL040C,935,77
5314,YOR184W,935,77
5025,YOL058W,935,77
3982,YLR343W,935,77
2754,YIL094C,935,77
1520,YEL066W,935,77
4782,YNL231C,935,77
715,YDL052C,935,77
722,YDL059C,935,77
5943,YPR139C,935,77
3973,YLR334C,935,77
2822,YIL163C,935,77
1361,YDR451C,935,77
750,YDL087C,935,77
469,YBR265W,935,77
686,YDL022W,935,77
130,YBL036C,935,77
5196,YOR065W,935,77
3317,YKL071W,934,78
5512,YOR383C,934,78
1992,YGL155W,934,78
5751,YPL227C,934,78
3555,YKR087C,934,78
1304,YDR394W,934,78
3556,YKR088C,934,78
1293,YDR383C,934,78
1727,YFL010C,934,78
2236,YGR136W,934,78
3841,YLR202C,934,78
6005,YPR201W,934,78
4706,YNL155W,934,78
5352,YOR222W,934,78
1593,YER062C,934,78
1061,YDR151C,934,78
521,YCL022C,934,78
2390,YGR293C,934,78
54,YAL059W,934,78
5651,YPL127C,934,78
1693,YER165W,934,78
757,YDL094C,934,78
4236,YMR003W,934,78
4719,YNL168C,934,78
599,YCR034W,934,78
2518,YHR075C,934,78
2380,YGR283C,934,78
4162,YML062C,934,78
682,YDL018C,934,78
4537,YMR310C,934,78
2934,YJL066C,934,78
2519,YHR076W,933,79
2510,YHR067W,933,79
4316,YMR087W,933,79
4635,YNL084C,933,79
4498,YMR271C,933,79
3741,YLR102C,933,79
2982,YJL116C,933,79
4539,YMR312W,933,79
5681,YPL157W,933,79
4517,YMR290C,933,79
2566,YHR123W,933,79
2854,YIR024C,933,79
415,YBR211C,933,79
2576,YHR133C,933,79
1078,YDR168W,933,79
4076,YLR438W,933,79
1605,YER074W,933,79
4084,YLR446W,933,79
1703,YER175C,933,79
644,YCR087W,933,79
278,YBR072W,933,79
349,YBR145W,933,79
5306,YOR176W,933,79
2374,YGR277C,933,79
4516,YMR289W,933,79
4741,YNL190W,933,79
5067,YOL101C,933,79
3396,YKL150W,933,79
5063,YOL097C,933,79
4922,YNR032W,933,79
4866,YNL315C,933,79
25,YAL027W,933,79
2204,YGR104C,933,79
4874,YNL323W,933,79
2253,YGR153W,933,79
3264,YKL018W,933,79
4231,YML131W,932,80
3040,YJL174W,932,80
5144,YOR013W,932,80
1597,YER066W,932,80
4376,YMR147W,932,80
1882,YGL044C,932,80
3353,YKL107W,932,80
4707,YNL156C,932,80
1568,YER037W,932,80
4071,YLR433C,932,80
4716,YNL165W,932,80
3076,YJL210W,932,80
4552,YMR325W,932,80
2126,YGR026W,932,80
2705,YIL043C,932,80
4129,YML024W,932,80
1375,YDR465C,932,80
661,YCR105W,932,80
1579,YER048C,932,80
100,YBL006C,932,80
1489,YEL035C,932,80
158,YBL064C,932,80
5936,YPR132W,932,80
1172,YDR262W,932,80
5779,YPL255W,932,80
1403,YDR494W,932,80
3030,YJL164C,932,80
1278,YDR368W,932,80
3687,YLR048W,932,80
4783,YNL232W,932,80
729,YDL066W,931,81
3739,YLR100W,931,81
1869,YGL031C,931,81
2128,YGR028W,931,81
5786,YPL262W,931,81
4140,YML036W,931,81
491,YBR287W,931,81
842,YDL179W,931,81
3960,YLR321C,931,81
4915,YNR025C,931,81
1225,YDR315C,931,81
5987,YPR183W,931,81
5343,YOR213C,931,81
5192,YOR061W,931,81
2264,YGR164W,931,81
224,YBR018C,931,81
4368,YMR139W,931,81
137,YBL043W,931,81
790,YDL127W,931,81
4308,YMR079W,931,81
2617,YHR174W,931,81
2630,YHR187W,931,81
5309,YOR179C,931,81
2865,YIR035C,931,81
5469,YOR340C,931,81
5944,YPR140W,931,81
372,YBR168W,931,81
5031,YOL064C,931,81
4589,YNL037C,931,81
739,YDL076C,931,81
5275,YOR145C,931,81
1264,YDR354W,931,81
1513,YEL059W,931,81
4350,YMR121C,931,81
4150,YML050W,931,81
2181,YGR081C,930,82
5364,YOR234C,930,82
447,YBR243C,930,82
1041,YDR130C,930,82
507,YCL001W,930,82
2158,YGR058W,930,82
3679,YLR040C,930,82
3226,YJR141W,930,82
4147,YML047C,930,82
1583,YER052C,930,82
2831,YIR001C,930,82
4371,YMR142C,930,82
435,YBR231C,930,82
4152,YML052W,930,82
3811,YLR172C,930,82
1284,YDR374C,930,82
70,YAR015W,930,82
2682,YIL020C,930,82
4395,YMR166C,930,82
1407,YDR498C,930,82
4799,YNL248C,930,82
2756,YIL096C,930,82
5040,YOL073C,930,82
2089,YGL252C,930,82
4713,YNL162W,930,82
3963,YLR324W,930,82
3625,YLL053C,930,82
4944,YNR054C,930,82
5680,YPL156C,930,82
2211,YGR111W,930,82
305,YBR101C,930,82
4521,YMR294W,930,82
4590,YNL038W,930,82
4234,YMR001C,930,82
3002,YJL136C,930,82
2342,YGR244C,930,82
1574,YER043C,930,82
5447,YOR318C,930,82
5371,YOR242C,930,82
483,YBR279W,930,82
4554,YNL001W,930,82
5073,YOL107W,929,83
4325,YMR096W,929,83
5588,YPL064C,929,83
4017,YLR378C,929,83
1178,YDR268W,929,83
3192,YJR107W,929,83
5473,YOR344C,929,83
4602,YNL050C,929,83
5727,YPL203W,929,83
2246,YGR146C,929,83
3173,YJR088C,929,83
333,YBR129C,929,83
3013,YJL147C,929,83
5390,YOR261C,929,83
329,YBR125C,929,83
3568,YKR100C,929,83
712,YDL049C,929,83
514,YCL010C,929,83
4213,YML113W,929,83
693,YDL029W,929,83
5403,YOR274W,929,83
2979,YJL111W,929,83
3046,YJL180C,929,83
3746,YLR107W,929,83
2665,YIL003W,929,83
1141,YDR231C,929,83
2807,YIL148W,929,83
2672,YIL010W,929,83
2006,YGL169W,929,83
5514,YOR385W,929,83
4954,YNR064C,929,83
3621,YLL049W,929,83
3428,YKL183W,929,83
2549,YHR106W,929,83
400,YBR196C,929,83
4970,YOL003C,929,83
2346,YGR248W,929,83
1228,YDR318W,929,83
660,YCR104W,929,83
1358,YDR448W,928,84
2101,YGR001C,928,84
5010,YOL043C,928,84
3943,YLR304C,928,84
4951,YNR061C,928,84
3257,YKL011C,928,84
4790,YNL239W,928,84
3852,YLR213C,928,84
4356,YMR127C,928,84
3014,YJL148W,928,84
1058,YDR148C,928,84
1612,YER081W,928,84
1617,YER086W,928,84
1389,YDR480W,928,84
5503,YOR374W,928,84
1774,YFL060C,928,84
1802,YFR020W,928,84
5610,YPL086C,928,84
4468,YMR239C,928,84
2736,YIL074C,928,84
4759,YNL208W,928,84
5845,YPR040W,928,84
1440,YDR531W,928,84
984,YDR073W,928,84
5087,YOL121C,928,84
4820,YNL269W,928,84
5922,YPR118W,928,84
3870,YLR231C,928,84
5918,YPR114W,928,84
2085,YGL248W,928,84
545,YCL047C,928,84
5230,YOR100C,928,84
1460,YEL006W,927,85
4811,YNL260C,927,85
2991,YJL125C,927,85
2091,YGL254W,927,85
3224,YJR139C,927,85
5247,YOR117W,927,85
353,YBR149W,927,85
4564,YNL011C,927,85
5344,YOR214C,927,85
1310,YDR400W,927,85
881,YDL218W,927,85
4120,YML015C,927,85
582,YCR016W,927,85
3656,YLR017W,927,85
2864,YIR034C,927,85
2886,YJL014W,927,85
5326,YOR196C,927,85
2514,YHR071W,927,85
4754,YNL203C,927,85
3887,YLR248W,927,85
2023,YGL186C,927,85
4411,YMR182C,927,85
5273,YOR143C,927,85
2811,YIL152W,927,85
1547,YER016W,927,85
1122,YDR212W,927,85
3822,YLR183C,927,85
5401,YOR272W,927,85
4804,YNL253W,926,86
2770,YIL110W,926,86
3098,YJR008W,926,86
5444,YOR315W,926,86
2792,YIL133C,926,86
3451,YKL208W,926,86
2291,YGR192C,926,86
741,YDL078C,926,86
2848,YIR018W,926,86
267,YBR061C,926,86
998,YDR087C,926,86
5310,YOR180C,926,86
3698,YLR059C,926,86
4965,YNR075W,926,86
5784,YPL260W,926,86
1451,YDR542W,926,86
2457,YHR014W,926,86
4187,YML087C,926,86
292,YBR087W,926,86
1114,YDR204W,926,86
1685,YER156C,926,86
2572,YHR129C,926,86
4503,YMR276W,926,86
260,YBR054W,926,86
437,YBR233W,926,86
4527,YMR300C,926,86
125,YBL031W,925,87
4097,YLR459W,925,87
5576,YPL052W,925,87
3835,YLR196W,925,87
2766,YIL106W,925,87
1510,YEL056W,925,87
1614,YER083C,925,87
1942,YGL105W,925,87
478,YBR274W,925,87
2783,YIL124W,925,87
4248,YMR015C,925,87
5756,YPL232W,925,87
1273,YDR363W,925,87
2528,YHR085W,925,87
1471,YEL017W,925,87
634,YCR075C,925,87
2427,YHL034C,925,87
2386,YGR289C,925,87
5328,YOR198C,925,87
1713,YER185W,925,87
393,YBR189W,925,87
3513,YKR045C,925,87
1794,YFR012W,925,87
2213,YGR113W,925,87
2299,YGR201C,925,87
4594,YNL042W,925,87
1345,YDR435C,925,87
2992,YJL126W,925,87
3011,YJL145W,925,87
3062,YJL196C,925,87
4032,YLR394W,924,88
2227,YGR127W,924,88
708,YDL045C,924,88
1456,YEL002C,924,88
4930,YNR040W,924,88
846,YDL183C,924,88
5995,YPR191W,924,88
5203,YOR072W,924,88
2201,YGR101W,924,88
5210,YOR079C,924,88
2208,YGR108W,924,88
1766,YFL051C,924,88
409,YBR205W,924,88
768,YDL105W,924,88
4087,YLR449W,924,88
5449,YOR320C,924,88
2860,YIR030C,924,88
5635,YPL111W,924,88
3953,YLR314C,924,88
1637,YER106W,924,88
2275,YGR175C,924,88
4153,YML053C,924,88
2612,YHR169W,924,88
508,YCL002C,924,88
746,YDL083C,924,88
1749,YFL032W,924,88
5563,YPL039W,924,88
356,YBR152W,924,88
5585,YPL061W,924,88
1444,YDR535C,923,89
2151,YGR051C,923,89
2635,YHR192W,923,89
3229,YJR144W,923,89
5980,YPR176C,923,89
1232,YDR322W,923,89
2352,YGR254W,923,89
5866,YPR061C,923,89
4109,YML004C,923,89
1996,YGL159W,923,89
4753,YNL202W,923,89
5093,YOL127W,923,89
5810,YPR005C,923,89
110,YBL016W,923,89
163,YBL069W,923,89
1669,YER140W,923,89
5923,YPR119W,923,89
4740,YNL189W,923,89
5497,YOR368W,923,89
5384,YOR255W,923,89
958,YDR047W,923,89
2112,YGR012W,923,89
5009,YOL042W,923,89
4647,YNL096C,923,89
5489,YOR360C,923,89
34,YAL036C,923,89
1934,YGL097W,923,89
1210,YDR300C,923,89
370,YBR166C,923,89
4797,YNL246W,923,89
2750,YIL090W,923,89
5234,YOR104W,923,89
210,YBR004C,923,89
654,YCR097W,923,89
1759,YFL044C,923,89
3190,YJR105W,923,89
1192,YDR282C,923,89
3559,YKR091W,922,90
3916,YLR277C,922,90
1425,YDR516C,922,90
2793,YIL134W,922,90
5117,YOL151W,922,90
1274,YDR364C,922,90
4472,YMR243C,922,90
5675,YPL151C,922,90
475,YBR271W,922,90
5929,YPR125W,922,90
1949,YGL112C,922,90
2726,YIL064W,922,90
681,YDL017W,922,90
431,YBR227C,922,90
5137,YOR006C,922,90
1189,YDR279W,922,90
571,YCR005C,922,90
885,YDL222C,922,90
1159,YDR249C,922,90
2721,YIL059C,922,90
2904,YJL035C,922,90
5303,YOR173W,922,90
5535,YPL011C,922,90
2804,YIL145C,922,90
5687,YPL163C,922,90
2856,YIR026C,922,90
2555,YHR112C,922,90
4359,YMR130W,922,90
5237,YOR107W,922,90
1632,YER101C,922,90
1107,YDR197W,922,90
1836,YFR055W,922,90
2501,YHR058C,922,90
515,YCL011C,922,90
4446,YMR217W,922,90
2504,YHR061C,922,90
1792,YFR010W,922,90
5339,YOR209C,922,90
2049,YGL212W,922,90
4814,YNL263C,922,90
5206,YOR075W,921,91
1085,YDR175C,921,91
1150,YDR240C,921,91
5946,YPR142C,921,91
2703,YIL041W,921,91
1198,YDR288W,921,91
651,YCR094W,921,91
831,YDL168W,921,91
4373,YMR144W,921,91
2928,YJL060W,921,91
2844,YIR014W,921,91
332,YBR128C,921,91
1922,YGL085W,921,91
2247,YGR147C,921,91
4313,YMR084W,921,91
5312,YOR182C,921,91
5229,YOR099W,921,91
2774,YIL114C,921,91
5138,YOR007C,921,91
2983,YJL117W,921,91
3595,YLL023C,921,91
5216,YOR085W,921,91
1556,YER025W,921,91
3439,YKL194C,921,91
1956,YGL119W,921,91
492,YBR288C,921,91
4243,YMR010W,921,91
706,YDL043C,921,91
3079,YJL213W,921,91
2603,YHR160C,921,91
1132,YDR222W,921,91
2397,YHL004W,921,91
3395,YKL149C,921,91
4440,YMR211W,921,91
1670,YER141W,921,91
5557,YPL033C,921,91
2391,YGR294W,921,91
5591,YPL067C,921,91
4439,YMR210W,921,91
5434,YOR305W,920,92
2577,YHR134W,920,92
78,YAR030C,920,92
1001,YDR090C,920,92
212,YBR006W,920,92
1016,YDR105C,920,92
2148,YGR048W,920,92
3984,YLR345W,920,92
5221,YOR091W,920,92
3573,YKR105C,920,92
685,YDL021W,920,92
4996,YOL029C,920,92
5999,YPR195C,920,92
510,YCL005W,920,92
1682,YER153C,920,92
4977,YOL010W,920,92
4610,YNL058C,920,92
778,YDL115C,920,92
4034,YLR396C,920,92
5574,YPL050C,920,92
1164,YDR254W,920,92
1380,YDR470C,920,92
252,YBR046C,920,92
5913,YPR109W,920,92
2306,YGR208W,920,92
2355,YGR257C,920,92
4918,YNR028W,920,92
4688,YNL137C,920,92
1257,YDR347W,920,92
3829,YLR190W,920,92
4137,YML032C,920,92
5515,YOR386W,919,93
3928,YLR289W,919,93
1558,YER027C,919,93
3344,YKL098W,919,93
2739,YIL077C,919,93
1816,YFR035C,919,93
2115,YGR015C,919,93
5809,YPR004C,919,93
5796,YPL272C,919,93
559,YCL064C,919,93
4870,YNL319W,919,93
2048,YGL211W,919,93
3580,YLL006W,919,93
4816,YNL265C,919,93
2447,YHR004C,919,93
558,YCL063W,919,93
5488,YOR359W,919,93
1393,YDR484W,919,93
343,YBR139W,919,93
2031,YGL194C,919,93
3331,YKL085W,919,93
970,YDR059C,919,93
1674,YER145C,919,93
5090,YOL124C,919,93
1999,YGL162W,919,93
1286,YDR376W,919,93
4747,YNL196C,919,93
4510,YMR283C,919,93
5023,YOL056W,918,94
2506,YHR063C,918,94
893,YDL230W,918,94
5914,YPR110C,918,94
4758,YNL207W,918,94
1803,YFR021W,918,94
127,YBL033C,918,94
4169,YML069W,918,94
5130,YOL165C,918,94
4805,YNL254C,918,94
4007,YLR368W,918,94
1219,YDR309C,918,94
5793,YPL269W,918,94
4124,YML019W,918,94
4041,YLR403W,918,94
3252,YKL006W,918,94
1143,YDR233C,918,94
4520,YMR293C,918,94
5783,YPL259C,918,94
5752,YPL228W,918,94
496,YBR292C,918,94
4911,YNR021W,918,94
5051,YOL085C,918,94
1980,YGL143C,918,94
2209,YGR109C,918,94
3767,YLR128W,918,94
3538,YKR070W,918,94
4360,YMR131C,918,94
5820,YPR015C,918,94
5572,YPL048W,918,94
4437,YMR208W,918,94
5240,YOR110W,918,94
5032,YOL065C,918,94
572,YCR006C,918,94
2311,YGR213C,918,94
630,YCR069W,918,94
3438,YKL193C,918,94
5471,YOR342C,917,95
5119,YOL154W,917,95
1900,YGL063W,917,95
2196,YGR096W,917,95
560,YCL065W,917,95
3530,YKR062W,917,95
810,YDL147W,917,95
4406,YMR177W,917,95
999,YDR088C,917,95
1344,YDR434W,917,95
5584,YPL060W,917,95
3697,YLR058C,917,95
3732,YLR093C,917,95
792,YDL129W,917,95
3585,YLL011W,917,95
4938,YNR048W,917,95
994,YDR083W,917,95
3812,YLR173W,917,95
791,YDL128W,917,95
4551,YMR324C,917,95
1565,YER034W,917,95
1392,YDR483W,917,95
5036,YOL069W,917,95
5062,YOL096C,917,95
5379,YOR250C,917,95
2402,YHL009C,917,95
635,YCR076C,917,95
2921,YJL053W,917,95
2039,YGL202W,917,95
975,YDR064W,917,95
2119,YGR019W,917,95
1549,YER018C,917,95
1826,YFR045W,917,95
5021,YOL054W,916,96
916,YDR005C,916,96
2782,YIL122W,916,96
5086,YOL120C,916,96
1216,YDR306C,916,96
530,YCL032W,916,96
243,YBR037C,916,96
4852,YNL301C,916,96
5592,YPL068C,916,96
4884,YNL333W,916,96
4925,YNR035C,916,96
4940,YNR050C,916,96
3374,YKL128C,916,96
1975,YGL138C,916,96
487,YBR283C,916,96
4989,YOL022C,916,96
2022,YGL185C,916,96
1383,YDR473C,916,96
976,YDR065W,916,96
2437,YHL044W,916,96
2776,YIL116W,916,96
899,YDL236W,916,96
4039,YLR401C,916,96
3866,YLR227C,916,96
2911,YJL043W,916,96
5358,YOR228C,916,96
2599,YHR156C,916,96
4148,YML048W,916,96
1492,YEL038W,916,96
5213,YOR082C,916,96
3702,YLR063W,916,96
2448,YHR005C,916,96
3129,YJR043C,915,97
3763,YLR124W,915,97
3386,YKL140W,915,97
1100,YDR190C,915,97
1342,YDR432W,915,97
3340,YKL094W,915,97
3227,YJR142W,915,97
3471,YKR003W,915,97
2609,YHR166C,915,97
4420,YMR191W,915,97
851,YDL188C,915,97
5848,YPR043W,915,97
2714,YIL052C,915,97
841,YDL178W,915,97
2697,YIL035C,915,97
1877,YGL039W,915,97
1833,YFR052W,915,97
2184,YGR084C,915,97
2633,YHR190W,915,97
2613,YHR170W,915,97
490,YBR286W,915,97
4258,YMR025W,915,97
5710,YPL186C,915,97
4244,YMR011W,915,97
5780,YPL256C,914,98
4728,YNL177C,914,98
3675,YLR036C,914,98
5370,YOR241W,914,98
2526,YHR083W,914,98
4902,YNR012W,914,98
3771,YLR132C,914,98
3397,YKL151C,914,98
5760,YPL236C,914,98
4126,YML021C,914,98
2587,YHR144C,914,98
2134,YGR034W,914,98
4438,YMR209C,914,98
2056,YGL219C,914,98
1871,YGL033W,914,98
5667,YPL143W,914,98
600,YCR035C,914,98
1657,YER127W,914,98
3005,YJL139C,914,98
5432,YOR303W,914,98
3506,YKR038C,914,98
3951,YLR312C,914,98
1432,YDR523C,914,98
5620,YPL096W,914,98
471,YBR267W,914,98
1423,YDR514C,914,98
915,YDR004W,914,98
476,YBR272C,914,98
5717,YPL193W,914,98
3888,YLR249W,914,98
1689,YER161C,914,98
5897,YPR093C,913,99
5360,YOR230W,913,99
5389,YOR260W,913,99
5769,YPL245W,913,99
2790,YIL131C,913,99
5567,YPL043W,913,99
4560,YNL007C,913,99
5859,YPR054W,913,99
2305,YGR207C,913,99
1467,YEL013W,913,99
4381,YMR152W,913,99
5028,YOL061W,913,99
77,YAR029W,913,99
4343,YMR114C,913,99
3728,YLR089C,913,99
2142,YGR042W,913,99
652,YCR095C,913,99
3519,YKR051W,913,99
770,YDL107W,913,99
5445,YOR316C,913,99
2382,YGR285C,913,99
1355,YDR445C,913,99
1312,YDR402C,913,99
5346,YOR216C,913,99
1303,YDR393W,913,99
5296,YOR166C,913,99
3880,YLR241W,913,99
5552,YPL028W,913,99
1025,YDR114C,913,99
5427,YOR298W,913,99
2722,YIL060W,913,99
4933,YNR043W,913,99
3618,YLL046C,913,99
4130,YML025C,913,99
4008,YLR369W,913,99
3253,YKL007W,912,100
1652,YER122C,912,100
5367,YOR237W,912,100
366,YBR162C,912,100
3897,YLR258W,912,100
3059,YJL193W,912,100
1101,YDR191W,912,100
5696,YPL172C,912,100
4291,YMR062C,912,100
2396,YHL003C,912,100
4781,YNL230C,912,100
2738,YIL076W,912,100
4755,YNL204C,912,100
3634,YLL062C,912,100
4257,YMR024W,912,100
3752,YLR113W,912,100
5236,YOR106W,912,100
309,YBR105C,912,100
575,YCR009C,912,100
4711,YNL160W,912,100
4035,YLR397C,912,100
2695,YIL033C,912,100
1167,YDR257C,912,100
2050,YGL213C,912,100
351,YBR147W,912,100
1226,YDR316W,912,100
5139,YOR008C,912,100
2646,YHR203C,912,100
3407,YKL162C,912,100
5266,YOR136W,912,100
1499,YEL045C,912,100
365,YBR161W,912,100
5188,YOR057W,912,100
1504,YEL050C,912,100
4948,YNR058W,912,100
1892,YGL055W,912,100
5663,YPL139C,912,100
1743,YFL026W,912,100
4825,YNL274C,912,100
4490,YMR263W,912,100
720,YDL057W,912,100
5288,YOR158W,912,100
3118,YJR032W,911,101
1431,YDR522C,911,101
5889,YPR084W,911,101
4326,YMR097C,911,101
197,YBL103C,911,101
2414,YHL021C,911,101
1165,YDR255C,911,101
590,YCR024C,911,101
4620,YNL069C,911,101
1197,YDR287W,911,101
4631,YNL080C,911,101
606,YCR041W,911,101
254,YBR048W,911,101
2217,YGR117C,911,101
5171,YOR040W,911,101
889,YDL226C,911,101
4802,YNL251C,911,101
5947,YPR143W,911,101
218,YBR012C,911,101
1034,YDR123C,911,101
2102,YGR002C,911,101
5542,YPL018W,911,101
1876,YGL038C,911,101
5778,YPL254W,911,101
4123,YML018C,911,101
4958,YNR068C,911,101
1808,YFR027W,911,101
334,YBR130C,911,101
5768,YPL244C,911,101
1298,YDR388W,911,101
3827,YLR188W,911,101
1919,YGL082W,911,101
2544,YHR101C,911,101
5022,YOL055C,911,101
1280,YDR370C,911,101
1948,YGL111W,911,101
5892,YPR087W,910,102
3434,YKL189W,910,102
5278,YOR148C,910,102
800,YDL137W,910,102
5058,YOL092W,910,102
5187,YOR056C,910,102
3214,YJR129C,910,102
2706,YIL044C,910,102
1994,YGL157W,910,102
3359,YKL113C,910,102
4974,YOL007C,910,102
6003,YPR199C,910,102
3297,YKL051W,910,102
5016,YOL049W,910,102
5890,YPR085C,910,102
601,YCR036W,910,102
969,YDR058C,910,102
5942,YPR138C,910,102
4788,YNL237W,910,102
1621,YER090W,910,102
4774,YNL223W,910,102
2586,YHR143W,910,102
5937,YPR133C,910,102
3544,YKR076W,910,102
3000,YJL134W,910,102
535,YCL037C,910,102
1081,YDR171W,910,102
1469,YEL015W,910,102
5912,YPR108W,910,102
2210,YGR110W,910,102
2104,YGR004W,910,102
4685,YNL134C,910,102
5577,YPL053C,910,102
4681,YNL130C,910,102
4254,YMR021C,910,102
2256,YGR156W,910,102
550,YCL052C,910,102
5933,YPR129W,909,103
657,YCR100C,909,103
5619,YPL095C,909,103
2180,YGR080W,909,103
2144,YGR044C,909,103
3178,YJR093C,909,103
4540,YMR313C,909,103
2082,YGL245W,909,103
4574,YNL022C,909,103
1789,YFR007W,909,103
2081,YGL244W,909,103
3254,YKL008C,909,103
2249,YGR149W,909,103
1233,YDR323C,909,103
5069,YOL103W,909,103
5949,YPR145W,909,103
4614,YNL063W,909,103
443,YBR239C,909,103
5958,YPR154W,909,103
3206,YJR121W,909,103
1720,YFL002C,909,103
4738,YNL187W,909,103
1281,YDR371W,909,103
2453,YHR010W,909,103
4230,YML130C,909,103
4226,YML126C,909,103
5738,YPL214C,909,103
2685,YIL023C,909,103
2795,YIL136W,909,103
5838,YPR033C,909,103
2745,YIL085C,909,103
2394,YHL001W,909,103
1661,YER131W,909,103
300,YBR095C,909,103
2905,YJL036W,909,103
1017,YDR106W,909,103
5506,YOR377W,908,104
3336,YKL090W,908,104
1199,YDR289C,908,104
4961,YNR071C,908,104
2434,YHL041W,908,104
4896,YNR006W,908,104
2186,YGR086C,908,104
4416,YMR187C,908,104
1850,YGL012W,908,104
2269,YGR169C,908,104
5361,YOR231W,908,104
4732,YNL181W,908,104
5893,YPR088C,908,104
1092,YDR182W,908,104
5959,YPR155C,908,104
5931,YPR127W,908,104
5924,YPR120C,908,104
3861,YLR222C,908,104
5085,YOL119C,908,104
1057,YDR147W,908,104
2582,YHR139C,908,104
3298,YKL052C,908,104
3490,YKR022C,908,104
3379,YKL133C,908,104
3352,YKL106W,908,104
3423,YKL178C,908,104
1790,YFR008W,908,104
1386,YDR477W,908,104
4006,YLR367W,907,105
168,YBL074C,907,105
570,YCR004C,907,105
728,YDL065C,907,105
2131,YGR031W,907,105
4731,YNL180C,907,105
5249,YOR119C,907,105
4310,YMR081C,907,105
1187,YDR277C,907,105
5285,YOR155C,907,105
3341,YKL095W,907,105
4142,YML038C,907,105
5168,YOR037W,907,105
5008,YOL041C,907,105
235,YBR029C,907,105
1825,YFR044C,907,105
4549,YMR322C,907,105
5615,YPL091W,907,105
519,YCL017C,907,105
5157,YOR026W,907,105
2407,YHL014C,907,105
2704,YIL042C,907,105
5435,YOR306C,907,105
3021,YJL155C,907,105
4917,YNR027W,907,105
1896,YGL059W,907,105
3210,YJR125C,907,105
3288,YKL042W,907,105
2801,YIL142W,907,105
4274,YMR041C,906,106
4720,YNL169C,906,106
762,YDL099W,906,106
4250,YMR017W,906,106
2584,YHR141C,906,106
3873,YLR234W,906,106
3511,YKR043C,906,106
1979,YGL142C,906,106
1366,YDR456W,906,106
5374,YOR245C,906,106
1660,YER130C,906,106
12,YAL014C,906,106
6006,YPR202W,906,106
5966,YPR162C,906,106
5703,YPL179W,906,106
3838,YLR199C,906,106
1827,YFR046C,906,106
209,YBR003W,906,106
518,YCL016C,906,106
5852,YPR047W,906,106
5525,YPL001W,906,106
4839,YNL288W,906,106
4985,YOL018C,906,106
5839,YPR034W,906,106
5134,YOR003W,906,106
3805,YLR166C,906,106
259,YBR053C,906,106
381,YBR177C,906,106
2446,YHR003C,906,106
454,YBR250W,906,106
5910,YPR106W,906,106
2024,YGL187C,906,106
477,YBR273C,906,106
5499,YOR370C,905,107
5581,YPL057C,905,107
10,YAL012W,905,107
2927,YJL059W,905,107
5078,YOL112W,905,107
796,YDL133W,905,107
1807,YFR026C,905,107
359,YBR155W,905,107
5081,YOL115W,905,107
3776,YLR137W,905,107
2540,YHR097C,905,107
5711,YPL187W,905,107
1683,YER154W,905,107
4705,YNL154C,905,107
2224,YGR124W,905,107
4443,YMR214W,905,107
1275,YDR365C,905,107
92,YAR071W,905,107
5106,YOL140W,905,107
1251,YDR341C,905,107
1653,YER123W,905,107
4699,YNL148C,905,107
451,YBR247C,905,107
2254,YGR154C,905,107
2162,YGR062C,905,107
3168,YJR083C,905,107
2454,YHR011W,905,107
5726,YPL202C,905,107
4771,YNL220W,905,107
4467,YMR238W,905,107
587,YCR021C,905,107
3328,YKL082C,904,108
4855,YNL304W,904,108
444,YBR240C,904,108
5982,YPR178W,904,108
2332,YGR234W,904,108
1537,YER006W,904,108
813,YDL150W,904,108
2819,YIL160C,904,108
4868,YNL317W,904,108
962,YDR051C,904,108
285,YBR080C,904,108
3057,YJL191W,904,108
1842,YGL004C,904,108
3238,YJR154W,904,108
3950,YLR311C,904,108
3349,YKL103C,904,108
5231,YOR101W,904,108
5580,YPL056C,904,108
4232,YML132W,904,108
4219,YML119W,904,108
2879,YJL007C,904,108
2975,YJL107C,904,108
4945,YNR055C,904,108
3646,YLR007W,904,108
3514,YKR046C,904,108
1350,YDR440W,904,108
4037,YLR399C,904,108
1002,YDR091C,904,108
5814,YPR009W,904,108
5082,YOL116W,904,108
1268,YDR358W,904,108
2733,YIL071C,904,108
330,YBR126C,903,109
4055,YLR417W,903,109
5692,YPL168W,903,109
5967,YPR163C,903,109
824,YDL161W,903,109
3952,YLR313C,903,109
5873,YPR068C,903,109
2300,YGR202C,903,109
2290,YGR191W,903,109
5647,YPL123C,903,109
1166,YDR256C,903,109
547,YCL049C,903,109
3769,YLR130C,903,109
3773,YLR134W,903,109
5226,YOR096W,903,109
4603,YNL051W,903,109
4694,YNL143C,903,109
5395,YOR266W,903,109
4792,YNL241C,903,109
4578,YNL026W,903,109
4469,YMR240C,903,109
5657,YPL133C,903,109
1613,YER082C,903,109
66,YAR003W,903,109
4296,YMR067C,903,109
5253,YOR123C,903,109
5862,YPR057W,903,109
5952,YPR148C,903,109
2936,YJL068C,903,109
4511,YMR284W,903,109
314,YBR110W,903,109
3103,YJR013W,903,109
5102,YOL136C,903,109
2440,YHL047C,903,109
5875,YPR070W,903,109
4409,YMR180C,903,109
4615,YNL064C,903,109
609,YCR044C,902,110
930,YDR019C,902,110
1329,YDR419W,902,110
1124,YDR214W,902,110
