	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
OG0003097	YOR276W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.69&CDS=1-444
OG0003098	YOR278W	snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.48&CDS=1-783
OG0003099	YOR281C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.76&CDS=1-753
OG0003100	YOR283W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.65&CDS=1-690
OG0003101	YOR289W	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.177&CDS=1-615
OG0003102	YOR291W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.99&CDS=1-4320
OG0003103	YOR294W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-1.67-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-1.67&CDS=1-591
OG0003104	YOR298C-A	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.91&CDS=1-450
OG0003105	YOR298W	maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-6.151-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-6.151&CDS=1-1041
OG0003106	YOR301W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.71&CDS=1-1356
OG0003107	YOR303W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.15&CDS=1-3522
OG0003108	YOR305W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.9&CDS=1-936
OG0003109	YOR307C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.26&CDS=1-1341
OG0003110	YOR308C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.10&CDS=1-1401
OG0003111	YOR310C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.34&CDS=1-1530
OG0003112	YOR311C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.149&CDS=1-1053
OG0003113	YOR313C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.104&CDS=1-957
OG0003114	YOR315W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.83&CDS=1-1383
OG0003115	YOR317W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.66&CDS=1-2103
OG0003116	YOR322C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.71&CDS=1-2172
OG0003117	YOR329C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.302-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.302&CDS=1-1929
OG0003118	YOR330C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.303-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.303&CDS=1-3429
OG0003119	YOR332W	maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-3.119-mRNA-1_1&gene=maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-3.119&CDS=1-690
OG0003120	YOR334W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.255-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.255&CDS=1-1389
OG0003121	YOR335C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.105&CDS=1-2856
OG0003122	YOR336W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.87&CDS=1-4371
OG0003123	YOR340C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.257-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.257&CDS=1-906
OG0003124	YOR341W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.152&CDS=1-4929
OG0003125	YOR344C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.95&CDS=1-870
OG0003126	YOR346W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.139&CDS=1-2871
OG0003127	YOR349W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.98&CDS=1-3078
OG0003128	YOR351C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.112&CDS=1-1344
OG0003129	YOR352W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.29&CDS=1-1239
OG0003130	YOR353C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.62&CDS=1-1878
OG0003131	YOR355W	maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-3.1&CDS=1-3087
OG0003132	YOR356W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.93&CDS=1-4389
OG0003133	YOR357C	maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-4.5-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-4.5&CDS=1-1257
OG0003134	YOR358W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.151&CDS=1-933
OG0003135	YOR359W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.22&CDS=1-1659
OG0003136	YOR360C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.23&CDS=1-1638
OG0003137	YOR361C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.105&CDS=1-2184
OG0003138	YOR362C	maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-9.124-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-9.124&CDS=1-870
OG0003139	YOR367W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.25&CDS=1-606
OG0003140	YOR368W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.304-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.304&CDS=1-1461
OG0003141	YOR369C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.16&CDS=1-429
OG0003142	YOR370C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.37&CDS=1-1848
OG0003143	YOR373W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.43&CDS=1-3042
OG0003144	YOR378W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.144&CDS=1-1506
OG0003145	YOR388C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.5&CDS=1-1092
OG0003146	YPL001W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-1.69-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-1.69&CDS=1-4560
OG0003147	YPL002C	genemark-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.113&CDS=1-735
OG0003148	YPL005W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.116&CDS=1-1491
OG0003149	YPL006W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.91&CDS=1-4023
OG0003150	YPL007C	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.17&CDS=1-2046
OG0003151	YPL008W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.88&CDS=1-3519
OG0003152	YPL009C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.71&CDS=1-2847
OG0003153	YPL010W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.49&CDS=1-570
OG0003154	YPL011C	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.91&CDS=1-855
OG0003155	YPL012W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.46&CDS=1-3696
OG0003156	YPL013C	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.131&CDS=1-366
OG0003157	YPL014W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.28&CDS=1-1200
OG0003158	YPL015C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.50&CDS=1-1026
OG0003159	YPL016W	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.30&CDS=1-3258
OG0003160	YPL020C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.72&CDS=1-2151
OG0003161	YPL022W	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.10-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.10&CDS=1-2964
OG0003162	YPL023C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.128&CDS=1-1923
OG0003163	YPL028W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.117&CDS=1-1188
OG0003164	YPL029W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.91&CDS=1-2151
OG0003165	YPL030W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.80&CDS=1-1752
OG0003166	YPL031C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.102&CDS=1-978
OG0003167	YPL040C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.92&CDS=1-3141
OG0003168	YPL042C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.92&CDS=1-1668
OG0003169	YPL043W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.103&CDS=1-2115
OG0003170	YPL045W	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.160&CDS=1-2418
OG0003171	YPL046C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.82&CDS=1-309
OG0003172	YPL048W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.105&CDS=1-1266
OG0003173	YPL050C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.69&CDS=1-1098
OG0003174	YPL051W	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-5.158-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-5.158&CDS=1-603
OG0003175	YPL054W	genemark-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.124-mRNA-1_1&gene=genemark-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.124&CDS=1-1053
OG0003176	YPL057C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.79&CDS=1-1098
OG0003177	YPL059W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.35&CDS=1-453
OG0003178	YPL060W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.151&CDS=1-1176
OG0003179	YPL063W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.104&CDS=1-1413
OG0003180	YPL064C	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.48&CDS=1-957
OG0003181	YPL065W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.110&CDS=1-2049
OG0003182	YPL072W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-7.46-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-7.46&CDS=1-1965
OG0003183	YPL076W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.27&CDS=1-1368
OG0003184	YPL078C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.107&CDS=1-714
OG0003185	YPL082C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.110&CDS=1-5730
OG0003186	YPL083C	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.58&CDS=1-1212
OG0003187	YPL084W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.105&CDS=1-2565
OG0003188	YPL085W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.62&CDS=1-6282
OG0003189	YPL086C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.59&CDS=1-1665
OG0003190	YPL091W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.16&CDS=1-1401
OG0003191	YPL093W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.88&CDS=1-1923
OG0003192	YPL094C	snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.36&CDS=1-912
OG0003193	YPL098C	maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-3.121-mRNA-1_1&gene=maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-3.121&CDS=1-354
OG0003194	YPL101W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.116&CDS=1-1263
OG0003195	YPL103C	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-6.3-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-6.3&CDS=1-3282
OG0003196	YPL104W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.8&CDS=1-1974
OG0003197	YPL107W	snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.66&CDS=1-672
OG0003198	YPL108W	snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.243-mRNA-1_1&gene=snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.243&CDS=1-549
OG0003199	YPL110C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.80&CDS=1-6096
OG0003200	YPL111W	maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-3.111-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-3.111&CDS=1-1749
OG0003201	YPL117C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.158&CDS=1-816
OG0003202	YPL118W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.53&CDS=1-1101
OG0003203	YPL122C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.65&CDS=1-1746
OG0003204	YPL123C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.67&CDS=1-1236
OG0003205	YPL125W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.110&CDS=1-3084
OG0003206	YPL126W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.114&CDS=1-2424
OG0003207	YPL127C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.36&CDS=1-465
OG0003208	YPL129W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.67&CDS=1-726
OG0003209	YPL131W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.63&CDS=1-891
OG0003210	YPL132W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.94&CDS=1-831
OG0003211	YPL133C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.108&CDS=1-1821
OG0003212	YPL134C	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-5.155-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-5.155&CDS=1-894
OG0003213	YPL135W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.93&CDS=1-507
OG0003214	YPL138C	augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.42&CDS=1-1164
OG0003215	YPL146C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.269-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.269&CDS=1-1233
OG0003216	YPL147W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.268-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.268&CDS=1-2607
OG0003217	YPL149W	genemark-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.155&CDS=1-572
OG0003218	YPL151C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.70&CDS=1-1311
