	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
OG0001735	YIL063C	genemark-NODE_57_length_37385_cov_12.5173_ID_12090-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_57_length_37385_cov_12.5173_ID_12090-processed-gene-0.5&CDS=1-1164
OG0001736	YIL064W	genemark-NODE_57_length_37385_cov_12.5173_ID_12090-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_57_length_37385_cov_12.5173_ID_12090-processed-gene-0.20&CDS=1-735
OG0001737	YIL067C	genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.77&CDS=1-2001
OG0001738	YIL068C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.119&CDS=1-2511
OG0001739	YIL076W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.79&CDS=1-927
OG0001740	YIL078W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.58&CDS=1-2175
OG0001741	YIL083C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.197&CDS=1-1008
OG0001742	YIL084C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.147&CDS=1-918
OG0001743	YIL087C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.150&CDS=1-429
OG0001744	YIL090W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.7&CDS=1-1422
OG0001745	YIL091C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.9&CDS=1-2082
OG0001746	YIL093C	genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.19&CDS=1-765
OG0001747	YIL094C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.62&CDS=1-1119
OG0001748	YIL096C	genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.29&CDS=1-945
OG0001749	YIL097W	genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.37&CDS=1-1479
OG0001750	YIL098C	augustus_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.57&CDS=1-420
OG0001751	YIL099W	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.30&CDS=1-1530
OG0001752	YIL101C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.122&CDS=1-1377
OG0001753	YIL103W	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.157&CDS=1-1236
OG0001754	YIL104C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.124&CDS=1-1458
OG0001755	YIL106W	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.42&CDS=1-894
OG0001756	YIL108W	augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.149&CDS=1-2142
OG0001757	YIL109C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.59&CDS=1-2841
OG0001758	YIL112W	snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.113&CDS=1-3882
OG0001759	YIL116W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.225-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.225&CDS=1-1185
OG0001760	YIL118W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.31&CDS=1-1500
OG0001761	YIL125W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.220-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.220&CDS=1-3030
OG0001762	YIL128W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.179&CDS=1-3147
OG0001763	YIL129C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.175&CDS=1-8991
OG0001764	YIL130W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.24&CDS=1-2412
OG0001765	YIL134W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.233-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.233&CDS=1-987
OG0001766	YIL140W	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.207&CDS=1-2457
OG0001767	YIL142W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.166&CDS=1-1578
OG0001768	YIL143C	genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.17&CDS=1-2520
OG0001769	YIL144W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.98&CDS=1-2001
OG0001770	YIL145C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.155-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.155&CDS=1-915
OG0001771	YIL147C	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.142&CDS=1-3789
OG0001772	YIL150C	snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.41&CDS=1-1410
OG0001773	YIL153W	maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-1.291-mRNA-1_1&gene=maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-1.291&CDS=1-2280
OG0001774	YIL154C	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.234-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.234&CDS=1-1377
OG0001775	YIL155C	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.191&CDS=1-1956
OG0001776	YIL156W-B	genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.31&CDS=1-213
OG0001777	YIL157C	augustus_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.136&CDS=1-624
OG0001778	YIL160C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.21&CDS=1-1239
OG0001779	YIL166C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.70&CDS=1-1674
OG0001780	YIR001C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.17&CDS=1-738
OG0001781	YIR002C	genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.23&CDS=1-3222
OG0001782	YIR005W	snap_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.192&CDS=1-744
OG0001783	YIR007W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.94&CDS=1-2748
OG0001784	YIR008C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.118&CDS=1-1317
OG0001785	YIR009W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.202&CDS=1-372
OG0001786	YIR011C	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.133&CDS=1-930
OG0001787	YIR012W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.119&CDS=1-1251
OG0001788	YIR015W	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.168&CDS=1-417
OG0001789	YIR022W	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.109&CDS=1-495
OG0001790	YIR023W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.134&CDS=1-2379
OG0001791	YIR026C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.22&CDS=1-1044
OG0001792	YIR027C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.203&CDS=1-1902
OG0001793	YIR029W	maker-NODE_32_length_120119_cov_12.2487_ID_7593-snap-gene-0.183-mRNA-1_1&gene=maker-NODE_32_length_120119_cov_12.2487_ID_7593-snap-gene-0.183&CDS=1-1851
OG0001794	YIR032C	genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.3&CDS=1-639
OG0001795	YIR034C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.106-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.106&CDS=1-1107
OG0001796	YIR038C	maker-NODE_45_length_65275_cov_13.5564_ID_11328-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_45_length_65275_cov_13.5564_ID_11328-snap-gene-0.1&CDS=1-1428
OG0001797	YJL001W	genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.31&CDS=1-651
OG0001798	YJL002C	genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.32&CDS=1-1386
OG0001799	YJL003W	maker-NODE_12_length_263429_cov_13.7089_ID_15300-snap-gene-0.140-mRNA-1_1&gene=maker-NODE_12_length_263429_cov_13.7089_ID_15300-snap-gene-0.140&CDS=1-834
OG0001800	YJL004C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.171&CDS=1-507
OG0001801	YJL005W	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.215&CDS=1-5574
OG0001802	YJL006C	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.28&CDS=1-1170
OG0001803	YJL008C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.156&CDS=1-1665
OG0001804	YJL010C	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.26&CDS=1-2145
OG0001805	YJL011C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.158&CDS=1-399
OG0001806	YJL012C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.143&CDS=1-2118
OG0001807	YJL014W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.163-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.163&CDS=1-1581
OG0001808	YJL020C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.98&CDS=1-3060
OG0001809	YJL024C	maker-NODE_13_length_255115_cov_12.4676_ID_6338-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_13_length_255115_cov_12.4676_ID_6338-augustus-gene-0.50&CDS=1-498
OG0001810	YJL025W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.118&CDS=1-1446
OG0001811	YJL026W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.107&CDS=1-1269
OG0001812	YJL029C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.153&CDS=1-2370
OG0001813	YJL030W	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.11&CDS=1-582
OG0001814	YJL031C	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.27&CDS=1-1086
OG0001815	YJL033W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.88&CDS=1-2283
OG0001816	YJL035C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.24&CDS=1-924
OG0001817	YJL036W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.83-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.83&CDS=1-1776
OG0001818	YJL041W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.252-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.252&CDS=1-2430
OG0001819	YJL044C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.23&CDS=1-1464
OG0001820	YJL046W	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.62&CDS=1-1353
OG0001821	YJL050W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.47&CDS=1-3180
OG0001822	YJL053W	maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-1.293-mRNA-1_1&gene=maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-1.293&CDS=1-2160
OG0001823	YJL055W	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.253-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.253&CDS=1-660
OG0001824	YJL060W	augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.74&CDS=1-2481
OG0001825	YJL062W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.143&CDS=1-2604
OG0001826	YJL062W-A	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.136&CDS=1-261
OG0001827	YJL063C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.123&CDS=1-732
OG0001828	YJL065C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.124&CDS=1-651
OG0001829	YJL068C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.121&CDS=1-861
OG0001830	YJL071W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.123&CDS=1-1659
OG0001831	YJL072C	maker-NODE_12_length_263429_cov_13.7089_ID_15300-snap-gene-0.142-mRNA-1_1&gene=maker-NODE_12_length_263429_cov_13.7089_ID_15300-snap-gene-0.142&CDS=1-576
OG0001832	YJL074C	augustus_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.128&CDS=1-6591
OG0001833	YJL080C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.95&CDS=1-3594
OG0001834	YJL081C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.170-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.170&CDS=1-1383
OG0001835	YJL085W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.6&CDS=1-1749
OG0001836	YJL087C	augustus_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.178&CDS=1-6666
OG0001837	YJL088W	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.66&CDS=1-1032
OG0001838	YJL090C	augustus_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.69&CDS=1-1656
OG0001839	YJL091C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.71&CDS=1-1449
OG0001840	YJL092W	augustus_masked-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.74&CDS=1-2559
OG0001841	YJL094C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.127&CDS=1-2364
OG0001842	YJL096W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.133&CDS=1-543
OG0001843	YJL097W	augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.67&CDS=1-1134
OG0001844	YJL100W	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.18&CDS=1-1620
OG0001845	YJL101C	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.35&CDS=1-2244
OG0001846	YJL104W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.4&CDS=1-351
OG0001847	YJL106W	maker-NODE_19_length_213459_cov_13.3265_ID_7339-augustus-gene-1.62-mRNA-1_1&gene=maker-NODE_19_length_213459_cov_13.3265_ID_7339-augustus-gene-1.62&CDS=1-2481
OG0001848	YJL108C	augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.123&CDS=1-4323
OG0001849	YJL109C	augustus_masked-NODE_69_length_20222_cov_12.4036_ID_14554-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_69_length_20222_cov_12.4036_ID_14554-processed-gene-0.12&CDS=1-6345
OG0001850	YJL111W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.16&CDS=1-1620
OG0001851	YJL115W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.169-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.169&CDS=1-747
OG0001852	YJL117W	genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.39&CDS=1-942
OG0001853	YJL121C	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.258&CDS=1-693
OG0001854	YJL123C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.65&CDS=1-1260
OG0001855	YJL124C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.33&CDS=1-510
OG0001856	YJL125C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.73&CDS=1-1107
OG0001857	YJL126W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.41&CDS=1-939
OG0001858	YJL127C	augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.107&CDS=1-2271
OG0001859	YJL128C	snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.169&CDS=1-2769
