"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"3485",3485,3485,2443,"OG5872",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3486",3486,3486,2444,"OG3114",NA,0,"YOR143C",NA,4,16,0,0,0,0,NA,NA
"3487",3487,3487,2445,"OG2706",NA,0,"YER021W",NA,4,15,0,0,0,0,NA,NA
"3488",3488,3488,2446,"OG3444",NA,0,"YPR031W",NA,4,12,0,0,0,0,NA,NA
"3489",3489,3489,2447,"OG2256",NA,0,"YML048W",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",3490,3490,2448,"OG1853",NA,0,"YGL044C",NA,4,13,0,0,0,0,NA,NA
"3491",3491,3491,2449,"OG2699",NA,0,"YDR397C",NA,4,17,0,0,0,0,NA,NA
"3492",3492,3492,2450,"OG7027",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3493",3493,3493,2451,"OG5690",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3494",3494,3494,2452,"OG6635",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3495",3495,3495,2453,"OG4082",NA,0,"YBR173C",NA,4,13,0,0,0,0,NA,NA
"3496",3496,3496,2454,"OG2969",NA,0,"YDL213C",NA,4,16,0,0,0,0,NA,NA
"3497",3497,3497,2455,"OG4354",NA,0,"YHR189W",NA,4,10,0,0,0,0,NA,NA
"3498",3498,3498,2456,"OG4604",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3499",3499,3499,2457,"OG5016",NA,0,"YJL193W",NA,4,8,0,0,0,0,NA,NA
"3500",3500,3500,2458,"OG3862",NA,0,"YLR425W",NA,4,11,0,0,0,0,NA,NA
"3501",3501,3501,2460,"OG3792",NA,0,"YOR357C",NA,4,16,0,0,0,0,NA,NA
"3502",3502,3502,2461,"OG1125",NA,0,"YNL154C",NA,4,15,0,0,0,0,NA,NA
"3503",3503,3503,2462,"OG1475",NA,0,"YMR152W",NA,4,9,0,0,0,0,NA,NA
"3504",3504,3504,2463,"OG5189",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3505",3505,3505,2464,"OG4766",NA,0,"YBR162W-A",NA,4,8,0,0,0,0,NA,NA
"3506",3506,3506,2467,"OG4236",NA,0,"YDR115W",NA,4,13,0,0,0,0,NA,NA
"3507",3507,3507,2468,"OG5424",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3508",3508,3508,2469,"OG4896",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3509",3509,3509,2471,"OG3900",NA,0,"YGL142C",NA,4,15,0,0,0,0,NA,NA
"3510",3510,3510,2472,"OG4909",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3511",3511,3511,2474,"OG2994",NA,0,"YLL035W",NA,4,10,0,0,0,0,NA,NA
"3512",3512,3512,2476,"OG2334",NA,0,"YBL050W",NA,4,17,0,0,0,0,NA,NA
"3513",3513,3513,2477,"OG3076",NA,0,"YGR149W",NA,4,15,0,0,0,0,NA,NA
"3514",3514,3514,2479,"OG4571",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3515",3515,3515,2480,"OG3028",NA,0,"YIL042C",NA,4,13,0,0,0,0,NA,NA
"3516",3516,3516,2481,"OG5363",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3517",3517,3517,2482,"OG4021",NA,0,"YBR070C",NA,4,12,0,0,0,0,NA,NA
"3518",3518,3518,2484,"OG6966",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3519",3519,3519,2485,"OG6259",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3520",3520,3520,2486,"OG1700",NA,0,"YNL250W",NA,4,15,0,0,0,0,NA,NA
"3521",3521,3521,2487,"OG1250",NA,0,"YLR264W",NA,4,14,0,0,0,0,NA,NA
"3522",3522,3522,2488,"OG2855",NA,0,"YBL052C",NA,4,13,0,0,0,0,NA,NA
"3523",3523,3523,2489,"OG3731",NA,0,"YDL115C",NA,4,13,0,0,0,0,NA,NA
"3524",3524,3524,2492,"OG3261",NA,0,"YKL154W",NA,4,15,0,0,0,0,NA,NA
"3525",3525,3525,2495,"OG4957",NA,0,NA,NA,4,10,0,0,0,0,NA,NA
"3526",3526,3526,2498,"OG5048",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3527",3527,3527,2499,"OG2511",NA,0,"YMR231W",NA,4,17,0,0,0,0,NA,NA
"3528",3528,3528,2501,"OG5518",NA,0,"YNL304W",NA,4,3,0,0,0,0,NA,NA
"3529",3529,3529,2503,"OG5487",NA,0,"YJL192C",NA,4,6,0,0,0,0,NA,NA
"3530",3530,3530,2505,"OG6422",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3531",3531,3531,2506,"OG8775",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3532",3532,3532,2508,"OG4143",NA,0,NA,NA,4,13,0,0,0,0,NA,NA
"3533",3533,3533,2509,"OG2758",NA,0,"YGL018C",NA,4,16,0,0,0,0,NA,NA
"3534",3534,3534,2510,"OG5201",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3535",3535,3535,2512,"OG1992",NA,0,"YGL190C",NA,4,16,0,0,0,0,NA,NA
"3536",3536,3536,2515,"OG3585",NA,0,"YLL018C-A",NA,4,16,0,0,0,0,NA,NA
"3537",3537,3537,2518,"OG5313",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3538",3538,3538,2519,"OG4501",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3539",3539,3539,2521,"OG5643",NA,0,"YAR002W",NA,4,6,0,0,0,0,NA,NA
"3540",3540,3540,2526,"OG1220",NA,0,"YPR127W",NA,4,12,0,0,0,0,NA,NA
"3541",3541,3541,2529,"OG2153",NA,0,"YLR438C-A",NA,4,17,0,0,0,0,NA,NA
"3542",3542,3542,2531,"OG3741",NA,0,"YBR065C",NA,4,12,0,0,0,0,NA,NA
"3543",3543,3543,2533,"OG4748",NA,0,"YJR003C",NA,4,9,0,0,0,0,NA,NA
"3544",3544,3544,2535,"OG4387",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3545",3545,3545,2536,"OG5595",NA,0,"YIR024C",NA,4,6,0,0,0,0,NA,NA
"3546",3546,3546,2539,"OG2561",NA,0,"YDL165W",NA,4,13,0,0,0,0,NA,NA
"3547",3547,3547,2540,"OG3373",NA,0,"YLR421C",NA,4,9,0,0,0,0,NA,NA
"3548",3548,3548,2544,"OG5568",NA,0,"YCL032W",NA,4,6,0,0,0,0,NA,NA
"3549",3549,3549,2545,"OG4845",NA,0,"YHR166C",NA,4,10,0,0,0,0,NA,NA
"3550",3550,3550,2546,"OG6784",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3551",3551,3551,2548,"OG4133",NA,0,"YHR012W",NA,4,11,0,0,0,0,NA,NA
"3552",3552,3552,2549,"OG2728",NA,0,"YMR075W",NA,4,15,0,0,0,0,NA,NA
"3553",3553,3553,2550,"OG4463",NA,0,"YDR428C",NA,4,10,0,0,0,0,NA,NA
"3554",3554,3554,2555,"OG6798",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3555",3555,3555,2557,"OG2734",NA,0,"YER019W",NA,4,15,0,0,0,0,NA,NA
"3556",3556,3556,2559,"OG1791",NA,0,"YDR266C",NA,4,17,0,0,0,0,NA,NA
"3557",3557,3557,2560,"OG9612",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3558",3558,3558,2561,"OG6607",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3559",3559,3559,2562,"OG5024",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3560",3560,3560,2564,"OG4366",NA,0,"YHL036W",NA,4,9,0,0,0,0,NA,NA
"3561",3561,3561,2567,"OG4204",NA,0,"YGL220W",NA,4,15,0,0,0,0,NA,NA
"3562",3562,3562,2568,"OG5146",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3563",3563,3563,2569,"OG4754",NA,0,"YMR194C-B",NA,4,11,0,0,0,0,NA,NA
"3564",3564,3564,2571,"OG5589",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3565",3565,3565,2576,"OG3044",NA,0,"YDR167W",NA,4,14,0,0,0,0,NA,NA
"3566",3566,3566,2578,"OG3514",NA,0,"YDR161W",NA,4,13,0,0,0,0,NA,NA
"3567",3567,3567,2580,"OG4482",NA,0,"YGL252C",NA,4,14,0,0,0,0,NA,NA
"3568",3568,3568,2581,"OG5290",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3569",3569,3569,2583,"OG7177",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3570",3570,3570,2586,"OG3406",NA,0,"YMR026C",NA,4,17,0,0,0,0,NA,NA
"3571",3571,3571,2587,"OG2214",NA,0,"YGR202C",NA,4,15,0,0,0,0,NA,NA
"3572",3572,3572,2588,"OG3156",NA,0,"YBR123C",NA,4,17,0,0,0,0,NA,NA
"3573",3573,3573,2592,"OG5382",NA,0,"YML091C",NA,4,6,0,0,0,0,NA,NA
"3574",3574,3574,2593,"OG7535",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3575",3575,3575,2594,"OG4590",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3576",3576,3576,2595,"OG6987",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3577",3577,3577,2596,"OG7913",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3578",3578,3578,2597,"OG4646",NA,0,"YCR014C",NA,4,11,0,0,0,0,NA,NA
"3579",3579,3579,2599,"OG4316",NA,0,"YIL111W",NA,4,14,0,0,0,0,NA,NA
"3580",3580,3580,2601,"OG4829",NA,0,NA,NA,4,10,0,0,0,0,NA,NA
"3581",3581,3581,2602,"OG8769",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3582",3582,3582,2603,"OG2492",NA,0,"YPR105C",NA,4,17,0,0,0,0,NA,NA
"3583",3583,3583,2604,"OG1437",NA,0,"YKR021W",NA,4,12,0,0,0,0,NA,NA
"3584",3584,3584,2605,"OG3280",NA,0,NA,NA,4,13,0,0,0,0,NA,NA
"3585",3585,3585,2606,"OG4289",NA,0,"YAL041W",NA,4,13,0,0,0,0,NA,NA
"3586",3586,3586,2608,"OG5466",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3587",3587,3587,2609,"OG6193",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3588",3588,3588,2610,"OG5136",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3589",3589,3589,2612,"OG3942",NA,0,"YJR017C",NA,4,15,0,0,0,0,NA,NA
"3590",3590,3590,2614,"OG3034",NA,0,"YPL013C",NA,4,17,0,0,0,0,NA,NA
"3591",3591,3591,2615,"OG1683",NA,0,"YDR062W",NA,4,17,0,0,0,0,NA,NA
"3592",3592,3592,2616,"OG2626",NA,0,"YML031W",NA,4,17,0,0,0,0,NA,NA
"3593",3593,3593,2617,"OG3564",NA,0,"YDR175C",NA,4,13,0,0,0,0,NA,NA
"3594",3594,3594,2618,"OG2376",NA,0,"YBR061C",NA,4,15,0,0,0,0,NA,NA
"3595",3595,3595,2620,"OG4063",NA,0,"YER182W",NA,4,15,0,0,0,0,NA,NA
"3596",3596,3596,2622,"OG5671",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3597",3597,3597,2623,"OG4533",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3598",3598,3598,2625,"OG5321",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3599",3599,3599,2626,"OG2988",NA,0,"YDR337W",NA,4,16,0,0,0,0,NA,NA
"3600",3600,3600,2630,"OG3883",NA,0,"YLR050C",NA,4,12,0,0,0,0,NA,NA
"3601",3601,3601,2631,"OG1494",NA,0,"YPL135W",NA,4,15,0,0,0,0,NA,NA
"3602",3602,3602,2632,"OG3223",NA,0,"YLL036C",NA,4,14,0,0,0,0,NA,NA
"3603",3603,3603,2636,"OG4915",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3604",3604,3604,2637,"OG6052",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3605",3605,3605,2638,"OG7310",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3606",3606,3606,2639,"OG3611",NA,0,"YDR435C",NA,4,16,0,0,0,0,NA,NA
"3607",3607,3607,2640,"OG4348",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3608",3608,3608,2643,"OG4618",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3609",3609,3609,2644,"OG2553",NA,0,"YDR449C",NA,4,16,0,0,0,0,NA,NA
"3610",3610,3610,2645,"OG7272",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3611",3611,3611,2648,"OG4787",NA,0,"YJL189W",NA,4,11,0,0,0,0,NA,NA
"3612",3612,3612,2649,"OG4877",NA,0,"YLR057W",NA,4,10,0,0,0,0,NA,NA
"3613",3613,3613,2650,"OG6846",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3614",3614,3614,2654,"OG4101",NA,0,"YNL115C",NA,4,13,0,0,0,0,NA,NA
"3615",3615,3615,2656,"OG2975",NA,0,"YMR240C",NA,4,15,0,0,0,0,NA,NA
"3616",3616,3616,2658,"OG3097",NA,0,"YER027C",NA,4,13,0,0,0,0,NA,NA
"3617",3617,3617,2660,"OG1370",NA,0,"YOR110W",NA,4,14,0,0,0,0,NA,NA
"3618",3618,3618,2661,"OG5601",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3619",3619,3619,2662,"OG2358",NA,0,"YKL194C",NA,4,16,0,0,0,0,NA,NA
"3620",3620,3620,2667,"OG7479",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3621",3621,3621,2668,"OG1732",NA,0,"YFR048W",NA,4,14,0,0,0,0,NA,NA
"3622",3622,3622,2669,"OG2797",NA,0,"YFL005W",NA,4,15,0,0,0,0,NA,NA
"3623",3623,3623,2670,"OG2441",NA,0,"YGL020C",NA,4,17,0,0,0,0,NA,NA
"3624",3624,3624,2671,"OG5118",NA,0,"YER170W",NA,4,6,0,0,0,0,NA,NA
"3625",3625,3625,2672,"OG3253",NA,0,"YGL248W",NA,4,14,0,0,0,0,NA,NA
"3626",3626,3626,2674,"OG3703",NA,0,"YML097C",NA,4,12,0,0,0,0,NA,NA
"3627",3627,3627,2675,"OG4695",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3628",3628,3628,2677,"OG6572",NA,0,"YMR184W",NA,4,6,0,0,0,0,NA,NA
"3629",3629,3629,2678,"OG7360",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3630",3630,3630,2680,"OG4998",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3631",3631,3631,2682,"OG4338",NA,0,"YDL106C",NA,4,7,0,0,0,0,NA,NA
"3632",3632,3632,2683,"OG2073",NA,0,"YKL059C",NA,4,16,0,0,0,0,NA,NA
"3633",3633,3633,2684,"OG3661",NA,0,"YKL193C",NA,4,13,0,0,0,0,NA,NA
"3634",3634,3634,2685,"OG4668",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3635",3635,3635,2687,"OG3331",NA,0,"YLR001C",NA,4,15,0,0,0,0,NA,NA
"3636",3636,3636,2691,"OG5233",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3637",3637,3637,2692,"OG3178",NA,0,"YGR038W",NA,4,14,0,0,0,0,NA,NA
"3638",3638,3638,2693,"OG4421",NA,0,"YER146W",NA,4,15,0,0,0,0,NA,NA
"3639",3639,3639,2694,"OG3428",NA,0,"YLR435W",NA,4,16,0,0,0,0,NA,NA
"3640",3640,3640,2699,"OG2905",NA,0,"YGR074W",NA,4,16,0,0,0,0,NA,NA
"3641",3641,3641,2703,"OG8409",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3642",3642,3642,2706,"OG4076",NA,0,"YPR162C",NA,4,14,0,0,0,0,NA,NA
"3643",3643,3643,2707,"OG6931",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3644",3644,3644,2709,"OG4900",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3645",3645,3645,2711,"OG6517",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3646",3646,3646,2715,"OG2424",NA,0,"YOL124C",NA,4,15,0,0,0,0,NA,NA
"3647",3647,3647,2718,"OG4792",NA,0,"YLR016C",NA,4,11,0,0,0,0,NA,NA
"3648",3648,3648,2719,"OG5180",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3649",3649,3649,2720,"OG2189",NA,0,"YNL206C",NA,4,17,0,0,0,0,NA,NA
"3650",3650,3650,2721,"OG4862",NA,0,"YOR276W",NA,4,6,0,0,0,0,NA,NA
"3651",3651,3651,2722,"OG2546",NA,0,"YGL003C",NA,4,16,0,0,0,0,NA,NA
"3652",3652,3652,2724,"OG2016",NA,0,"YIR002C",NA,4,11,0,0,0,0,NA,NA
"3653",3653,3653,2726,"OG2960",NA,0,"YOR176W",NA,4,15,0,0,0,0,NA,NA
"3654",3654,3654,2727,"OG5699",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3655",3655,3655,2729,"OG3082",NA,0,"YIL008W",NA,4,16,0,0,0,0,NA,NA
"3656",3656,3656,2730,"OG1635",NA,0,"YGR132C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657",3657,3657,2732,"OG6853",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3658",3658,3658,2733,"OG5706",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3659",3659,3659,2734,"OG4114",NA,0,"YPR084W",NA,4,10,0,0,0,0,NA,NA
"3660",3660,3660,2736,"OG4444",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3661",3661,3661,2738,"OG2782",NA,0,"YHR075C",NA,4,15,0,0,0,0,NA,NA
"3662",3662,3662,2739,"OG3190",NA,0,"YNR003C",NA,4,16,0,0,0,0,NA,NA
"3663",3663,3663,2741,"OG4199",NA,0,"YDL157C",NA,4,15,0,0,0,0,NA,NA
"3664",3664,3664,2742,"OG6941",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3665",3665,3665,2743,"OG1948",NA,0,"YDR331W",NA,4,12,0,0,0,0,NA,NA
"3666",3666,3666,2744,"OG5344",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3667",3667,3667,2746,"OG5614",NA,0,"YGL098W",NA,4,6,0,0,0,0,NA,NA
"3668",3668,3668,2747,"OG3689",NA,0,"YDR020C",NA,4,17,0,0,0,0,NA,NA
"3669",3669,3669,2748,"OG6567",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3670",3670,3670,2749,"OG6037",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3671",3671,3671,2751,"OG4970",NA,0,"YJL103C",NA,4,9,0,0,0,0,NA,NA
"3672",3672,3672,2755,"OG3246",NA,0,"YPL199C",NA,4,13,0,0,0,0,NA,NA
"3673",3673,3673,2758,"OG3984",NA,0,"YJL094C",NA,4,14,0,0,0,0,NA,NA
"3674",3674,3674,2761,"OG2536",NA,0,"YOR164C",NA,4,16,0,0,0,0,NA,NA
"3675",3675,3675,2762,"OG3674",NA,0,"YER042W",NA,4,14,0,0,0,0,NA,NA
"3676",3676,3676,2766,"OG2910",NA,0,"YPL215W",NA,4,13,0,0,0,0,NA,NA
"3677",3677,3677,2769,"OG6283",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3678",3678,3678,2770,"OG5226",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3679",3679,3679,2771,"OG1874",NA,0,"YKL113C",NA,4,15,0,0,0,0,NA,NA
"3680",3680,3680,2773,"OG5278",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3681",3681,3681,2774,"OG1784",NA,0,"YBR281C",NA,4,16,0,0,0,0,NA,NA
"3682",3682,3682,2779,"OG3845",NA,0,"YDR128W",NA,4,12,0,0,0,0,NA,NA
"3683",3683,3683,2781,"OG4373",NA,0,"YOR084W",NA,4,13,0,0,0,0,NA,NA
"3684",3684,3684,2782,"OG5561",NA,0,"YCL027W",NA,4,6,0,0,0,0,NA,NA
"3685",3685,3685,2784,"OG4623",NA,0,"YOL019W",NA,4,10,0,0,0,0,NA,NA
"3686",3686,3686,2785,"OG5031",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3687",3687,3687,2787,"OG2595",NA,0,"YML103C",NA,4,17,0,0,0,0,NA,NA
"3688",3688,3688,2788,"OG1530",NA,0,"YPR172W",NA,4,13,0,0,0,0,NA,NA
"3689",3689,3689,2790,"OG4741",NA,0,NA,NA,4,12,0,0,0,0,NA,NA
"3690",3690,3690,2791,"OG3218",NA,0,"YDR523C",NA,4,9,0,0,0,0,NA,NA
"3691",3691,3691,2792,"OG5153",NA,0,"YGL079W",NA,4,8,0,0,0,0,NA,NA
"3692",3692,3692,2793,"OG4211",NA,0,"YGR127W",NA,4,14,0,0,0,0,NA,NA
"3693",3693,3693,2794,"OG3748",NA,0,"YER074W-A",NA,4,14,0,0,0,0,NA,NA
"3694",3694,3694,2795,"OG5403",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3695",3695,3695,2797,"OG5285",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3696",3696,3696,2799,"OG6220",NA,0,"YML006C",NA,4,5,0,0,0,0,NA,NA
"3697",3697,3697,2800,"OG1889",NA,0,"YDR080W",NA,4,17,0,0,0,0,NA,NA
"3698",3698,3698,2801,"OG3501",NA,0,"YJL006C",NA,4,15,0,0,0,0,NA,NA
"3699",3699,3699,2802,"OG2313",NA,0,"YHR102W",NA,4,13,0,0,0,0,NA,NA
"3700",3700,3700,2803,"OG4058",NA,0,"YHR058C",NA,4,13,0,0,0,0,NA,NA
"3701",3701,3701,2804,"OG3051",NA,0,"YOL133W",NA,4,17,0,0,0,0,NA,NA
"3702",3702,3702,2806,"OG4508",NA,0,"YNL213C",NA,4,9,0,0,0,0,NA,NA
"3703",3703,3703,2807,"OG1916",NA,0,"YIL108W",NA,4,16,0,0,0,0,NA,NA
"3704",3704,3704,2809,"OG5397",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3705",3705,3705,2810,"OG6992",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3706",3706,3706,2811,"OG8535",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3707",3707,3707,2812,"OG9327",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3708",3708,3708,2814,"OG3143",NA,0,"YLR059C",NA,4,15,0,0,0,0,NA,NA
"3709",3709,3709,2819,"OG7899",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3710",3710,3710,2820,"OG3835",NA,0,"YOR288C",NA,4,9,0,0,0,0,NA,NA
"3711",3711,3711,2821,"OG1172",NA,0,"YKL040C",NA,4,15,0,0,0,0,NA,NA
"3712",3712,3712,2822,"OG3295",NA,0,"YJR112W",NA,4,16,0,0,0,0,NA,NA
"3713",3713,3713,2823,"OG7769",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3714",3714,3714,2824,"OG2487",NA,0,"YLR451W",NA,4,14,0,0,0,0,NA,NA
"3715",3715,3715,2826,"OG4303",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3716",3716,3716,2827,"OG5041",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3717",3717,3717,2829,"OG4653",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3718",3718,3718,2831,"OG3957",NA,0,"YKR099W",NA,4,11,0,0,0,0,NA,NA
"3719",3719,3719,2832,"OG3268",NA,0,"YKR085C",NA,4,15,0,0,0,0,NA,NA
"3720",3720,3720,2833,"OG5123",NA,0,"YPR188C",NA,4,9,0,0,0,0,NA,NA
"3721",3721,3721,2834,"OG4731",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3722",3722,3722,2835,"OG3738",NA,0,"YPL076W",NA,4,13,0,0,0,0,NA,NA
"3723",3723,3723,2837,"OG6700",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3724",3724,3724,2839,"OG7112",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3725",3725,3725,2840,"OG1709",NA,0,"YLL034C",NA,4,17,0,0,0,0,NA,NA
"3726",3726,3726,2846,"OG4578",NA,0,"YOL129W",NA,4,12,0,0,0,0,NA,NA
"3727",3727,3727,2851,"OG7091",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3728",3728,3728,2852,"OG5626",NA,0,"YLR390W",NA,4,5,0,0,0,0,NA,NA
"3729",3729,3729,2853,"OG6683",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3730",3730,3730,2854,"OG4034",NA,0,"YDR336W",NA,4,12,0,0,0,0,NA,NA
"3731",3731,3731,2855,"OG5376",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3732",3732,3732,2857,"OG6973",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3733",3733,3733,2858,"OG8084",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3734",3734,3734,2859,"OG4942",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3735",3735,3735,2860,"OG6005",NA,0,"YOL056W",NA,4,7,0,0,0,0,NA,NA
"3736",3736,3736,2862,"OG3274",NA,0,"YLL032C",NA,4,17,0,0,0,0,NA,NA
"3737",3737,3737,2864,"OG3724",NA,0,"YPR055W",NA,4,15,0,0,0,0,NA,NA
"3738",3738,3738,2866,"OG4280",NA,0,"YDR443C",NA,4,10,0,0,0,0,NA,NA
"3739",3739,3739,2867,"OG3289",NA,0,"YDR145W",NA,4,10,0,0,0,0,NA,NA
"3740",3740,3740,2869,"OG3829",NA,0,NA,NA,4,13,0,0,0,0,NA,NA
"3741",3741,3741,2870,"OG2054",NA,0,"YBL078C",NA,4,16,0,0,0,0,NA,NA
"3742",3742,3742,2876,"OG1677",NA,0,"YJL123C",NA,4,17,0,0,0,0,NA,NA
"3743",3743,3743,2878,"OG1327",NA,0,"YKL128C",NA,4,16,0,0,0,0,NA,NA
"3744",3744,3744,2879,"OG3590",NA,0,"YJR093C",NA,4,13,0,0,0,0,NA,NA
"3745",3745,3745,2880,"OG2382",NA,0,"YMR296C",NA,4,15,0,0,0,0,NA,NA
"3746",3746,3746,2881,"OG1818",NA,0,"YNL118C",NA,4,7,0,0,0,0,NA,NA
"3747",3747,3747,2882,"OG5214",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3748",3748,3748,2883,"OG4406",NA,0,"YNL259C",NA,4,12,0,0,0,0,NA,NA
"3749",3749,3749,2884,"OG4156",NA,0,"YDR315C",NA,4,13,0,0,0,0,NA,NA
"3750",3750,3750,2887,"OG2290",NA,0,"YKL024C",NA,4,15,0,0,0,0,NA,NA
"3751",3751,3751,2890,"OG1765",NA,0,"YNL238W",NA,4,17,0,0,0,0,NA,NA
"3752",3752,3752,2891,"OG5299",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3753",3753,3753,2894,"OG5306",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3754",3754,3754,2896,"OG5580",NA,0,"YBL090W",NA,4,4,0,0,0,0,NA,NA
"3755",3755,3755,2897,"OG4392",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3756",3756,3756,2898,"OG4932",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3757",3757,3757,2901,"OG3754",NA,0,"YJR014W",NA,4,13,0,0,0,0,NA,NA
"3758",3758,3758,2903,"OG7808",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3759",3759,3759,2904,"OG9102",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
