"","...1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","Select_species","species_select_ratio","clade_select_ratio","X1","site_pvalue_0.1","site_pvalue_0.05"
"48",50,50,753,"OG1658","Arxula_adeninivorans_Seq_244, Kluyveromyces_marxianus_Seq_4157, Node2, Node40, Node45, Node47, Node50, Node62, yHMPu5000034625_Pichia_kudriavzevii_Seq_4461, yHMPu5000034933_Kuraishia_molischiana_Seq_2370",10,"YMR116C","yHMPu5000034625_Pichia_kudriavzevii_Seq_4461,Ogataea_polymorpha_Seq_3318,yHMPu5000034885_Ogataea_zsoltii_Seq_4871,Eremothecium_coryli_Seq_2612,Eremothecium_sinecaudum_Seq_3179,yHAB143_Kazachstania_siamensis_Seq_2242,Nakaseomyces_bracarensis_Seq_2459,Nakaseomyces_nivariensis_Seq_2066,Nakaseomyces_bracarensis_Seq_2459,Nakaseomyces_nivariensis_Seq_2066,Candida_orthopsilosis_Seq_1173,Candida_auris_Seq_2817,yHMPu5000035662_Meyerozyma_caribbica_Seq_1416,Saprochaete_clavata_Seq_4778,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_684,Arxula_adeninivorans_Seq_244,Kluyveromyces_marxianus_Seq_4157,yHMPu5000034625_Pichia_kudriavzevii_Seq_4461,yHMPu5000034933_Kuraishia_molischiana_Seq_2370",4,17,4,16.000000007,0.941176471,1,71,1,1
"49",51,51,823,"OG1756","Candida_orthopsilosis_Seq_2826, Kluyveromyces_marxianus_Seq_797, Node26, Node33, Node35, Node4, Node66, Node9, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3359, yHMPu5000034933_Kuraishia_molischiana_Seq_4978",10,"YNL112W","yHAB143_Kazachstania_siamensis_Seq_3499,Nakaseomyces_bracarensis_Seq_1290,Nakaseomyces_nivariensis_Seq_2747,Kluyveromyces_marxianus_Seq_797,Eremothecium_coryli_Seq_1601,Eremothecium_sinecaudum_Seq_2591,Candida_auris_Seq_2733,yHMPu5000035662_Meyerozyma_caribbica_Seq_4600,yHMPu5000034933_Kuraishia_molischiana_Seq_4978,Ogataea_polymorpha_Seq_1171,yHMPu5000034885_Ogataea_zsoltii_Seq_5281,Ogataea_polymorpha_Seq_1171,yHMPu5000034885_Ogataea_zsoltii_Seq_5281,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3359,Arxula_adeninivorans_Seq_1286,Candida_orthopsilosis_Seq_2826,Kluyveromyces_marxianus_Seq_797,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3359,yHMPu5000034933_Kuraishia_molischiana_Seq_4978",4,17,4,14.000000004,0.823529412,1,161,2,1
"50",52,52,875,"OG1917","Candida_auris_Seq_807, Candida_orthopsilosis_Seq_5162, Node21, Node23, Node24, Node29, Node76, Node79, Node81, yHAB143_Kazachstania_siamensis_Seq_2106",10,"YNL064C","yHAB143_Kazachstania_siamensis_Seq_2106,Nakaseomyces_bracarensis_Seq_353,Nakaseomyces_nivariensis_Seq_684,Kluyveromyces_marxianus_Seq_4907,Eremothecium_coryli_Seq_2640,Eremothecium_sinecaudum_Seq_2597,Nakaseomyces_bracarensis_Seq_353,Nakaseomyces_nivariensis_Seq_684,Kluyveromyces_marxianus_Seq_4907,Eremothecium_coryli_Seq_2640,Eremothecium_sinecaudum_Seq_2597,Nakaseomyces_bracarensis_Seq_353,Nakaseomyces_nivariensis_Seq_684,Eremothecium_coryli_Seq_2640,Eremothecium_sinecaudum_Seq_2597,Candida_auris_Seq_807,yHMPu5000035662_Meyerozyma_caribbica_Seq_4149,yHMPu5000034933_Kuraishia_molischiana_Seq_1321,Ogataea_polymorpha_Seq_471,yHMPu5000034885_Ogataea_zsoltii_Seq_5328,Ogataea_polymorpha_Seq_471,yHMPu5000034885_Ogataea_zsoltii_Seq_5328,Candida_auris_Seq_807,Candida_orthopsilosis_Seq_5162,yHAB143_Kazachstania_siamensis_Seq_2106",4,17,3,12.000000001,0.705882353,0.75,116,0,0
"51",53,53,1328,"OG2090","Kluyveromyces_marxianus_Seq_3669, Nakaseomyces_nivariensis_Seq_3335, Node27, Node5, Node54, Node57, Node66, Node7, Ogataea_polymorpha_Seq_2419, yHMPu5000034933_Kuraishia_molischiana_Seq_1397",10,"YCL043C","yHMPu5000034933_Kuraishia_molischiana_Seq_1397,Ogataea_polymorpha_Seq_2419,yHMPu5000034885_Ogataea_zsoltii_Seq_3496,Ogataea_polymorpha_Seq_2419,yHMPu5000034885_Ogataea_zsoltii_Seq_3496,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3426,Arxula_adeninivorans_Seq_2367,yHAB143_Kazachstania_siamensis_Seq_2862,Nakaseomyces_nivariensis_Seq_3335,Kluyveromyces_marxianus_Seq_3669,Eremothecium_coryli_Seq_3231,Eremothecium_sinecaudum_Seq_3255,Candida_orthopsilosis_Seq_516,Candida_auris_Seq_1168,yHMPu5000035662_Meyerozyma_caribbica_Seq_4933,Kluyveromyces_marxianus_Seq_3669,Nakaseomyces_nivariensis_Seq_3335,Ogataea_polymorpha_Seq_2419,yHMPu5000034933_Kuraishia_molischiana_Seq_1397",4,17,4,12.999999994,0.764705882,1,34,5,2
"52",54,54,1599,"OG2099","Candida_auris_Seq_4070, Candida_orthopsilosis_Seq_1034, Node50, Node52, Node59, Node65, Node73, Node79, yHMPu5000034625_Pichia_kudriavzevii_Seq_3562, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2057",10,"YER065C","yHMPu5000034933_Kuraishia_molischiana_Seq_24,Ogataea_polymorpha_Seq_2560,yHMPu5000034885_Ogataea_zsoltii_Seq_1433,Ogataea_polymorpha_Seq_2560,yHMPu5000034885_Ogataea_zsoltii_Seq_1433,Saprochaete_clavata_Seq_147,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2057,Eremothecium_coryli_Seq_4087,Eremothecium_sinecaudum_Seq_1202,Kluyveromyces_marxianus_Seq_608,yHAB143_Kazachstania_siamensis_Seq_408,Nakaseomyces_bracarensis_Seq_4110,Nakaseomyces_nivariensis_Seq_2315,Nakaseomyces_bracarensis_Seq_4110,Nakaseomyces_nivariensis_Seq_2315,Candida_auris_Seq_4070,yHMPu5000035662_Meyerozyma_caribbica_Seq_4046,Candida_auris_Seq_4070,Candida_orthopsilosis_Seq_1034,yHMPu5000034625_Pichia_kudriavzevii_Seq_3562,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2057",4,17,4,14.999999997,0.882352941,1,194,0,0
"53",55,55,1901,"OG1537","Candida_orthopsilosis_Seq_3478, Node23, Node29, Node33, Node61, Node63, Node69, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1415, yHMPu5000034933_Kuraishia_molischiana_Seq_942, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2404",10,"YPR035W","Ogataea_polymorpha_Seq_3798,yHMPu5000034885_Ogataea_zsoltii_Seq_5318,Saprochaete_clavata_Seq_1632,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2404,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1415,Arxula_adeninivorans_Seq_230,Kluyveromyces_marxianus_Seq_4278,Eremothecium_coryli_Seq_1019,Eremothecium_sinecaudum_Seq_1280,yHAB143_Kazachstania_siamensis_Seq_3034,Nakaseomyces_bracarensis_Seq_5197,Nakaseomyces_nivariensis_Seq_3768,Eremothecium_coryli_Seq_1019,Eremothecium_sinecaudum_Seq_1280,yHAB143_Kazachstania_siamensis_Seq_3034,Nakaseomyces_bracarensis_Seq_5197,Nakaseomyces_nivariensis_Seq_3768,Nakaseomyces_bracarensis_Seq_5197,Nakaseomyces_nivariensis_Seq_3768,Candida_orthopsilosis_Seq_3478,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1415,yHMPu5000034933_Kuraishia_molischiana_Seq_942,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2404",4,17,4,14.000000004,0.823529412,1,106,0,0
"54",57,57,2525,"OG1770","Kluyveromyces_marxianus_Seq_1274, Node11, Node38, Node41, Node43, Node74, Node75, yHAB143_Kazachstania_siamensis_Seq_2472, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3090, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3883",10,"YAL035W","Candida_orthopsilosis_Seq_660,Candida_auris_Seq_2924,yHMPu5000035662_Meyerozyma_caribbica_Seq_978,Eremothecium_coryli_Seq_279,Eremothecium_sinecaudum_Seq_1859,yHAB143_Kazachstania_siamensis_Seq_2472,Nakaseomyces_bracarensis_Seq_109,Nakaseomyces_nivariensis_Seq_534,Nakaseomyces_bracarensis_Seq_109,Nakaseomyces_nivariensis_Seq_534,Arxula_adeninivorans_Seq_5082,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3090,Saprochaete_clavata_Seq_5310,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3883,Arxula_adeninivorans_Seq_5082,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3090,Kluyveromyces_marxianus_Seq_1274,yHAB143_Kazachstania_siamensis_Seq_2472,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3090,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3883",4,16,3,13,0.8125,0.75,35,5,2
"55",58,58,2686,"OG1586","Arxula_adeninivorans_Seq_5217, Kluyveromyces_marxianus_Seq_4041, Node30, Node39, Node68, Node69, Node7, Node71, Node76, yHAB143_Kazachstania_siamensis_Seq_1112",10,"YOR335C","Arxula_adeninivorans_Seq_5217,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3679,yHMPu5000034625_Pichia_kudriavzevii_Seq_3437,yHMPu5000034885_Ogataea_zsoltii_Seq_4938,Ogataea_polymorpha_Seq_4024,yHMPu5000034933_Kuraishia_molischiana_Seq_4615,Candida_orthopsilosis_Seq_1882,Candida_auris_Seq_234,yHMPu5000035662_Meyerozyma_caribbica_Seq_3795,yHAB143_Kazachstania_siamensis_Seq_1112,Nakaseomyces_bracarensis_Seq_2351,Nakaseomyces_nivariensis_Seq_4920,Kluyveromyces_marxianus_Seq_4041,Eremothecium_coryli_Seq_117,Eremothecium_sinecaudum_Seq_3264,yHAB143_Kazachstania_siamensis_Seq_1112,Nakaseomyces_bracarensis_Seq_2351,Nakaseomyces_nivariensis_Seq_4920,Nakaseomyces_bracarensis_Seq_2351,Nakaseomyces_nivariensis_Seq_4920,Eremothecium_coryli_Seq_117,Eremothecium_sinecaudum_Seq_3264,Arxula_adeninivorans_Seq_5217,Kluyveromyces_marxianus_Seq_4041,yHAB143_Kazachstania_siamensis_Seq_1112",4,17,4,14.999999997,0.882352941,1,178,1,0
"56",60,60,3290,"OG1240","Node13, Node43, Node47, Node49, Node56, Node60, Node87, Ogataea_polymorpha_Seq_3466, yHMPu5000034625_Pichia_kudriavzevii_Seq_4056, yHMPu5000034885_Ogataea_zsoltii_Seq_3673",10,"YMR246W","yHMPu5000034625_Pichia_kudriavzevii_Seq_4056,Ogataea_polymorpha_Seq_3466,yHMPu5000034933_Kuraishia_molischiana_Seq_3966,yHMPu5000034885_Ogataea_zsoltii_Seq_3673,Kluyveromyces_marxianus_Seq_2086,Eremothecium_sinecaudum_Seq_3762,yHAB143_Kazachstania_siamensis_Seq_4447,Nakaseomyces_bracarensis_Seq_422,Nakaseomyces_nivariensis_Seq_3341,yHAB143_Kazachstania_siamensis_Seq_4447,Nakaseomyces_bracarensis_Seq_422,Nakaseomyces_nivariensis_Seq_3341,Nakaseomyces_bracarensis_Seq_422,Nakaseomyces_nivariensis_Seq_3341,Saprochaete_clavata_Seq_5685,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4252,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1822,Arxula_adeninivorans_Seq_4949,Candida_orthopsilosis_Seq_3965,Candida_auris_Seq_31,yHMPu5000035662_Meyerozyma_caribbica_Seq_3615,Ogataea_polymorpha_Seq_3466,yHMPu5000034625_Pichia_kudriavzevii_Seq_4056,yHMPu5000034885_Ogataea_zsoltii_Seq_3673",4,16,4,16,1,1,118,1,0
"57",61,61,3546,"OG1550","Arxula_adeninivorans_Seq_601, Kluyveromyces_marxianus_Seq_2695, Node23, Node25, Node28, Node33, Node51, Node67, Node74, yHMPu5000034933_Kuraishia_molischiana_Seq_1595",10,"YPR081C","yHMPu5000034933_Kuraishia_molischiana_Seq_1595,Ogataea_polymorpha_Seq_936,yHMPu5000034885_Ogataea_zsoltii_Seq_4995,Ogataea_polymorpha_Seq_936,yHMPu5000034885_Ogataea_zsoltii_Seq_4995,yHMPu5000035662_Meyerozyma_caribbica_Seq_2001,Candida_auris_Seq_4964,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4074,Arxula_adeninivorans_Seq_601,Saprochaete_clavata_Seq_4370,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1693,yHAB143_Kazachstania_siamensis_Seq_3823,Nakaseomyces_bracarensis_Seq_2820,Nakaseomyces_nivariensis_Seq_4597,Eremothecium_coryli_Seq_1595,Eremothecium_sinecaudum_Seq_3772,Arxula_adeninivorans_Seq_601,Kluyveromyces_marxianus_Seq_2695,yHMPu5000034933_Kuraishia_molischiana_Seq_1595",4,17,4,14.999999997,0.882352941,1,184,1,1
"58",63,63,4282,"OG1133","Kluyveromyces_marxianus_Seq_3032, Nakaseomyces_nivariensis_Seq_3514, Node16, Node40, Node46, Node72, Saprochaete_clavata_Seq_2111, yHMPu5000034625_Pichia_kudriavzevii_Seq_4027, yHMPu5000034933_Kuraishia_molischiana_Seq_1596, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_467",10,"YNL067W","Ogataea_polymorpha_Seq_3067,yHMPu5000034885_Ogataea_zsoltii_Seq_4267,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3562,Arxula_adeninivorans_Seq_2767,Candida_auris_Seq_1689,yHMPu5000035662_Meyerozyma_caribbica_Seq_1274,Nakaseomyces_bracarensis_Seq_1374,Nakaseomyces_nivariensis_Seq_3514,Kluyveromyces_marxianus_Seq_3032,Nakaseomyces_nivariensis_Seq_3514,Saprochaete_clavata_Seq_2111,yHMPu5000034625_Pichia_kudriavzevii_Seq_4027,yHMPu5000034933_Kuraishia_molischiana_Seq_1596,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_467",4,15,4,13.000000005,0.866666667,1,104,0,0
"59",64,64,4359,"OG1766","Arxula_adeninivorans_Seq_2943, Node2, Node28, Node29, Node39, Node4, Node41, Node81, Node83, yHAB143_Kazachstania_siamensis_Seq_3446",10,"YDL145C","Candida_orthopsilosis_Seq_3630,Candida_auris_Seq_4232,yHMPu5000035662_Meyerozyma_caribbica_Seq_1035,Candida_auris_Seq_4232,yHMPu5000035662_Meyerozyma_caribbica_Seq_1035,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_953,Arxula_adeninivorans_Seq_2943,Saprochaete_clavata_Seq_6560,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_89,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_953,Arxula_adeninivorans_Seq_2943,yHMPu5000034933_Kuraishia_molischiana_Seq_3302,Ogataea_polymorpha_Seq_2677,yHMPu5000034885_Ogataea_zsoltii_Seq_4284,Ogataea_polymorpha_Seq_2677,yHMPu5000034885_Ogataea_zsoltii_Seq_4284,yHAB143_Kazachstania_siamensis_Seq_3446,Nakaseomyces_bracarensis_Seq_3519,Nakaseomyces_nivariensis_Seq_1929,Nakaseomyces_bracarensis_Seq_3519,Nakaseomyces_nivariensis_Seq_1929,Arxula_adeninivorans_Seq_2943,yHAB143_Kazachstania_siamensis_Seq_3446",4,17,4,12.999999994,0.764705882,1,18,10,4
"60",65,65,4575,"OG1585","Candida_orthopsilosis_Seq_3679, Node16, Node44, Node66, Node81, Node82, Node84, Node87, yHMPu5000034625_Pichia_kudriavzevii_Seq_3525, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2013",10,"YIL125W","Candida_auris_Seq_4956,Candida_orthopsilosis_Seq_3679,Saprochaete_clavata_Seq_5959,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2013,Ogataea_polymorpha_Seq_3687,yHMPu5000034885_Ogataea_zsoltii_Seq_2690,yHAB143_Kazachstania_siamensis_Seq_4422,Nakaseomyces_bracarensis_Seq_3903,Nakaseomyces_nivariensis_Seq_1997,Kluyveromyces_marxianus_Seq_1267,Eremothecium_coryli_Seq_3362,Eremothecium_sinecaudum_Seq_2166,yHAB143_Kazachstania_siamensis_Seq_4422,Nakaseomyces_bracarensis_Seq_3903,Nakaseomyces_nivariensis_Seq_1997,Nakaseomyces_bracarensis_Seq_3903,Nakaseomyces_nivariensis_Seq_1997,Kluyveromyces_marxianus_Seq_1267,Eremothecium_coryli_Seq_3362,Eremothecium_sinecaudum_Seq_2166,Candida_orthopsilosis_Seq_3679,yHMPu5000034625_Pichia_kudriavzevii_Seq_3525,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2013",4,15,4,13.000000005,0.866666667,1,190,1,0
"61",66,66,4777,"OG1392","Arxula_adeninivorans_Seq_853, Candida_orthopsilosis_Seq_2187, Node13, Node16, Node27, Node31, Node68, Node71, yHMPu5000034625_Pichia_kudriavzevii_Seq_630, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2382",10,"YBR169C","Kluyveromyces_marxianus_Seq_4694,Nakaseomyces_bracarensis_Seq_2138,yHAB143_Kazachstania_siamensis_Seq_1202,Eremothecium_sinecaudum_Seq_3918,Eremothecium_coryli_Seq_4080,Nakaseomyces_bracarensis_Seq_2138,yHAB143_Kazachstania_siamensis_Seq_1202,Saprochaete_clavata_Seq_3332,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1138,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2382,Arxula_adeninivorans_Seq_853,yHMPu5000034885_Ogataea_zsoltii_Seq_2404,Ogataea_polymorpha_Seq_761,Candida_auris_Seq_3171,yHMPu5000035662_Meyerozyma_caribbica_Seq_3657,Arxula_adeninivorans_Seq_853,Candida_orthopsilosis_Seq_2187,yHMPu5000034625_Pichia_kudriavzevii_Seq_630,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2382",4,16,4,15,0.9375,1,144,6,2
"62",67,67,294,"OG1935","Arxula_adeninivorans_Seq_5440, Candida_auris_Seq_943, Kluyveromyces_marxianus_Seq_731, Node1, Node56, Node68, Node69, yHAB143_Kazachstania_siamensis_Seq_4472, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4674",9,"YNR050C","Ogataea_polymorpha_Seq_1024,yHMPu5000034625_Pichia_kudriavzevii_Seq_521,Candida_auris_Seq_943,yHMPu5000035662_Meyerozyma_caribbica_Seq_3812,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4674,Arxula_adeninivorans_Seq_5440,Saprochaete_clavata_Seq_5801,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1317,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4674,Arxula_adeninivorans_Seq_5440,Arxula_adeninivorans_Seq_5440,Candida_auris_Seq_943,Kluyveromyces_marxianus_Seq_731,yHAB143_Kazachstania_siamensis_Seq_4472,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4674",4,15,4,10.000000005,0.666666667,1,81,0,0
"63",69,69,1040,"OG2160","Kluyveromyces_marxianus_Seq_3428, Node10, Node13, Node67, Node69, Node80, Node82, Node89, Node9",9,"YOR361C","Saprochaete_clavata_Seq_2191,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3660,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5369,Arxula_adeninivorans_Seq_3012,Saprochaete_clavata_Seq_2191,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3660,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5369,Arxula_adeninivorans_Seq_3012,yHAB143_Kazachstania_siamensis_Seq_2713,Nakaseomyces_bracarensis_Seq_1627,Nakaseomyces_nivariensis_Seq_2448,Nakaseomyces_bracarensis_Seq_1627,Nakaseomyces_nivariensis_Seq_2448,yHMPu5000034625_Pichia_kudriavzevii_Seq_4923,Ogataea_polymorpha_Seq_3324,yHMPu5000034885_Ogataea_zsoltii_Seq_3892,Ogataea_polymorpha_Seq_3324,yHMPu5000034885_Ogataea_zsoltii_Seq_3892,Candida_orthopsilosis_Seq_4617,Candida_auris_Seq_390,yHMPu5000035662_Meyerozyma_caribbica_Seq_4816,Kluyveromyces_marxianus_Seq_3428",4,17,4,14.000000004,0.823529412,1,101,3,1
"64",70,70,1101,"OG1566","Arxula_adeninivorans_Seq_5581, Kluyveromyces_marxianus_Seq_4860, Node27, Node53, Node54, Node7, Node9, Saprochaete_clavata_Seq_3945, yHMPu5000034625_Pichia_kudriavzevii_Seq_674",9,"YKL150W","yHAB143_Kazachstania_siamensis_Seq_1875,Nakaseomyces_bracarensis_Seq_2926,Nakaseomyces_nivariensis_Seq_4733,Nakaseomyces_bracarensis_Seq_2926,Nakaseomyces_nivariensis_Seq_4733,yHMPu5000034625_Pichia_kudriavzevii_Seq_674,Ogataea_polymorpha_Seq_2411,yHMPu5000034885_Ogataea_zsoltii_Seq_1732,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3360,Arxula_adeninivorans_Seq_5581,Saprochaete_clavata_Seq_3945,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7975,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3360,Arxula_adeninivorans_Seq_5581,Arxula_adeninivorans_Seq_5581,Kluyveromyces_marxianus_Seq_4860,Saprochaete_clavata_Seq_3945,yHMPu5000034625_Pichia_kudriavzevii_Seq_674",4,14,3,11.000000004,0.785714286,0.75,33,1,1
"65",71,71,1151,"OG1881","Candida_orthopsilosis_Seq_549, Kluyveromyces_marxianus_Seq_2023, Node1, Node30, Node49, Node50, Node54, yHMPu5000034625_Pichia_kudriavzevii_Seq_1297, yHMPu5000034933_Kuraishia_molischiana_Seq_1843",9,"YKR097W","Candida_auris_Seq_3703,Candida_orthopsilosis_Seq_549,yHMPu5000035662_Meyerozyma_caribbica_Seq_4390,Saprochaete_clavata_Seq_5070,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2971,Kluyveromyces_marxianus_Seq_2023,yHAB143_Kazachstania_siamensis_Seq_4851,Nakaseomyces_bracarensis_Seq_4275,Nakaseomyces_nivariensis_Seq_208,Eremothecium_coryli_Seq_4331,Eremothecium_sinecaudum_Seq_1398,Kluyveromyces_marxianus_Seq_2023,yHAB143_Kazachstania_siamensis_Seq_4851,Nakaseomyces_bracarensis_Seq_4275,Nakaseomyces_nivariensis_Seq_208,Nakaseomyces_bracarensis_Seq_4275,Nakaseomyces_nivariensis_Seq_208,Candida_orthopsilosis_Seq_549,Kluyveromyces_marxianus_Seq_2023,yHMPu5000034625_Pichia_kudriavzevii_Seq_1297,yHMPu5000034933_Kuraishia_molischiana_Seq_1843",4,17,4,12.999999994,0.764705882,1,64,0,0
"66",72,72,1156,"OG1771","Nakaseomyces_bracarensis_Seq_4457, Node11, Node3, Node41, Node51, Node82, Node9, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4926, yHMPu5000034933_Kuraishia_molischiana_Seq_895",9,"YIL078W","Kluyveromyces_marxianus_Seq_2672,Eremothecium_coryli_Seq_2767,Eremothecium_sinecaudum_Seq_3741,yHAB143_Kazachstania_siamensis_Seq_4577,Nakaseomyces_bracarensis_Seq_4457,Nakaseomyces_nivariensis_Seq_4604,yHAB143_Kazachstania_siamensis_Seq_4577,Nakaseomyces_bracarensis_Seq_4457,Nakaseomyces_nivariensis_Seq_4604,Nakaseomyces_bracarensis_Seq_4457,Nakaseomyces_nivariensis_Seq_4604,Ogataea_polymorpha_Seq_1817,yHMPu5000034885_Ogataea_zsoltii_Seq_5082,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4926,Arxula_adeninivorans_Seq_1080,Candida_orthopsilosis_Seq_4956,Candida_auris_Seq_1027,yHMPu5000035662_Meyerozyma_caribbica_Seq_962,Nakaseomyces_bracarensis_Seq_4457,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4926,yHMPu5000034933_Kuraishia_molischiana_Seq_895",4,17,4,14.000000004,0.823529412,1,30,2,1
"67",73,73,1343,"OG1943","Kluyveromyces_marxianus_Seq_1314, Node4, Node47, Node48, Node54, Node59, yHMPu5000034625_Pichia_kudriavzevii_Seq_680, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3583, yHMPu5000034885_Ogataea_zsoltii_Seq_238",9,"YOL058W","Nakaseomyces_bracarensis_Seq_4305,Nakaseomyces_nivariensis_Seq_566,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3583,Arxula_adeninivorans_Seq_2762,Saprochaete_clavata_Seq_1598,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5580,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3583,Arxula_adeninivorans_Seq_2762,yHMPu5000034885_Ogataea_zsoltii_Seq_238,yHMPu5000034933_Kuraishia_molischiana_Seq_338,Candida_orthopsilosis_Seq_4586,Candida_auris_Seq_4067,yHMPu5000035662_Meyerozyma_caribbica_Seq_2934,Kluyveromyces_marxianus_Seq_1314,yHMPu5000034625_Pichia_kudriavzevii_Seq_680,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3583,yHMPu5000034885_Ogataea_zsoltii_Seq_238",4,14,4,13.000000006,0.928571429,1,36,0,0
"68",74,74,1477,"OG1445","Candida_auris_Seq_4531, Node11, Node29, Node36, Node7, Node72, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1891, yHMPu5000034885_Ogataea_zsoltii_Seq_1600, yHMPu5000034933_Kuraishia_molischiana_Seq_3794",9,"YJR016C","Saprochaete_clavata_Seq_838,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1928,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1891,Arxula_adeninivorans_Seq_3828,yHMPu5000034885_Ogataea_zsoltii_Seq_1600,yHMPu5000034933_Kuraishia_molischiana_Seq_3794,Candida_orthopsilosis_Seq_1902,Candida_auris_Seq_4531,yHMPu5000035662_Meyerozyma_caribbica_Seq_4483,Nakaseomyces_bracarensis_Seq_5372,Nakaseomyces_nivariensis_Seq_2517,Candida_auris_Seq_4531,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1891,yHMPu5000034885_Ogataea_zsoltii_Seq_1600,yHMPu5000034933_Kuraishia_molischiana_Seq_3794",4,14,4,11.000000004,0.785714286,1,126,3,1
"69",75,75,1584,"OG1275","Arxula_adeninivorans_Seq_5040, Candida_orthopsilosis_Seq_3291, Node78, Node80, Node83, Node89, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_572, yHMPu5000034885_Ogataea_zsoltii_Seq_4101, yHMPu5000034933_Kuraishia_molischiana_Seq_1701",9,"YKL148C","yHMPu5000035662_Meyerozyma_caribbica_Seq_2429,yHMPu5000034933_Kuraishia_molischiana_Seq_1701,yHMPu5000034885_Ogataea_zsoltii_Seq_4101,yHMPu5000034933_Kuraishia_molischiana_Seq_1701,yHMPu5000034885_Ogataea_zsoltii_Seq_4101,Kluyveromyces_marxianus_Seq_1779,Eremothecium_sinecaudum_Seq_134,Eremothecium_coryli_Seq_288,Nakaseomyces_bracarensis_Seq_2376,Nakaseomyces_nivariensis_Seq_4589,Nakaseomyces_bracarensis_Seq_2376,Nakaseomyces_nivariensis_Seq_4589,Arxula_adeninivorans_Seq_5040,Candida_orthopsilosis_Seq_3291,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_572,yHMPu5000034885_Ogataea_zsoltii_Seq_4101,yHMPu5000034933_Kuraishia_molischiana_Seq_1701",4,16,4,11,0.6875,1,67,2,0
