"","OG","dN_dS","group"
"8876","OG2440",0.0938,"All_OG"
"8877","OG5377",0.1954,"All_OG"
"8878","OG1065",0.1154,"All_OG"
"8879","OG18545",0.39495,"All_OG"
"8880","OG10513",0.2442,"All_OG"
"8881","OG4144",0.2517,"All_OG"
"8882","OG3525",0.2323,"All_OG"
"8883","OG4199",0.2909,"All_OG"
"8884","OG1416",0.0727,"All_OG"
"8885","OG8246",0.3197,"All_OG"
"8886","OG6663",0.357,"All_OG"
"8887","OG11981",0.2139,"All_OG"
"8888","OG4908",0.115,"All_OG"
"8889","OG13885",0.4552,"All_OG"
"8890","OG2000",0.0082,"All_OG"
"8891","OG2633",0.03575,"All_OG"
"8892","OG4087",0.1741,"All_OG"
"8893","OG10805",0.50405,"All_OG"
"8894","OG8084",0.0948,"All_OG"
"8895","OG6604",0.1952,"All_OG"
"8896","OG3009",0.1595,"All_OG"
"8897","OG3734",0.3009,"All_OG"
"8898","OG13093",0.2696,"All_OG"
"8899","OG1185",0.1717,"All_OG"
"8900","OG10914",0.2267,"All_OG"
"8901","OG2547",0.0418,"All_OG"
"8902","OG1225",0.0309,"All_OG"
"8903","OG17008",0.079,"All_OG"
"8904","OG8006",0.311,"All_OG"
"8905","OG10338",0.1685,"All_OG"
"8906","OG14013",0.193,"All_OG"
"8907","OG5680",0.0977,"All_OG"
"8908","OG3867",0.1772,"All_OG"
"8909","OG14615",0.2894,"All_OG"
"8910","OG1604",0.0889,"All_OG"
"8911","OG1493",0.1638,"All_OG"
"8912","OG6177",0.4685,"All_OG"
"8913","OG3922",0.3194,"All_OG"
"8914","OG7295",0.4227,"All_OG"
"8915","OG3768",0.1678,"All_OG"
"8916","OG7259",0.432,"All_OG"
"8917","OG13494",0.307,"All_OG"
"8918","OG14029",0.3891,"All_OG"
"8919","OG14913",0.109,"All_OG"
"8920","OG4873",0.0983,"All_OG"
"8921","OG4435",0.1684,"All_OG"
"8922","OG3032",0.1855,"All_OG"
"8923","OG4684",0.3229,"All_OG"
"8924","OG9440",0.2277,"All_OG"
"8925","OG15555",0.5466,"All_OG"
"8926","OG7646",0.32565,"All_OG"
"8927","OG9166",0.198,"All_OG"
"8928","OG8442",0.167,"All_OG"
"8929","OG3604",0.2661,"All_OG"
"8930","OG5458",0.0745,"All_OG"
"8931","OG16117",0.156,"All_OG"
"8932","OG12286",0.24665,"All_OG"
"8933","OG10111",0.4018,"All_OG"
"8934","OG4254",0.3338,"All_OG"
"8935","OG5120",0.3578,"All_OG"
"8936","OG11275",0.4017,"All_OG"
"8937","OG8389",0.0887,"All_OG"
"8938","OG13629",0.2213,"All_OG"
"8939","OG11458",0.20665,"All_OG"
"8940","OG7618",0.32485,"All_OG"
"8941","OG12333",0.3173,"All_OG"
"8942","OG7496",0.1537,"All_OG"
"8943","OG6576",0.334,"All_OG"
"8944","OG5873",0.1221,"All_OG"
"8945","OG15180",0.29335,"All_OG"
"8946","OG15567",0.29215,"All_OG"
"8947","OG9453",0.44295,"All_OG"
"8948","OG5860",0.146,"All_OG"
"8949","OG13556",0.3941,"All_OG"
"8950","OG4636",0.1336,"All_OG"
"8951","OG14694",0.16395,"All_OG"
"8952","OG7854",0.17835,"All_OG"
"8953","OG16348",0.0331,"All_OG"
"8954","OG1963",0.0776,"All_OG"
"8955","OG10552",0.1894,"All_OG"
"8956","OG13338",0.36,"All_OG"
"8957","OG13884",0.4163,"All_OG"
"8958","OG2232",0.22585,"All_OG"
"8959","OG5749",0.1184,"All_OG"
"8960","OG11640",0.2009,"All_OG"
"8961","OG1992",0.0125,"All_OG"
"8962","OG6108",0.0865,"All_OG"
"8963","OG6572",0.18765,"All_OG"
"8964","OG4455",0.1744,"All_OG"
"8965","OG7319",0.0591,"All_OG"
"8966","OG15958",0.2706,"All_OG"
"8967","OG13745",0.2036,"All_OG"
"8968","OG11390",0.15815,"All_OG"
"8969","OG4106",0.16415,"All_OG"
"8970","OG14743",0.20465,"All_OG"
"8971","OG3857",0.1016,"All_OG"
"8972","OG9473",0.2546,"All_OG"
"8973","OG5624",0.2889,"All_OG"
"8974","OG17448",0.2948,"All_OG"
"8975","OG18395",0.3499,"All_OG"
"8976","OG15017",0.3441,"All_OG"
"8977","OG17616",0.263,"All_OG"
"8978","OG16246",0.1991,"All_OG"
"8979","OG9689",0.2879,"All_OG"
"8980","OG9294",0.15685,"All_OG"
"8981","OG16027",0.4571,"All_OG"
"8982","OG2816",0.1673,"All_OG"
"8983","OG5928",0.3765,"All_OG"
"8984","OG18381",0.1931,"All_OG"
"8985","OG17370",0.3315,"All_OG"
"8986","OG16478",0.4632,"All_OG"
"8987","OG17882",0.11745,"All_OG"
"8988","OG7073",0.1199,"All_OG"
"8989","OG16496",0.3332,"All_OG"
"8990","OG6100",0.3487,"All_OG"
"8991","OG14650",0.28635,"All_OG"
"8992","OG16337",0.4912,"All_OG"
"8993","OG1728",0.0814,"All_OG"
"8994","OG6751",0.1983,"All_OG"
"8995","OG14770",0.1436,"All_OG"
"8996","OG2608",0.0224,"All_OG"
"8997","OG13298",0.2397,"All_OG"
"8998","OG1669",0.0213,"All_OG"
"8999","OG18409",0.2594,"All_OG"
"9000","OG17084",0.163,"All_OG"
"9001","OG14011",0.6987,"All_OG"
"9002","OG3470",0.1438,"All_OG"
"9003","OG2773",0.2009,"All_OG"
"9004","OG8056",0.26095,"All_OG"
"9005","OG5872",0.2219,"All_OG"
"9006","OG5802",0.11865,"All_OG"
"9007","OG15442",0.24715,"All_OG"
"9008","OG9885",0.4542,"All_OG"
"9009","OG12394",0.1799,"All_OG"
"9010","OG8162",0.0655,"All_OG"
"9011","OG15982",0.2613,"All_OG"
"9012","OG17381",0.53205,"All_OG"
"9013","OG9615",0.2559,"All_OG"
"9014","OG10346",0.0991,"All_OG"
"9015","OG5011",0.3769,"All_OG"
"9016","OG3130",0.1812,"All_OG"
"9017","OG11650",0.2222,"All_OG"
"9018","OG10904",0.4278,"All_OG"
"9019","OG14999",0.2025,"All_OG"
"9020","OG15011",0.2614,"All_OG"
"9021","OG2138",0.2155,"All_OG"
"9022","OG14364",0.3513,"All_OG"
"9023","OG4221",0.277,"All_OG"
"9024","OG2960",0.1304,"All_OG"
"9025","OG16074",0.2509,"All_OG"
"9026","OG7159",0.1349,"All_OG"
"9027","OG2603",0.2577,"All_OG"
"9028","OG3815",0.4268,"All_OG"
"9029","OG15376",0.1297,"All_OG"
"9030","OG9451",0.2749,"All_OG"
"9031","OG3219",0.1282,"All_OG"
"9032","OG12106",0.5073,"All_OG"
"9033","OG13673",0.2137,"All_OG"
"9034","OG2168",0.0409,"All_OG"
"9035","OG15359",0.1976,"All_OG"
"9036","OG6039",0.3117,"All_OG"
"9037","OG7083",0.3728,"All_OG"
"9038","OG11290",0.4578,"All_OG"
"9039","OG2913",0.1657,"All_OG"
"9040","OG16674",0.2848,"All_OG"
"9041","OG3092",0.0608,"All_OG"
"9042","OG6804",0.3281,"All_OG"
"9043","OG7668",0.3674,"All_OG"
"9044","OG14073",0.5593,"All_OG"
"9045","OG14144",0.527,"All_OG"
"9046","OG16382",0.4728,"All_OG"
"9047","OG1793",0.10025,"All_OG"
"9048","OG18172",0.4747,"All_OG"
"9049","OG15698",0.3066,"All_OG"
"9050","OG2769",0.2672,"All_OG"
"9051","OG12959",0.1663,"All_OG"
"9052","OG15213",0.2604,"All_OG"
"9053","OG7859",0.3702,"All_OG"
"9054","OG15371",0.35445,"All_OG"
"9055","OG1099",0.2026,"All_OG"
"9056","OG1364",0.1013,"All_OG"
"9057","OG8324",0.2826,"All_OG"
"9058","OG15476",0.29285,"All_OG"
"9059","OG17610",0.214,"All_OG"
"9060","OG7193",0.1315,"All_OG"
"9061","OG15139",0.3307,"All_OG"
"9062","OG12067",0.24165,"All_OG"
"9063","OG7707",0.139,"All_OG"
"9064","OG8411",0.1464,"All_OG"
"9065","OG6227",0.0275,"All_OG"
"9066","OG3582",0.12195,"All_OG"
"9067","OG3757",0.30725,"All_OG"
"9068","OG10743",0.1236,"All_OG"
"9069","OG6174",0.3369,"All_OG"
"9070","OG15172",0.2586,"All_OG"
"9071","OG8546",0.2183,"All_OG"
"9072","OG1975",0.1099,"All_OG"
"9073","OG17451",0.0646,"All_OG"
"9074","OG9139",0.2446,"All_OG"
"9075","OG12991",0.2442,"All_OG"
"9076","OG15960",0.306,"All_OG"
"9077","OG6669",0.4128,"All_OG"
"9078","OG5752",0.3087,"All_OG"
"9079","OG8846",0.1299,"All_OG"
"9080","OG8984",0.1918,"All_OG"
"9081","OG12140",0.2628,"All_OG"
"9082","OG12811",0.27915,"All_OG"
"9083","OG6468",0.0464,"All_OG"
"9084","OG2700",0.2384,"All_OG"
"9085","OG9262",0.1982,"All_OG"
"9086","OG11453",0.2424,"All_OG"
"9087","OG13564",0.2575,"All_OG"
"9088","OG3297",0.3568,"All_OG"
"9089","OG16089",0.4082,"All_OG"
"9090","OG8889",0.2401,"All_OG"
"9091","OG8028",0.6609,"All_OG"
"9092","OG16585",0.033,"All_OG"
"9093","OG2858",0.144,"All_OG"
"9094","OG10285",0.4294,"All_OG"
"9095","OG16958",0.33385,"All_OG"
"9096","OG4651",0.2431,"All_OG"
"9097","OG10797",0.4414,"All_OG"
"9098","OG8088",0.2423,"All_OG"
"9099","OG2015",0.06895,"All_OG"
"9100","OG6536",0.12075,"All_OG"
"9101","OG7216",0.4272,"All_OG"
"9102","OG1609",0.0709,"All_OG"
"9103","OG18028",0.55025,"All_OG"
"9104","OG17474",0.1067,"All_OG"
"9105","OG8899",0.17295,"All_OG"
"9106","OG5008",0.2556,"All_OG"
"9107","OG18389",0.3307,"All_OG"
"9108","OG8827",0.21715,"All_OG"
"9109","OG9850",0.5468,"All_OG"
"9110","OG5560",0.2663,"All_OG"
"9111","OG14417",0.2387,"All_OG"
"9112","OG9333",0.4572,"All_OG"
"9113","OG8539",0.3168,"All_OG"
"9114","OG15419",0.32095,"All_OG"
"9115","OG1331",0.0648,"All_OG"
"9116","OG9656",0.3137,"All_OG"
"9117","OG8361",0.3765,"All_OG"
"9118","OG4174",0.188,"All_OG"
"9119","OG3051",0.0805,"All_OG"
"9120","OG6659",0.4461,"All_OG"
"9121","OG16792",0.3216,"All_OG"
"9122","OG7967",0.2845,"All_OG"
"9123","OG7795",0.201,"All_OG"
"9124","OG11249",0.3016,"All_OG"
"9125","OG8193",0.28655,"All_OG"
"9126","OG4998",0.3635,"All_OG"
"9127","OG16225",0.4359,"All_OG"
"9128","OG5625",0.3306,"All_OG"
"9129","OG1329",0.07865,"All_OG"
"9130","OG2508",0.0815,"All_OG"
"9131","OG3095",0.1817,"All_OG"
"9132","OG15390",0.2045,"All_OG"
"9133","OG11099",0.21475,"All_OG"
"9134","OG12510",0.15175,"All_OG"
"9135","OG9097",0.1577,"All_OG"
"9136","OG14323",0.32715,"All_OG"
"9137","OG2948",0.1101,"All_OG"
"9138","OG3147",0.14305,"All_OG"
"9139","OG15099",0.33415,"All_OG"
"9140","OG4801",0.1773,"All_OG"
"9141","OG13051",0.3181,"All_OG"
"9142","OG8208",0.4522,"All_OG"
"9143","OG5770",0.4427,"All_OG"
"9144","OG15199",0.0705,"All_OG"
"9145","OG7588",0.1889,"All_OG"
"9146","OG8736",0.1839,"All_OG"
"9147","OG12716",0.4448,"All_OG"
"9148","OG2686",0.1487,"All_OG"
"9149","OG11635",0.2804,"All_OG"
"9150","OG7382",0.37455,"All_OG"
"9151","OG9706",0.41355,"All_OG"
"9152","OG6723",0.2267,"All_OG"
"9153","OG3112",0.09575,"All_OG"
"9154","OG9260",0.2282,"All_OG"
"9155","OG6931",0.4133,"All_OG"
"9156","OG8718",0.2236,"All_OG"
"9157","OG10461",0.10195,"All_OG"
"9158","OG16374",0.367,"All_OG"
"9159","OG17004",0.1204,"All_OG"
"9160","OG4818",0.2058,"All_OG"
"9161","OG8831",0.23695,"All_OG"
"9162","OG3563",0.2656,"All_OG"
"9163","OG12347",0.1927,"All_OG"
"9164","OG3493",0.143,"All_OG"
"9165","OG15795",0.2863,"All_OG"
"9166","OG5097",0.3135,"All_OG"
"9167","OG5445",0.4552,"All_OG"
"9168","OG2921",0.2794,"All_OG"
"9169","OG9285",0.4625,"All_OG"
"9170","OG5159",0.1589,"All_OG"
"9171","OG10312",0.1527,"All_OG"
"9172","OG5005",0.2829,"All_OG"
"9173","OG4891",0.1371,"All_OG"
"9174","OG11677",0.1455,"All_OG"
"9175","OG10898",0.0621,"All_OG"
"9176","OG11377",0.1306,"All_OG"
"9177","OG5313",0.26695,"All_OG"
"9178","OG4058",0.2209,"All_OG"
"9179","OG11843",0.3668,"All_OG"
"9180","OG17724",0.40685,"All_OG"
"9181","OG3037",0.0604,"All_OG"
"9182","OG6822",0.2803,"All_OG"
"9183","OG12998",0.5428,"All_OG"
"9184","OG17118",0.0929,"All_OG"
"9185","OG3359",0.119,"All_OG"
"9186","OG4921",0.2956,"All_OG"
"9187","OG9099",0.2975,"All_OG"
"9188","OG2733",0.1671,"All_OG"
"9189","OG15233",0.2398,"All_OG"
"9190","OG3619",0.1783,"All_OG"
"9191","OG1787",0.4555,"All_OG"
"9192","OG13263",0.3012,"All_OG"
"9193","OG4550",0.1852,"All_OG"
"9194","OG2420",0.3709,"All_OG"
"9195","OG7047",0.33535,"All_OG"
"9196","OG16588",0.2109,"All_OG"
"9197","OG11818",0.3201,"All_OG"
"9198","OG9535",0.3531,"All_OG"
"9199","OG2014",0.112,"All_OG"
"9200","OG1327",0.0808,"All_OG"
"9201","OG10875",0.4204,"All_OG"
"9202","OG1649",0.20245,"All_OG"
"9203","OG5449",0.1939,"All_OG"
"9204","OG1701",0.1317,"All_OG"
"9205","OG12531",0.35,"All_OG"
"9206","OG14520",0.31455,"All_OG"
"9207","OG17647",0.2191,"All_OG"
"9208","OG6691",0.2546,"All_OG"
"9209","OG4166",0.1433,"All_OG"
"9210","OG4605",0.1711,"All_OG"
"9211","OG3106",0.2201,"All_OG"
"9212","OG2917",0.1325,"All_OG"
"9213","OG2678",0.1918,"All_OG"
"9214","OG10676",0.35815,"All_OG"
"9215","OG15798",0.25695,"All_OG"
"9216","OG12800",0.2877,"All_OG"
"9217","OG14988",0.32895,"All_OG"
"9218","OG13683",0.1733,"All_OG"
"9219","OG12626",0.27895,"All_OG"
"9220","OG1838",0.112,"All_OG"
"9221","OG1876",0.0637,"All_OG"
"9222","OG5084",0.218,"All_OG"
"9223","OG4328",0.1706,"All_OG"
"9224","OG13882",0.21785,"All_OG"
"9225","OG9993",0.29975,"All_OG"
"9226","OG8004",0.43475,"All_OG"
"9227","OG7397",0.1956,"All_OG"
"9228","OG8502",0.24895,"All_OG"
"9229","OG9585",0.20025,"All_OG"
"9230","OG15208",0.0919,"All_OG"
"9231","OG17618",0.1799,"All_OG"
"9232","OG10491",0.1256,"All_OG"
"9233","OG3929",0.1199,"All_OG"
"9234","OG13356",0.314,"All_OG"
"9235","OG2219",0.0256,"All_OG"
"9236","OG5526",0.1366,"All_OG"
"9237","OG12480",0.2264,"All_OG"
"9238","OG2802",0.3617,"All_OG"
"9239","OG12619",0.46895,"All_OG"
"9240","OG13382",0.1829,"All_OG"
"9241","OG15633",0.1733,"All_OG"
"9242","OG6562",0.1483,"All_OG"
"9243","OG2748",0.2367,"All_OG"
"9244","OG5386",0.4006,"All_OG"
"9245","OG5640",0.2768,"All_OG"
"9246","OG11105",0.2404,"All_OG"
"9247","OG9660",0.1737,"All_OG"
"9248","OG16256",0.1251,"All_OG"
"9249","OG13311",0.25265,"All_OG"
"9250","OG13286",0.23455,"All_OG"
"9251","OG11733",0.2142,"All_OG"
"9252","OG4169",0.37535,"All_OG"
"9253","OG3627",0.2098,"All_OG"
"9254","OG7279",0.2022,"All_OG"
"9255","OG1443",0.25535,"All_OG"
"9256","OG3153",0.2105,"All_OG"
"9257","OG16237",0.0713,"All_OG"
"9258","OG5607",0.3939,"All_OG"
"9259","OG7863",0.39305,"All_OG"
"9260","OG14801",0.0745,"All_OG"
"9261","OG6850",0.185,"All_OG"
"9262","OG6865",0.2602,"All_OG"
"9263","OG12785",0.2963,"All_OG"
"9264","OG11840",0.58855,"All_OG"
"9265","OG4944",0.11,"All_OG"
"9266","OG8865",0.1684,"All_OG"
"9267","OG2511",0.2727,"All_OG"
"9268","OG6556",0.1071,"All_OG"
"9269","OG11572",0.2712,"All_OG"
"9270","OG7120",0.1005,"All_OG"
"9271","OG13658",0.26,"All_OG"
"9272","OG9370",0.2845,"All_OG"
"9273","OG4122",0.137,"All_OG"
"9274","OG2536",0.3843,"All_OG"
"9275","OG11803",0.3165,"All_OG"
"9276","OG9488",0.2286,"All_OG"
"9277","OG17888",0.1575,"All_OG"
"9278","OG8065",0.36735,"All_OG"
"9279","OG14720",0.2308,"All_OG"
"9280","OG7900",0.18895,"All_OG"
"9281","OG16305",0.33795,"All_OG"
"9282","OG7564",0.1084,"All_OG"
"9283","OG4426",0.1597,"All_OG"
"9284","OG14713",0.414,"All_OG"
"9285","OG2245",0.185,"All_OG"
"9286","OG9359",0.41015,"All_OG"
"9287","OG2417",0.2136,"All_OG"
"9288","OG5009",0.2173,"All_OG"
"9289","OG14142",0.2986,"All_OG"
"9290","OG6432",0.23505,"All_OG"
"9291","OG4313",0.15565,"All_OG"
"9292","OG5895",0.1214,"All_OG"
"9293","OG7093",0.2183,"All_OG"
"9294","OG16368",0.2592,"All_OG"
"9295","OG17687",0.0917,"All_OG"
"9296","OG16749",0.36145,"All_OG"
"9297","OG8015",0.1256,"All_OG"
"9298","OG13966",0.06615,"All_OG"
"9299","OG4162",0.1163,"All_OG"
"9300","OG15595",0.3204,"All_OG"
"9301","OG11364",0.34365,"All_OG"
"9302","OG2469",0.2089,"All_OG"
"9303","OG6264",0.2359,"All_OG"
"9304","OG17940",0.25105,"All_OG"
"9305","OG2542",0.1761,"All_OG"
"9306","OG6724",0.3639,"All_OG"
"9307","OG6710",0.2537,"All_OG"
"9308","OG2258",0.3506,"All_OG"
"9309","OG7325",0.2333,"All_OG"
"9310","OG4976",0.12445,"All_OG"
"9311","OG16488",0.2317,"All_OG"
"9312","OG10212",0.1776,"All_OG"
"9313","OG7263",0.0319,"All_OG"
"9314","OG8468",0.3526,"All_OG"
"9315","OG5308",0.274,"All_OG"
"9316","OG1477",0.0831,"All_OG"
"9317","OG5109",0.0634,"All_OG"
"9318","OG2918",0.2097,"All_OG"
"9319","OG14840",0.4166,"All_OG"
"9320","OG12555",0.1192,"All_OG"
"9321","OG9911",0.3539,"All_OG"
"9322","OG16962",0.9862,"All_OG"
"9323","OG4640",0.1555,"All_OG"
"9324","OG7409",0.29815,"All_OG"
"9325","OG3714",0.1394,"All_OG"
"9326","OG5129",0.2825,"All_OG"
"9327","OG7480",0.3302,"All_OG"
"9328","OG14495",0.3341,"All_OG"
"9329","OG12894",0.60755,"All_OG"
"9330","OG13068",0.029,"All_OG"
"9331","OG9442",0.35345,"All_OG"
"9332","OG12985",0.3453,"All_OG"
"9333","OG3280",0.2377,"All_OG"
"9334","OG15482",0.3518,"All_OG"
"9335","OG10154",0.2265,"All_OG"
"9336","OG2873",0.2666,"All_OG"
"9337","OG12108",0.3238,"All_OG"
"9338","OG13606",0.2211,"All_OG"
"9339","OG6056",0.3336,"All_OG"
"9340","OG3908",0.188,"All_OG"
"9341","OG7578",0.3163,"All_OG"
"9342","OG6817",0.1853,"All_OG"
"9343","OG10644",0.2695,"All_OG"
"9344","OG2922",0.2022,"All_OG"
"9345","OG6903",0.2463,"All_OG"
"9346","OG3683",0.1452,"All_OG"
"9347","OG2616",0.1849,"All_OG"
"9348","OG3841",0.1707,"All_OG"
"9349","OG17651",0.2028,"All_OG"
"9350","OG2106",0.1753,"All_OG"
"9351","OG2961",0.1629,"All_OG"
"9352","OG17294",0.35755,"All_OG"
"9353","OG2856",0.1776,"All_OG"
"9354","OG5053",0.1317,"All_OG"
"9355","OG6377",0.2056,"All_OG"
"9356","OG14612",0.3569,"All_OG"
"9357","OG15691",0.4474,"All_OG"
"9358","OG1670",0.16765,"All_OG"
"9359","OG13333",0.4385,"All_OG"
"9360","OG6061",0.4135,"All_OG"
"9361","OG14883",0.2553,"All_OG"
"9362","OG18173",0.0934,"All_OG"
"9363","OG3091",0.0555,"All_OG"
"9364","OG6756",0.2788,"All_OG"
"9365","OG3182",0.408,"All_OG"
"9366","OG1553",0.0814,"All_OG"
"9367","OG14624",0.1561,"All_OG"
"9368","OG12088",0.53125,"All_OG"
"9369","OG9785",0.28855,"All_OG"
"9370","OG6539",0.3284,"All_OG"
"9371","OG10001",0.2117,"All_OG"
"9372","OG3566",0.13025,"All_OG"
"9373","OG1547",0.1467,"All_OG"
"9374","OG15801",0.168,"All_OG"
"9375","OG14564",0.2472,"All_OG"
"9376","OG12904",0.32595,"All_OG"
"9377","OG16235",0.1492,"All_OG"
"9378","OG4081",0.323,"All_OG"
"9379","OG15776",0.1198,"All_OG"
"9380","OG7256",0.05425,"All_OG"
"9381","OG8120",0.39915,"All_OG"
"9382","OG12361",0.3999,"All_OG"
"9383","OG2892",0.2815,"All_OG"
"9384","OG2926",0.1856,"All_OG"
"9385","OG3107",0.1981,"All_OG"
"9386","OG2170",0.1076,"All_OG"
"9387","OG5289",0.1579,"All_OG"
"9388","OG9239",0.20935,"All_OG"
"9389","OG9188",0.23135,"All_OG"
"9390","OG10511",0.3387,"All_OG"
"9391","OG5946",0.17895,"All_OG"
"9392","OG3430",0.1325,"All_OG"
"9393","OG11181",0.3854,"All_OG"
"9394","OG6376",0.3318,"All_OG"
"9395","OG6214",0.0678,"All_OG"
"9396","OG4182",0.1813,"All_OG"
"9397","OG3974",0.1372,"All_OG"
"9398","OG10818",0.16925,"All_OG"
"9399","OG1215",0.1432,"All_OG"
"9400","OG15797",0.0177,"All_OG"
"9401","OG3992",0.3521,"All_OG"
"9402","OG7729",0.1714,"All_OG"
"9403","OG8501",0.3037,"All_OG"
"9404","OG7059",0.2507,"All_OG"
"9405","OG5133",0.1404,"All_OG"
"9406","OG11021",0.1015,"All_OG"
"9407","OG8100",0.3598,"All_OG"
"9408","OG2082",0.0806,"All_OG"
"9409","OG11283",0.4853,"All_OG"
"9410","OG16554",0.1369,"All_OG"
"9411","OG12403",0.2985,"All_OG"
"9412","OG7440",0.3649,"All_OG"
"9413","OG2237",0.2117,"All_OG"
"9414","OG15273",0.2073,"All_OG"
"9415","OG6368",0.5549,"All_OG"
"9416","OG18147",0.4243,"All_OG"
"9417","OG3348",0.1006,"All_OG"
"9418","OG15794",0.11105,"All_OG"
"9419","OG13591",0.08825,"All_OG"
"9420","OG6839",0.3701,"All_OG"
"9421","OG4606",0.1641,"All_OG"
"9422","OG1421",0.1063,"All_OG"
"9423","OG1344",0.0837,"All_OG"
"9424","OG13784",0.2814,"All_OG"
"9425","OG12932",0.6027,"All_OG"
"9426","OG15041",0.50695,"All_OG"
"9427","OG12579",0.1673,"All_OG"
"9428","OG8129",0.3821,"All_OG"
"9429","OG17012",0.0584,"All_OG"
"9430","OG3211",0.1131,"All_OG"
"9431","OG13347",0.10945,"All_OG"
"9432","OG4149",0.3026,"All_OG"
"9433","OG10514",0.53755,"All_OG"
"9434","OG4270",0.3436,"All_OG"
"9435","OG4046",0.3179,"All_OG"
"9436","OG15690",0.30615,"All_OG"
"9437","OG11708",0.435,"All_OG"
"9438","OG13546",0.17295,"All_OG"
"9439","OG2832",0.2077,"All_OG"
"9440","OG15305",0.31035,"All_OG"
"9441","OG13576",0.3572,"All_OG"
"9442","OG17420",0.2113,"All_OG"
"9443","OG1698",0.1402,"All_OG"
"9444","OG18001",0.1938,"All_OG"
"9445","OG11903",0.2809,"All_OG"
"9446","OG6597",0.4764,"All_OG"
"9447","OG6584",0.2858,"All_OG"
"9448","OG5883",0.25985,"All_OG"
"9449","OG3414",0.206,"All_OG"
"9450","OG6591",0.27145,"All_OG"
"9451","OG1831",0.1903,"All_OG"
"9452","OG1339",0.008,"All_OG"
"9453","OG13077",0.21525,"All_OG"
"9454","OG2743",0.1636,"All_OG"
"9455","OG6404",0.35755,"All_OG"
"9456","OG15734",0.241,"All_OG"
"9457","OG10060",0.16815,"All_OG"
"9458","OG16550",0.2163,"All_OG"
"9459","OG5824",0.3122,"All_OG"
"9460","OG2128",0.19,"All_OG"
"9461","OG18504",0.335,"All_OG"
"9462","OG7219",0.37655,"All_OG"
"9463","OG12621",0.2596,"All_OG"
"9464","OG9482",0.2928,"All_OG"
"9465","OG15248",0.5127,"All_OG"
"9466","OG6094",0.2374,"All_OG"
"9467","OG4361",0.03245,"All_OG"
"9468","OG8048",0.2532,"All_OG"
"9469","OG4797",0.2287,"All_OG"
"9470","OG11083",0.238,"All_OG"
"9471","OG3429",0.1773,"All_OG"
"9472","OG10730",0.1088,"All_OG"
"9473","OG3738",0.2621,"All_OG"
"9474","OG4574",0.3869,"All_OG"
"9475","OG5869",0.2664,"All_OG"
"9476","OG16617",0.48,"All_OG"
"9477","OG1769",0.0145,"All_OG"
"9478","OG9108",0.21785,"All_OG"
"9479","OG2263",0.2102,"All_OG"
"9480","OG15049",0.2201,"All_OG"
"9481","OG5663",0.1469,"All_OG"
"9482","OG7442",0.0662,"All_OG"
"9483","OG9173",0.3559,"All_OG"
"9484","OG18263",0.1738,"All_OG"
"9485","OG16633",0.1411,"All_OG"
"9486","OG9017",0.316,"All_OG"
"9487","OG2576",0.1377,"All_OG"
"9488","OG13855",0.3894,"All_OG"
"9489","OG5360",0.1242,"All_OG"
"9490","OG10831",0.3241,"All_OG"
"9491","OG15203",0.2344,"All_OG"
"9492","OG7627",0.3523,"All_OG"
"9493","OG4216",0.0619,"All_OG"
"9494","OG17374",0.1843,"All_OG"
"9495","OG3805",0.2101,"All_OG"
"9496","OG3813",0.0611,"All_OG"
"9497","OG1231",0.2002,"All_OG"
"9498","OG3516",0.0742,"All_OG"
"9499","OG12865",0.20545,"All_OG"
"9500","OG9302",0.2391,"All_OG"
"9501","OG16953",0.46255,"All_OG"
"9502","OG5245",0.27855,"All_OG"
"9503","OG2023",0.0136,"All_OG"
"9504","OG3180",0.2394,"All_OG"
"9505","OG12502",0.3733,"All_OG"
"9506","OG7762",0.3269,"All_OG"
"9507","OG7797",0.2486,"All_OG"
"9508","OG12446",0.2997,"All_OG"
"9509","OG8186",0.21575,"All_OG"
"9510","OG6350",0.4931,"All_OG"
"9511","OG5300",0.1986,"All_OG"
"9512","OG17779",0.20755,"All_OG"
"9513","OG4732",0.1865,"All_OG"
"9514","OG18410",0.1933,"All_OG"
"9515","OG14639",0.0619,"All_OG"
"9516","OG8588",0.35815,"All_OG"
"9517","OG11448",0.2089,"All_OG"
"9518","OG14148",0.0846,"All_OG"
"9519","OG9861",0.3539,"All_OG"
"9520","OG4691",0.1858,"All_OG"
"9521","OG9393",0.16205,"All_OG"
"9522","OG6182",0.22075,"All_OG"
"9523","OG4928",0.3479,"All_OG"
"9524","OG8385",0.4319,"All_OG"
"9525","OG4638",0.36185,"All_OG"
"9526","OG5947",0.3822,"All_OG"
"9527","OG9337",0.36425,"All_OG"
"9528","OG14270",0.21175,"All_OG"
"9529","OG8877",0.2128,"All_OG"
"9530","OG3617",0.1265,"All_OG"
"9531","OG4827",0.203,"All_OG"
"9532","OG18165",0.15425,"All_OG"
"9533","OG1357",0.0599,"All_OG"
"9534","OG9365",0.455,"All_OG"
"9535","OG1611",0.02335,"All_OG"
"9536","OG11550",0.2685,"All_OG"
"9537","OG9751",0.3611,"All_OG"
"9538","OG8067",0.24985,"All_OG"
"9539","OG13608",0.3336,"All_OG"
"9540","OG18017",0.2352,"All_OG"
"9541","OG17620",0.1955,"All_OG"
"9542","OG8666",0.2465,"All_OG"
"9543","OG13642",0.28015,"All_OG"
