"X1"	"OG"	"dN_dS"	"species_num"	"protein_num"	"average_duplicate"	"group"
6853	"OG11891"	0.3607	14	14	1	"g2"
6854	"OG10160"	0.4252	22	22	1	"g2"
6855	"OG15620"	0.1451	8	8	1	"g1"
6856	"OG10830"	0.272	18	18	1	"g2"
6857	"OG3710"	0.1679	299	303	1.013377926	"g7"
6858	"OG12945"	0.2966	10	11	1.1	"g1"
6859	"OG4143"	0.1887	274	278	1.01459854	"g7"
6860	"OG2762"	0.1616	329	333	1.012158055	"g7"
6861	"OG5327"	0.1074	143	145	1.013986014	"g4"
6862	"OG14435"	0.1846	9	9	1	"g1"
6863	"OG2790"	0.08685	326	332	1.018404908	"g7"
6864	"OG16063"	0.285	8	8	1	"g1"
6865	"OG3368"	0.2299	313	316	1.009584665	"g7"
6866	"OG15681"	0.19945	8	8	1	"g1"
6867	"OG9666"	0.3306	25	25	1	"g2"
6868	"OG6665"	0.3032	67	67	1	"g3"
6869	"OG13577"	0.1543	9	10	1.111111111	"g1"
6870	"OG2169"	0.1232	341	343	1.005865103	"g7"
6871	"OG15350"	0.1651	9	9	1	"g1"
6872	"OG3123"	0.0932	223	324	1.452914798	"g6"
6873	"OG3688"	0.17	301	304	1.009966777	"g7"
6874	"OG5314"	0.1171	106	147	1.386792453	"g4"
6875	"OG8595"	0.34535	33	34	1.03030303	"g2"
6876	"OG16459"	0.0674	8	8	1	"g1"
6877	"OG17086"	0.1947	7	7	1	"g1"
6878	"OG10463"	0.33905	18	20	1.111111111	"g2"
6879	"OG2879"	0.14675	325	330	1.015384615	"g7"
6880	"OG17241"	0.1356	7	7	1	"g1"
6881	"OG8549"	0.2179	34	34	1	"g2"
6882	"OG17863"	0.06945	7	7	1	"g1"
6883	"OG14056"	0.3688	9	10	1.111111111	"g1"
6884	"OG6911"	0.3371	62	62	1	"g3"
6885	"OG7981"	0.36075	41	41	1	"g2"
6886	"OG18625"	0.177	7	7	1	"g1"
6887	"OG7899"	0.1744	42	43	1.023809524	"g2"
6888	"OG9812"	0.0648	21	24	1.142857143	"g2"
6889	"OG17403"	0.1993	7	7	1	"g1"
6891	"OG18445"	0.1738	7	7	1	"g1"
6892	"OG11690"	0.1945	15	15	1	"g2"
6893	"OG4007"	0.3761	285	287	1.007017544	"g7"
6894	"OG6479"	0.39805	67	71	1.059701493	"g3"
6895	"OG6548"	0.183	70	70	1	"g3"
6896	"OG3433"	0.3837	311	314	1.009646302	"g7"
6897	"OG2909"	0.0964	294	329	1.119047619	"g7"
6898	"OG12462"	0.32055	13	13	1	"g2"
6899	"OG5148"	0.2895	168	169	1.005952381	"g5"
6900	"OG8187"	0.23305	38	38	1	"g2"
6901	"OG3655"	0.1194	302	306	1.013245033	"g7"
6902	"OG2903"	0.13145	326	329	1.009202454	"g7"
6903	"OG4359"	0.1844	260	260	1	"g7"
6904	"OG10316"	0.61955	21	21	1	"g2"
6905	"OG2617"	0.2868	328	335	1.021341463	"g7"
6906	"OG8663"	0.2723	33	33	1	"g2"
6907	"OG12690"	0.25715	8	12	1.5	"g1"
6908	"OG12911"	0.482	12	12	1	"g2"
6909	"OG12873"	0.32935	12	12	1	"g2"
6910	"OG17438"	0.2855	7	7	1	"g1"
6911	"OG10257"	0.1743	21	21	1	"g2"
6912	"OG9429"	0.4309	24	27	1.125	"g2"
6913	"OG5467"	0.06385	117	124	1.05982906	"g4"
6914	"OG5794"	0.4386	89	94	1.056179775	"g3"
6915	"OG3724"	0.46555	299	303	1.013377926	"g7"
6916	"OG9143"	0.2699	28	29	1.035714286	"g2"
6917	"OG7349"	0.2124	52	53	1.019230769	"g3"
6918	"OG2391"	0.1157	340	340	1	"g7"
6919	"OG16040"	0.2798	8	8	1	"g1"
6920	"OG10323"	0.5108	15	21	1.4	"g2"
6921	"OG11689"	0.2984	15	15	1	"g2"
6922	"OG4250"	0.1924	267	269	1.007490637	"g7"
6923	"OG17199"	0.2035	7	7	1	"g1"
6924	"OG11220"	0.15785	17	17	1	"g2"
6925	"OG9025"	0.3078	30	30	1	"g2"
6926	"OG12670"	0.24765	11	12	1.090909091	"g2"
6927	"OG7743"	0.2901	45	46	1.022222222	"g2"
6928	"OG3328"	0.1874	314	317	1.00955414	"g7"
6929	"OG2899"	0.1023	313	330	1.054313099	"g7"
6930	"OG15887"	0.2418	8	8	1	"g1"
6931	"OG13925"	0.2975	10	10	1	"g1"
6932	"OG2964"	0.2284	324	328	1.012345679	"g7"
6933	"OG9136"	0.4214	29	29	1	"g2"
6934	"OG7883"	0.3292	40	43	1.075	"g2"
6935	"OG5881"	0.0322	88	91	1.034090909	"g3"
6936	"OG7956"	0.1434	41	42	1.024390244	"g2"
6937	"OG10862"	0.171	16	18	1.125	"g2"
6938	"OG16565"	0.3528	8	8	1	"g1"
6939	"OG6813"	0.1807	64	64	1	"g3"
6940	"OG7541"	0.29645	48	49	1.020833333	"g2"
6941	"OG2377"	0.0665	336	340	1.011904762	"g7"
6942	"OG5923"	0.2781	88	90	1.022727273	"g3"
6943	"OG16266"	0.0371	7	8	1.142857143	"g1"
6944	"OG15110"	0.2389	9	9	1	"g1"
6945	"OG7416"	0.24055	50	51	1.02	"g2"
6946	"OG6928"	0.2328	58	61	1.051724138	"g3"
6947	"OG10975"	0.24065	17	18	1.058823529	"g2"
6948	"OG16726"	0.25665	8	8	1	"g1"
6949	"OG10814"	0.1702	18	18	1	"g2"
6950	"OG13216"	0.2996	11	11	1	"g2"
6951	"OG9401"	0.0897	27	27	1	"g2"
6952	"OG3623"	0.2199	304	307	1.009868421	"g7"
6953	"OG8241"	0.2286	36	37	1.027777778	"g2"
6954	"OG2666"	0.08955	261	335	1.283524904	"g7"
6955	"OG9182"	0.3056	29	29	1	"g2"
6956	"OG14855"	0.33565	9	9	1	"g1"
6957	"OG14300"	0.4318	10	10	1	"g1"
6958	"OG14992"	0.29685	9	9	1	"g1"
6959	"OG16797"	0.4145	8	8	1	"g1"
6960	"OG5078"	0.0595	133	179	1.345864662	"g4"
6961	"OG1484"	0.0411	343	360	1.049562682	"g7"
6962	"OG13015"	0.157	11	11	1	"g2"
6963	"OG18400"	0.321	7	7	1	"g1"
6964	"OG7935"	0.13025	42	42	1	"g2"
6965	"OG4095"	0.24525	277	281	1.014440433	"g7"
6966	"OG17784"	1.3143	7	7	1	"g1"
6967	"OG15767"	0.25325	8	8	1	"g1"
6968	"OG15404"	0.2011	9	9	1	"g1"
6969	"OG5390"	0.1589	138	138	1	"g4"
6970	"OG7232"	0.1522	51	55	1.078431373	"g3"
6971	"OG7606"	0.10935	48	48	1	"g2"
6972	"OG9532"	0.2192	25	26	1.04	"g2"
6973	"OG11918"	0.2682	13	14	1.076923077	"g2"
6974	"OG8647"	0.2889	33	33	1	"g2"
6975	"OG18197"	0.23775	7	7	1	"g1"
6976	"OG14682"	0.37055	9	9	1	"g1"
6977	"OG7021"	0.3968	59	59	1	"g3"
6978	"OG13814"	0.2198	10	10	1	"g1"
6979	"OG8428"	0.13135	33	35	1.060606061	"g2"
6980	"OG9753"	0.1539	23	24	1.043478261	"g2"
6981	"OG3625"	0.3042	304	307	1.009868421	"g7"
6982	"OG4392"	0.36735	255	258	1.011764706	"g7"
6983	"OG13932"	0.2661	9	10	1.111111111	"g1"
6984	"OG5102"	0.3226	164	176	1.073170732	"g5"
6985	"OG17731"	0.1054	7	7	1	"g1"
6986	"OG5609"	0.16	97	106	1.092783505	"g3"
6987	"OG8645"	0.4265	32	33	1.03125	"g2"
6988	"OG5908"	0.36565	89	90	1.011235955	"g3"
6989	"OG10985"	0.3874	18	18	1	"g2"
6990	"OG7230"	0.17765	54	55	1.018518519	"g3"
6991	"OG8226"	0.2829	34	37	1.088235294	"g2"
6992	"OG8815"	0.0524	32	32	1	"g2"
6993	"OG17849"	0.3605	7	7	1	"g1"
6994	"OG14381"	0.0978	9	9	1	"g1"
6995	"OG15907"	0.244	8	8	1	"g1"
6996	"OG11925"	0.3249	13	14	1.076923077	"g2"
6997	"OG6715"	0.33395	64	66	1.03125	"g3"
6998	"OG4587"	0.2483	214	242	1.130841121	"g6"
6999	"OG5682"	0.074	97	101	1.041237113	"g3"
7000	"OG13597"	0.1921	10	10	1	"g1"
7001	"OG13123"	0.221	10	11	1.1	"g1"
7002	"OG4542"	0.3415	241	246	1.020746888	"g6"
7003	"OG7594"	0.275	38	48	1.263157895	"g2"
7004	"OG7394"	0.4047	51	52	1.019607843	"g3"
7005	"OG17817"	0.27065	7	7	1	"g1"
7006	"OG4411"	0.2049	253	257	1.015810277	"g7"
7007	"OG4345"	0.2567	259	262	1.011583012	"g7"
7008	"OG5837"	0.448	92	92	1	"g3"
7009	"OG14703"	0.19265	9	9	1	"g1"
7010	"OG8995"	0.3366	30	30	1	"g2"
7011	"OG1330"	0.225	334	376	1.125748503	"g7"
7012	"OG5189"	0.30085	160	162	1.0125	"g5"
7013	"OG5647"	0.0997	103	104	1.009708738	"g4"
7014	"OG18416"	0.3587	7	7	1	"g1"
7015	"OG3765"	0.47445	299	301	1.006688963	"g7"
7016	"OG7938"	0.2089	41	42	1.024390244	"g2"
7017	"OG11219"	0.18375	16	17	1.0625	"g2"
7018	"OG9558"	0.3439	26	26	1	"g2"
7019	"OG6476"	0.2205	71	71	1	"g3"
7020	"OG16207"	0.36105	8	8	1	"g1"
7021	"OG2158"	0.133	341	343	1.005865103	"g7"
7022	"OG16981"	0.2592	8	8	1	"g1"
7023	"OG16398"	0.24125	7	8	1.142857143	"g1"
7024	"OG11807"	0.3512	12	14	1.166666667	"g2"
7025	"OG14301"	0.5414	10	10	1	"g1"
7026	"OG12290"	0.19325	13	13	1	"g2"
7027	"OG7450"	0.28035	50	51	1.02	"g2"
7028	"OG3000"	0.1358	325	327	1.006153846	"g7"
7029	"OG3514"	0.2553	309	311	1.006472492	"g7"
7030	"OG4825"	0.2528	212	213	1.004716981	"g6"
7031	"OG13828"	0.2864	10	10	1	"g1"
7032	"OG1901"	0.0593	341	347	1.017595308	"g7"
7033	"OG9051"	0.2904	30	30	1	"g2"
7034	"OG13724"	0.39815	9	10	1.111111111	"g1"
7035	"OG13826"	0.3105	10	10	1	"g1"
7036	"OG12727"	0.30345	12	12	1	"g2"
7037	"OG8046"	0.2318	40	40	1	"g2"
7038	"OG1674"	0.0921	339	351	1.03539823	"g7"
7039	"OG15780"	0.2237	8	8	1	"g1"
7040	"OG9739"	0.26555	25	25	1	"g2"
7041	"OG11103"	0.3788	17	17	1	"g2"
7042	"OG8589"	0.1502	34	34	1	"g2"
7043	"OG4367"	0.1733	246	259	1.052845528	"g6"
7044	"OG9407"	0.2712	27	27	1	"g2"
7045	"OG17667"	0.1845	7	7	1	"g1"
7046	"OG14089"	0.37865	10	10	1	"g1"
7047	"OG8288"	0.4282	37	37	1	"g2"
7048	"OG14226"	0.2094	10	10	1	"g1"
7049	"OG6693"	0.14695	64	66	1.03125	"g3"
7050	"OG15131"	0.193	9	9	1	"g1"
7051	"OG6027"	0.3831	86	86	1	"g3"
7052	"OG17525"	0.201	7	7	1	"g1"
7053	"OG10439"	0.2491	20	20	1	"g2"
7054	"OG12283"	0.4122	13	13	1	"g2"
7055	"OG5038"	0.1489	175	184	1.051428571	"g5"
7056	"OG9177"	0.101	29	29	1	"g2"
7057	"OG2435"	0.06725	334	339	1.01497006	"g7"
7058	"OG2812"	0.1371	328	332	1.012195122	"g7"
7059	"OG6707"	0.3691	64	66	1.03125	"g3"
7060	"OG12042"	0.3768	14	14	1	"g2"
7061	"OG3701"	0.2319	289	304	1.051903114	"g7"
7062	"OG5700"	0.2576	100	100	1	"g3"
7063	"OG7885"	0.304	42	43	1.023809524	"g2"
7064	"OG7209"	0.53415	55	55	1	"g3"
7065	"OG8775"	0.1571	32	32	1	"g2"
7066	"OG3599"	0.2644	306	308	1.006535948	"g7"
7067	"OG13639"	0.3502	9	10	1.111111111	"g1"
7068	"OG9906"	0.097	23	23	1	"g2"
7069	"OG6243"	0.30795	78	78	1	"g3"
7070	"OG4560"	0.2777	242	244	1.008264463	"g6"
7071	"OG3993"	0.2526	279	287	1.028673835	"g7"
7072	"OG2893"	0.08845	317	330	1.041009464	"g7"
7073	"OG5644"	0.16765	80	104	1.3	"g3"
7074	"OG4217"	0.2706	267	271	1.014981273	"g7"
7075	"OG9355"	0.07355	27	27	1	"g2"
7076	"OG2462"	0.01465	330	338	1.024242424	"g7"
7077	"OG11784"	0.2332	15	15	1	"g2"
7078	"OG4085"	0.2742	281	282	1.003558719	"g7"
7079	"OG15082"	0.2221	8	9	1.125	"g1"
7080	"OG14113"	0.5324	9	10	1.111111111	"g1"
7081	"OG10104"	0.4335	19	22	1.157894737	"g2"
7082	"OG9674"	0.2302	25	25	1	"g2"
7083	"OG15469"	0.3086	9	9	1	"g1"
7084	"OG6858"	0.26935	63	63	1	"g3"
7085	"OG14467"	0.21335	9	9	1	"g1"
7086	"OG8894"	0.4147	29	31	1.068965517	"g2"
7087	"OG2215"	0.1664	339	342	1.008849558	"g7"
7088	"OG3959"	0.2384	287	290	1.010452962	"g7"
7089	"OG7165"	0.3324	56	56	1	"g3"
7090	"OG11002"	0.2845	18	18	1	"g2"
7091	"OG4258"	0.1736	266	269	1.011278195	"g7"
7092	"OG15802"	0.1772	8	8	1	"g1"
7093	"OG11606"	0.0824	15	15	1	"g2"
7094	"OG3513"	0.2201	302	311	1.029801325	"g7"
7095	"OG10447"	0.21645	19	20	1.052631579	"g2"
7096	"OG9545"	0.3689	26	26	1	"g2"
7097	"OG10437"	0.2962	20	20	1	"g2"
7098	"OG18256"	0.09725	7	7	1	"g1"
7099	"OG10395"	0.1795	21	21	1	"g2"
7100	"OG13947"	0.1957	10	10	1	"g1"
7101	"OG4919"	0.0877	185	199	1.075675676	"g5"
7102	"OG9538"	0.2106	26	26	1	"g2"
7103	"OG15229"	0.3139	9	9	1	"g1"
7104	"OG5751"	0.2486	96	96	1	"g3"
7105	"OG12639"	0.3332	11	12	1.090909091	"g2"
7106	"OG2652"	0.1141	327	335	1.024464832	"g7"
7107	"OG16244"	0.3198	8	8	1	"g1"
7108	"OG8438"	0.1709	34	35	1.029411765	"g2"
7109	"OG14076"	0.4316	10	10	1	"g1"
7110	"OG2129"	0.0418	341	344	1.008797654	"g7"
7111	"OG4206"	0.0922	228	272	1.192982456	"g6"
7112	"OG15373"	0.12015	9	9	1	"g1"
7113	"OG8790"	0.18	31	32	1.032258065	"g2"
7114	"OG17201"	0.161	7	7	1	"g1"
7115	"OG8121"	0.15835	38	39	1.026315789	"g2"
7116	"OG4315"	0.3037	262	264	1.007633588	"g7"
7117	"OG9856"	0.2422	24	24	1	"g2"
7118	"OG10922"	0.30855	18	18	1	"g2"
7119	"OG3594"	0.1349	303	308	1.01650165	"g7"
7120	"OG13748"	0.4049	10	10	1	"g1"
7121	"OG11947"	0.0794	14	14	1	"g2"
7122	"OG6285"	0.0251	66	76	1.151515152	"g3"
7123	"OG10063"	0.2212	20	22	1.1	"g2"
7124	"OG7518"	0.36605	49	50	1.020408163	"g2"
7125	"OG10277"	0.1729	18	21	1.166666667	"g2"
7126	"OG13832"	0.1925	10	10	1	"g1"
7127	"OG5605"	0.18185	80	107	1.3375	"g3"
7128	"OG14673"	0.18	9	9	1	"g1"
7129	"OG10606"	0.3529	19	19	1	"g2"
7130	"OG2421"	0.0957	336	339	1.008928571	"g7"
7131	"OG7427"	0.3672	50	51	1.02	"g2"
7132	"OG16977"	0.9559	8	8	1	"g1"
7133	"OG14854"	0.3874	9	9	1	"g1"
7134	"OG18164"	0.2458	7	7	1	"g1"
7135	"OG3578"	0.1396	303	309	1.01980198	"g7"
7136	"OG4846"	0.402	206	210	1.019417476	"g6"
7137	"OG9920"	0.2458	23	23	1	"g2"
7138	"OG8154"	0.3084	39	39	1	"g2"
7139	"OG13208"	1.6708	10	11	1.1	"g1"
7140	"OG1846"	0.136	342	348	1.01754386	"g7"
7141	"OG11160"	0.14755	17	17	1	"g2"
7142	"OG1861"	0.147	341	347	1.017595308	"g7"
7143	"OG1994"	0.20145	339	346	1.020648968	"g7"
7144	"OG11164"	0.3856	16	17	1.0625	"g2"
7145	"OG9979"	0.1095	23	23	1	"g2"
7146	"OG10126"	0.3794	17	22	1.294117647	"g2"
7147	"OG12950"	0.0742	10	11	1.1	"g1"
7148	"OG11923"	0.1461	14	14	1	"g2"
7149	"OG15141"	0.4106	9	9	1	"g1"
7150	"OG11680"	0.3781	15	15	1	"g2"
7151	"OG10211"	0.32865	22	22	1	"g2"
7152	"OG13609"	0.309	10	10	1	"g1"
7153	"OG12473"	0.35375	12	13	1.083333333	"g2"
7154	"OG8238"	0.3069	32	37	1.15625	"g2"
7155	"OG3690"	0.2022	294	304	1.034013605	"g7"
7156	"OG8503"	0.2245	34	35	1.029411765	"g2"
7157	"OG7745"	0.2107	44	45	1.022727273	"g2"
7158	"OG12607"	0.3789	11	12	1.090909091	"g2"
7159	"OG12450"	0.29845	13	13	1	"g2"
7160	"OG15159"	0.3233	9	9	1	"g1"
7161	"OG9808"	0.31985	22	24	1.090909091	"g2"
7162	"OG6602"	0.2473	67	68	1.014925373	"g3"
7163	"OG2061"	0.09305	330	345	1.045454545	"g7"
7164	"OG12154"	0.20325	12	13	1.083333333	"g2"
7165	"OG14559"	0.2318	9	9	1	"g1"
7166	"OG6457"	0.3553	55	72	1.309090909	"g3"
7167	"OG2849"	0.0809	297	331	1.114478114	"g7"
7168	"OG2685"	0.2248	329	334	1.015197568	"g7"
7169	"OG14530"	0.3131	9	9	1	"g1"
7170	"OG18355"	0.272	7	7	1	"g1"
7171	"OG10120"	0.3736	22	22	1	"g2"
7172	"OG1479"	0.11	343	360	1.049562682	"g7"
7173	"OG2887"	0.1908	327	330	1.009174312	"g7"
7174	"OG10720"	0.3975	19	19	1	"g2"
7175	"OG16579"	0.2741	8	8	1	"g1"
7176	"OG7808"	0.27075	44	44	1	"g2"
7177	"OG11041"	0.29335	17	17	1	"g2"
7178	"OG15554"	0.08125	9	9	1	"g1"
7179	"OG16837"	0.297	8	8	1	"g1"
7180	"OG12902"	0.47075	12	12	1	"g2"
7181	"OG8895"	0.2695	31	31	1	"g2"
7182	"OG13873"	0.4311	10	10	1	"g1"
7183	"OG7202"	0.1444	49	55	1.12244898	"g2"
7184	"OG8774"	0.1404	27	32	1.185185185	"g2"
7185	"OG4236"	0.116	268	270	1.007462687	"g7"
7186	"OG16096"	0.16595	8	8	1	"g1"
7187	"OG12177"	0.4307	9	13	1.444444444	"g1"
7188	"OG13704"	0.384	9	10	1.111111111	"g1"
7189	"OG6684"	0.4167	44	66	1.5	"g2"
7190	"OG7813"	0.3452	42	44	1.047619048	"g2"
7191	"OG8943"	0.3632	31	31	1	"g2"
7192	"OG2410"	0.2143	333	339	1.018018018	"g7"
7193	"OG1671"	0.047	342	351	1.026315789	"g7"
7194	"OG9672"	0.29335	25	25	1	"g2"
7195	"OG11935"	0.1502	14	14	1	"g2"
7196	"OG2983"	0.05245	317	327	1.031545741	"g7"
7197	"OG11712"	0.37785	15	15	1	"g2"
7198	"OG6734"	0.2374	64	66	1.03125	"g3"
7199	"OG16011"	0.3041	8	8	1	"g1"
7200	"OG8368"	0.115	36	36	1	"g2"
7201	"OG11204"	0.3832	17	17	1	"g2"
7202	"OG10560"	0.2695	20	20	1	"g2"
7203	"OG7252"	0.3673	53	54	1.018867925	"g3"
7204	"OG2303"	0.1344	339	341	1.005899705	"g7"
7205	"OG2886"	0.225	324	330	1.018518519	"g7"
7206	"OG9876"	0.18575	24	24	1	"g2"
7207	"OG3798"	0.1477	294	299	1.017006803	"g7"
7208	"OG2871"	0.1522	326	330	1.012269939	"g7"
7209	"OG6787"	0.2754	63	64	1.015873016	"g3"
7210	"OG15985"	0.0125	8	8	1	"g1"
7211	"OG6785"	0.2879	61	64	1.049180328	"g3"
7212	"OG14431"	0.1975	9	9	1	"g1"
7213	"OG14421"	0.295	9	9	1	"g1"
7214	"OG17539"	0.1288	7	7	1	"g1"
7215	"OG5448"	0.36245	126	127	1.007936508	"g4"
7216	"OG7845"	0.3134	42	44	1.047619048	"g2"
7217	"OG4102"	0.1012	278	281	1.010791367	"g7"
7218	"OG9459"	0.2259	25	26	1.04	"g2"
7219	"OG9444"	0.326	27	27	1	"g2"
7220	"OG5798"	0.3108	94	94	1	"g3"
7221	"OG3068"	0.059	322	325	1.00931677	"g7"
7222	"OG2135"	0.2591	338	344	1.017751479	"g7"
7223	"OG4735"	0.3087	225	225	1	"g6"
7224	"OG12552"	0.35	12	12	1	"g2"
7225	"OG9728"	0.20885	25	25	1	"g2"
7226	"OG6066"	0.189	84	85	1.011904762	"g3"
7227	"OG10047"	0.3682	23	23	1	"g2"
7228	"OG2910"	0.1647	328	329	1.00304878	"g7"
7229	"OG3126"	0.2471	321	324	1.009345794	"g7"
7230	"OG13201"	0.2482	9	11	1.222222222	"g1"
7231	"OG1654"	0.0295	339	352	1.038348083	"g7"
7232	"OG6389"	0.27055	72	73	1.013888889	"g3"
7233	"OG9678"	0.423	25	25	1	"g2"
7234	"OG2278"	0.2371	330	341	1.033333333	"g7"
7235	"OG12939"	0.1519	11	11	1	"g2"
7236	"OG13795"	0.1612	10	10	1	"g1"
7237	"OG3388"	0.3552	309	316	1.022653722	"g7"
7238	"OG16616"	0.2476	8	8	1	"g1"
7239	"OG3043"	0.1464	320	326	1.01875	"g7"
7240	"OG11973"	0.32635	14	14	1	"g2"
7241	"OG10481"	0.2245	20	20	1	"g2"
7242	"OG11013"	0.2088	15	17	1.133333333	"g2"
7243	"OG7546"	0.3374	48	49	1.020833333	"g2"
7244	"OG17069"	0.2998	7	7	1	"g1"
7245	"OG2935"	0.2475	324	329	1.015432099	"g7"
7246	"OG8849"	0.29665	32	32	1	"g2"
7247	"OG4838"	0.0767	205	212	1.034146341	"g6"
7248	"OG5045"	0.1914	182	183	1.005494505	"g5"
7249	"OG10913"	0.1515	18	18	1	"g2"
7250	"OG3268"	0.2454	311	319	1.025723473	"g7"
7251	"OG8687"	0.1484	33	33	1	"g2"
7252	"OG11175"	0.5	17	17	1	"g2"
7253	"OG6886"	0.2808	62	62	1	"g3"
7254	"OG13360"	0.27255	11	11	1	"g2"
7255	"OG9167"	0.17695	29	29	1	"g2"
7256	"OG6535"	0.0391	66	70	1.060606061	"g3"
7257	"OG4492"	0.1807	248	250	1.008064516	"g6"
7258	"OG8508"	0.24175	34	34	1	"g2"
7259	"OG11456"	0.31985	16	16	1	"g2"
7260	"OG3752"	0.16665	300	302	1.006666667	"g7"
7261	"OG18289"	0.3404	7	7	1	"g1"
7262	"OG9857"	0.3536	24	24	1	"g2"
7263	"OG12667"	0.2285	12	12	1	"g2"
7264	"OG18111"	0.46315	7	7	1	"g1"
7265	"OG14764"	0.2023	9	9	1	"g1"
7266	"OG4082"	0.1508	278	282	1.014388489	"g7"
7267	"OG3584"	0.24475	305	309	1.013114754	"g7"
7268	"OG9845"	0.3196	21	24	1.142857143	"g2"
7269	"OG8970"	0.3811	30	31	1.033333333	"g2"
7270	"OG18348"	0.3378	7	7	1	"g1"
7271	"OG14718"	0.3079	9	9	1	"g1"
7272	"OG14871"	0.2762	9	9	1	"g1"
7273	"OG8053"	0.35455	40	40	1	"g2"
7274	"OG10062"	0.2082	21	22	1.047619048	"g2"
7275	"OG2365"	0.1191	337	340	1.008902077	"g7"
7276	"OG4742"	0.1831	219	224	1.02283105	"g6"
7277	"OG9413"	0.18655	27	27	1	"g2"
7278	"OG17240"	0.21545	7	7	1	"g1"
7279	"OG3503"	0.13195	206	312	1.514563107	"g6"
7280	"OG4721"	0.22155	217	227	1.046082949	"g6"
7281	"OG11330"	0.3148	16	16	1	"g2"
7282	"OG15418"	0.4206	9	9	1	"g1"
7283	"OG15712"	0.3288	8	8	1	"g1"
7284	"OG18711"	0.27795	7	7	1	"g1"
7285	"OG5809"	0.3598	92	93	1.010869565	"g3"
7286	"OG15642"	0.3796	8	8	1	"g1"
7287	"OG2200"	0.1028	337	343	1.017804154	"g7"
7288	"OG4506"	0.0518	245	248	1.012244898	"g6"
7289	"OG2091"	0.0938	342	344	1.005847953	"g7"
7290	"OG5326"	0.2372	143	145	1.013986014	"g4"
7291	"OG15650"	0.2336	8	8	1	"g1"
7292	"OG9520"	0.402	26	26	1	"g2"
7293	"OG7437"	0.27895	51	51	1	"g3"
7294	"OG16210"	0.26155	8	8	1	"g1"
7295	"OG3708"	0.1325	298	303	1.016778523	"g7"
7296	"OG16707"	0.2148	8	8	1	"g1"
7297	"OG2011"	0.098	327	345	1.055045872	"g7"
7298	"OG2262"	0.1	337	342	1.014836795	"g7"
7299	"OG5312"	0.1429	144	147	1.020833333	"g4"
7300	"OG8724"	0.29365	33	33	1	"g2"
7301	"OG2282"	0.1323	338	341	1.00887574	"g7"
7302	"OG11200"	0.23155	17	17	1	"g2"
7303	"OG11060"	0.03565	17	17	1	"g2"
7304	"OG10707"	0.3418	18	19	1.055555556	"g2"
7305	"OG12090"	0.355	14	14	1	"g2"
7306	"OG6810"	0.36405	64	64	1	"g3"
7307	"OG2936"	0.1311	323	329	1.018575851	"g7"
7308	"OG4465"	0.15635	250	252	1.008	"g6"
7309	"OG9125"	0.1764	25	29	1.16	"g2"
7310	"OG13859"	0.3179	10	10	1	"g1"
7311	"OG7916"	0.21735	40	42	1.05	"g2"
7312	"OG3138"	0.1515	319	323	1.012539185	"g7"
7313	"OG17530"	0.1991	7	7	1	"g1"
7314	"OG4194"	0.2465	272	274	1.007352941	"g7"
7315	"OG6011"	0.0834	87	87	1	"g3"
7316	"OG8345"	0.2235	35	36	1.028571429	"g2"
7317	"OG3455"	0.2826	312	313	1.003205128	"g7"
7318	"OG10219"	0.4152	21	21	1	"g2"
7319	"OG2114"	0.1098	341	344	1.008797654	"g7"
7320	"OG11104"	0.30975	17	17	1	"g2"
7321	"OG11786"	0.28385	15	15	1	"g2"
7322	"OG17821"	0.1492	7	7	1	"g1"
7323	"OG4945"	0.2488	186	196	1.053763441	"g5"
7324	"OG17936"	0.0685	7	7	1	"g1"
7325	"OG1462"	0.03975	279	362	1.297491039	"g7"
7326	"OG2560"	0.1854	334	337	1.008982036	"g7"
7327	"OG16338"	0.1562	8	8	1	"g1"
7328	"OG2062"	0.1047	341	345	1.011730205	"g7"
7329	"OG1816"	0.2123	340	348	1.023529412	"g7"
7330	"OG7367"	0.19465	51	52	1.019607843	"g3"
7331	"OG4895"	0.1333	190	203	1.068421053	"g5"
7332	"OG5316"	0.256	142	146	1.028169014	"g4"
7333	"OG3443"	0.1717	311	314	1.009646302	"g7"
7334	"OG8583"	0.33615	33	34	1.03030303	"g2"
7335	"OG1913"	0.0493	342	347	1.014619883	"g7"
7336	"OG6008"	0.3087	87	87	1	"g3"
7337	"OG7390"	0.2189	49	52	1.06122449	"g2"
7338	"OG7266"	0.36295	35	54	1.542857143	"g2"
7339	"OG7659"	0.3761	47	47	1	"g2"
7340	"OG9524"	0.23965	26	26	1	"g2"
7341	"OG14002"	0.4747	10	10	1	"g1"
7342	"OG7062"	0.1015	58	58	1	"g3"
7343	"OG9511"	0.1989	23	26	1.130434783	"g2"
7344	"OG13858"	0.247	8	10	1.25	"g1"
7345	"OG13348"	0.41175	10	11	1.1	"g1"
7346	"OG15926"	0.3563	8	8	1	"g1"
7347	"OG7882"	0.37955	42	43	1.023809524	"g2"
7348	"OG4253"	0.1152	266	269	1.011278195	"g7"
7349	"OG18122"	0.1909	7	7	1	"g1"
7350	"OG6601"	0.1799	68	68	1	"g3"
7351	"OG14349"	0.31205	9	9	1	"g1"
7352	"OG16785"	0.25705	8	8	1	"g1"
7353	"OG16221"	0.32995	8	8	1	"g1"
7354	"OG14388"	0.25115	9	9	1	"g1"
