"X1"	"OG"	"dN_dS"	"representative"	"locus"	"positive_num"	"uniprotID"	"geneID"
7119	"OG3594"	0.1349	"Saccharomyces_cerevisiae@YGR037C"	"YGR037C"	NA	"P31787"	"ACBP"
7122	"OG6285"	0.0251	"Saccharomyces_cerevisiae@YER054C"	"YER054C"	1	"P40036"	"GIP2"
7130	"OG2421"	0.0957	"Saccharomyces_cerevisiae@YNL032W"	"YNL032W"	NA	"P53965"	"SIW14"
7131	"OG7427"	0.3672	"Saccharomyces_cerevisiae@YMR282C"	"YMR282C"	NA	"P22136"	"AEP2"
7135	"OG3578"	0.1396	"Saccharomyces_cerevisiae@YHR171W"	"YHR171W"	NA	"P38862"	"ATG7"
7140	"OG1846"	0.136	"Saccharomyces_cerevisiae@YDR238C"	"YDR238C"	NA	"P41810"	"COPB"
7142	"OG1861"	0.147	"Saccharomyces_cerevisiae@YNL287W"	"YNL287W"	NA	"P32074"	"COPG"
7143	"OG1994"	0.20145	"Saccharomyces_cerevisiae@YPL195W"	"YPL195W"	NA	"Q08951"	"AP3D"
7150	"OG11680"	0.3781	"Saccharomyces_cerevisiae@YIL102C-A"	"YIL102C-A"	NA	"Q2V2P5"	"YI102"
7155	"OG3690"	0.2022	"Saccharomyces_cerevisiae@YHR142W"	"YHR142W"	NA	"P38843"	"CHS7"
7162	"OG6602"	0.2473	"Saccharomyces_cerevisiae@YEL043W"	"YEL043W"	NA	"P32618"	"YEF3"
7163	"OG2061"	0.09305	"Saccharomyces_cerevisiae@YDR487C"	"YDR487C"	NA	"Q99258"	"RIB3"
7167	"OG2849"	0.0809	"Saccharomyces_cerevisiae@YNL197C"	"YNL197C"	1	"P34761"	"WHI3"
7168	"OG2685"	0.2248	"Saccharomyces_cerevisiae@YOL003C"	"YOL003C"	1	"Q12006"	"PFA4"
7172	"OG1479"	0.11	"Saccharomyces_cerevisiae@YJR143C"	"YJR143C"	NA	"P46971"	"PMT4"
7173	"OG2887"	0.1908	"Saccharomyces_cerevisiae@YDR101C"	"YDR101C"	NA	"Q03862"	"ARX1"
7181	"OG8895"	0.2695	"Saccharomyces_cerevisiae@YLR254C"	"YLR254C"	NA	"Q06568"	"NDE1"
7185	"OG4236"	0.116	"Saccharomyces_cerevisiae@YDR115W"	"YDR115W"	NA	"Q04598"	"RM34"
7190	"OG7813"	0.3452	"Saccharomyces_cerevisiae@YLR329W"	"YLR329W"	NA	"Q02721"	"TO6BL"
7192	"OG2410"	0.2143	"Saccharomyces_cerevisiae@YHR193C"	"YHR193C"	NA	"P38879"	"NACA"
7193	"OG1671"	0.047	"Saccharomyces_cerevisiae@YKL035W"	"YKL035W"	NA	"P32861"	"UGPA1"
7196	"OG2983"	0.05245	"Saccharomyces_cerevisiae@YLR361C"	"YLR361C"	NA	"Q05924"	"DCR2"
7198	"OG6734"	0.2374	"Saccharomyces_cerevisiae@YBR253W"	"YBR253W"	NA	"P32570"	"MED22"
7204	"OG2303"	0.1344	"Saccharomyces_cerevisiae@YNL083W"	"YNL083W"	1	"D6W196"	"CMC1"
7205	"OG2886"	0.225	"Saccharomyces_cerevisiae@YDL111C"	"YDL111C"	NA	"Q12277"	"RRP42"
7207	"OG3798"	0.1477	"Saccharomyces_cerevisiae@YNL131W"	"YNL131W"	NA	"P49334"	"TOM22"
7208	"OG2871"	0.1522	"Saccharomyces_cerevisiae@YPR167C"	"YPR167C"	NA	"P18408"	"MET16"
7215	"OG5448"	0.36245	"Saccharomyces_cerevisiae@YMR191W"	"YMR191W"	NA	"P42933"	"SPG5"
7217	"OG4102"	0.1012	"Saccharomyces_cerevisiae@YJR025C"	"YJR025C"	NA	"P47096"	"3HAO"
7221	"OG3068"	0.059	"Saccharomyces_cerevisiae@YDR392W"	"YDR392W"	NA	"P06844"	"SPT3"
7222	"OG2135"	0.2591	"Saccharomyces_cerevisiae@YNL182C"	"YNL182C"	NA	"P53877"	"IPI3"
7223	"OG4735"	0.3087	"Saccharomyces_cerevisiae@YKL100C"	"YKL100C"	NA	"P34248"	"YKK0"
7228	"OG2910"	0.1647	"Saccharomyces_cerevisiae@YPL216W"	"YPL216W"	NA	"Q08964"	"YP216"
7229	"OG3126"	0.2471	"Saccharomyces_cerevisiae@YKR065C"	"YKR065C"	NA	"P36147"	"PAM17"
7231	"OG1654"	0.0295	"Saccharomyces_cerevisiae@YHR009C"	"YHR009C"	1	"P38758"	"TDA3"
7232	"OG6389"	0.27055	"Saccharomyces_cerevisiae@YJL073W"	"YJL073W"	NA	"P40358"	"JEM1"
7234	"OG2278"	0.2371	"Saccharomyces_cerevisiae@YPL020C"	"YPL020C"	NA	"Q02724"	"ULP1"
7237	"OG3388"	0.3552	"Saccharomyces_cerevisiae@YLR318W"	"YLR318W"	1	"Q06163"	"TERT"
7239	"OG3043"	0.1464	"Saccharomyces_cerevisiae@YDR408C"	"YDR408C"	NA	"P04161"	"PUR3"
7243	"OG7546"	0.3374	"Saccharomyces_cerevisiae@YIL009C-A"	"YIL009C-A"	NA	"Q03096"	"EST3"
7244	"OG17069"	0.2998	"Saccharomyces_cerevisiae@YCR067C"	"YCR067C"	NA	"P25365"	"SED4"
7245	"OG2935"	0.2475	"Saccharomyces_cerevisiae@YPL083C"	"YPL083C"	1	"Q02825"	"SEN54"
7248	"OG5045"	0.1914	"Saccharomyces_cerevisiae@YCL012C"	"YCL012C"	NA	"Q8J0M4"	"YCB2"
7250	"OG3268"	0.2454	"Saccharomyces_cerevisiae@YKR085C"	"YKR085C"	NA	"P22354"	"RM20"
7256	"OG6535"	0.0391	"Saccharomyces_cerevisiae@YER033C"	"YER033C"	NA	"P40021"	"ZRG8"
7260	"OG3752"	0.16665	"Saccharomyces_cerevisiae@YPL029W"	"YPL029W"	NA	"P32580"	"SUV3"
7266	"OG4082"	0.1508	"Saccharomyces_cerevisiae@YBR173C"	"YBR173C"	NA	"P38293"	"UMP1"
7267	"OG3584"	0.24475	"Saccharomyces_cerevisiae@YOL149W"	"YOL149W"	NA	"Q12517"	"DCP1"
7275	"OG2365"	0.1191	"Saccharomyces_cerevisiae@YJR010W"	"YJR010W"	NA	"P08536"	"MET3"
7287	"OG2200"	0.1028	"Saccharomyces_cerevisiae@YOL140W"	"YOL140W"	NA	"P18544"	"ARGD"
7289	"OG2091"	0.0938	"Saccharomyces_cerevisiae@YGR173W"	"YGR173W"	NA	"P53295"	"RBG2"
7293	"OG7437"	0.27895	"Saccharomyces_cerevisiae@YLR408C"	"YLR408C"	NA	"Q06071"	"BL1S1"
7295	"OG3708"	0.1325	"Saccharomyces_cerevisiae@YLR321C"	"YLR321C"	NA	"Q06168"	"SFH1"
7297	"OG2011"	0.098	"Saccharomyces_cerevisiae@YER019C-A"	"YER019C-A"	NA	"P52871"	"SC6B2"
7298	"OG2262"	0.1	"Saccharomyces_cerevisiae@YNR033W"	"YNR033W"	NA	"P37254"	"PABS"
7299	"OG5312"	0.1429	"Saccharomyces_cerevisiae@YFR018C"	"YFR018C"	1	"P43599"	"YFI8"
7301	"OG2282"	0.1323	"Saccharomyces_cerevisiae@YML022W"	"YML022W"	1	"P49435"	"APT1"
7306	"OG6810"	0.36405	"Saccharomyces_cerevisiae@YKR011C"	"YKR011C"	2	"Q02209"	"YKZ1"
7307	"OG2936"	0.1311	"Saccharomyces_cerevisiae@YPL111W"	"YPL111W"	NA	"P00812"	"ARGI"
7308	"OG4465"	0.15635	"Saccharomyces_cerevisiae@YER048W-A"	"YER048W-A"	1	"Q6Q560"	"ISD11"
7312	"OG3138"	0.1515	"Saccharomyces_cerevisiae@YJL035C"	"YJL035C"	NA	"P47058"	"TAD2"
7314	"OG4194"	0.2465	"Saccharomyces_cerevisiae@YOL018C"	"YOL018C"	NA	"Q08144"	"TLG2"
7317	"OG3455"	0.2826	"Saccharomyces_cerevisiae@YML052W"	"YML052W"	NA	"P54003"	"SUR7"
7319	"OG2114"	0.1098	"Saccharomyces_cerevisiae@YJR035W"	"YJR035W"	NA	"P40352"	"RAD26"
7325	"OG1462"	0.03975	"Saccharomyces_cerevisiae@YBR028C"	"YBR028C"	1	"P38070"	"YPK3"
7326	"OG2560"	0.1854	"Saccharomyces_cerevisiae@YPR045C"	"YPR045C"	NA	"Q12049"	"THP3"
7328	"OG2062"	0.1047	"Saccharomyces_cerevisiae@YDR047W"	"YDR047W"	NA	"P32347"	"DCUP"
7329	"OG1816"	0.2123	"Saccharomyces_cerevisiae@YKL025C"	"YKL025C"	NA	"P36102"	"PAN3"
7331	"OG4895"	0.1333	"Saccharomyces_cerevisiae@YHR029C"	"YHR029C"	NA	"P38765"	"YHI9"
7333	"OG3443"	0.1717	"Saccharomyces_cerevisiae@YGR208W"	"YGR208W"	NA	"P42941"	"SERB"
7335	"OG1913"	0.0493	"Saccharomyces_cerevisiae@YOR145C"	"YOR145C"	NA	"Q99216"	"PNO1"
7339	"OG7659"	0.3761	"Saccharomyces_cerevisiae@YPL018W"	"YPL018W"	NA	"Q02732"	"CENPP"
7348	"OG4253"	0.1152	"Saccharomyces_cerevisiae@YCL001W"	"YCL001W"	1	"P25560"	"RER1"
7366	"OG6809"	0.114	"Saccharomyces_cerevisiae@YNL077W"	"YNL077W"	1	"P53940"	"APJ1"
7373	"OG2488"	0.1488	"Saccharomyces_cerevisiae@YER002W"	"YER002W"	NA	"P40007"	"NOP16"
7380	"OG2236"	0.0677	"Saccharomyces_cerevisiae@YOR157C"	"YOR157C"	NA	"P25043"	"PSB2"
7381	"OG1369"	0.1127	"Saccharomyces_cerevisiae@YGR217W"	"YGR217W"	1	"P50077"	"CCH1"
7382	"OG1613"	0.1418	"Saccharomyces_cerevisiae@YCR093W"	"YCR093W"	2	"P25655"	"NOT1"
7385	"OG3365"	0.1413	"Saccharomyces_cerevisiae@YDL006W"	"YDL006W"	NA	"P35182"	"PP2C1"
7396	"OG2032"	0.0842	"Saccharomyces_cerevisiae@YDR035W"	"YDR035W"	NA	"P14843"	"AROF"
7399	"OG5561"	0.2812	"Saccharomyces_cerevisiae@YCL027W"	"YCL027W"	NA	"P11710"	"FUS1"
7401	"OG3451"	0.0513	"Saccharomyces_cerevisiae@YGL133W"	"YGL133W"	NA	"P53125"	"ITC1"
7402	"OG15773"	0.2196	"Saccharomyces_cerevisiae@YHR056C"	"YHR056C"	4	"P38781"	"RSC30"
7407	"OG5450"	0.2153	"Saccharomyces_cerevisiae@YGR097W"	"YGR097W"	NA	"P48361"	"ASK10"
7409	"OG6425"	0.3477	"Saccharomyces_cerevisiae@YFR043C"	"YFR043C"	1	"P43615"	"IRC6"
7410	"OG2395"	0.3088	"Saccharomyces_cerevisiae@YGR033C"	"YGR033C"	NA	"P53220"	"TIM21"
7412	"OG6352"	0.3064	"Saccharomyces_cerevisiae@YER147C"	"YER147C"	NA	"P40090"	"SCC4"
7413	"OG15640"	0.2042	"Saccharomyces_cerevisiae@YEL016C"	"YEL016C"	4	"P39997"	"NPP2"
7415	"OG3357"	0.1402	"Saccharomyces_cerevisiae@YOR122C"	"YOR122C"	NA	"P07274"	"PROF"
7417	"OG3177"	0.17935	"Saccharomyces_cerevisiae@YGR031W"	"YGR031W"	NA	"P53219"	"IMO32"
7419	"OG1815"	0.04375	"Saccharomyces_cerevisiae@YLR377C"	"YLR377C"	NA	"P09201"	"F16P"
7427	"OG3629"	0.1489	"Saccharomyces_cerevisiae@YMR156C"	"YMR156C"	NA	"Q03796"	"TPP1"
7452	"OG3622"	0.2444	"Saccharomyces_cerevisiae@YLR319C"	"YLR319C"	1	"P41697"	"BUD6"
7453	"OG2966"	0.13345	"Saccharomyces_cerevisiae@YDR316W"	"YDR316W"	1	"Q06668"	"OMS1"
7454	"OG4009"	0.2474	"Saccharomyces_cerevisiae@YBR030W"	"YBR030W"	NA	"P38222"	"RKM3"
7457	"OG1642"	0.0845	"Saccharomyces_cerevisiae@YKL210W"	"YKL210W"	NA	"P22515"	"UBA1"
7458	"OG2592"	0.0446	"Saccharomyces_cerevisiae@YMR290C"	"YMR290C"	NA	"Q03532"	"HAS1"
7464	"OG1252"	0.13665	"Saccharomyces_cerevisiae@YDR380W"	"YDR380W"	NA	"Q06408"	"ARO10"
7465	"OG3567"	0.131	"Saccharomyces_cerevisiae@YKR042W"	"YKR042W"	3	"P36135"	"UTH1"
7468	"OG6445"	0.3091	"Saccharomyces_cerevisiae@YMR052W"	"YMR052W"	NA	"P46671"	"FAR3"
7471	"OG3682"	0.2125	"Saccharomyces_cerevisiae@YOL002C"	"YOL002C"	NA	"Q12442"	"IZH2"
7472	"OG11033"	0.40665	"Saccharomyces_cerevisiae@YLR233C"	"YLR233C"	NA	"P17214"	"EST1"
7473	"OG2746"	0.0887	"Saccharomyces_cerevisiae@YIL094C"	"YIL094C"	NA	"P40495"	"LYS12"
7475	"OG2782"	0.2213	"Saccharomyces_cerevisiae@YHR075C"	"YHR075C"	NA	"P38796"	"PPME1"
7476	"OG4388"	0.31155	"Saccharomyces_cerevisiae@YDR395W"	"YDR395W"	NA	"Q04175"	"SXM1"
7482	"OG2057"	0.1138	"Saccharomyces_cerevisiae@YDL205C"	"YDL205C"	NA	"P28789"	"HEM3"
7483	"OG1995"	0.08195	"Saccharomyces_cerevisiae@YPL131W"	"YPL131W"	4	"P26321"	"RL5"
7484	"OG1706"	0.0918	"Saccharomyces_cerevisiae@YGR264C"	"YGR264C"	NA	"P00958"	"SYMC"
7488	"OG2981"	0.2359	"Saccharomyces_cerevisiae@YKL179C"	"YKL179C"	1	"P34237"	"CASP"
7492	"OG2808"	0.1114	"Saccharomyces_cerevisiae@YIL124W"	"YIL124W"	NA	"P40471"	"AYR1"
7494	"OG4551"	0.0993	"Saccharomyces_cerevisiae@YDR028C"	"YDR028C"	2	"Q00816"	"REG1"
7498	"OG3075"	0.1413	"Saccharomyces_cerevisiae@YML021C"	"YML021C"	NA	"P12887"	"UNG"
7499	"OG2210"	0.08905	"Saccharomyces_cerevisiae@YLR216C"	"YLR216C"	NA	"P53691"	"PPID"
7502	"OG2646"	0.2723	"Saccharomyces_cerevisiae@YNR030W"	"YNR030W"	NA	"P53730"	"ALG12"
7503	"OG3062"	0.0403	"Saccharomyces_cerevisiae@YBR003W"	"YBR003W"	1	"P18900"	"COQ1"
7506	"OG1485"	0.0266	"Saccharomyces_cerevisiae@YOR185C"	"YOR185C"	1	"P32836"	"GSP2"
7513	"OG1912"	0.1131	"Saccharomyces_cerevisiae@YPL043W"	"YPL043W"	1	"P37838"	"NOP4"
7520	"OG2202"	0.2856	"Saccharomyces_cerevisiae@YLR393W"	"YLR393W"	NA	"P18496"	"ATP10"
7523	"OG1785"	0.1416	"Saccharomyces_cerevisiae@YCL004W"	"YCL004W"	NA	"P25578"	"PGPS1"
7524	"OG3920"	0.2223	"Saccharomyces_cerevisiae@YLR150W"	"YLR150W"	1	"P39015"	"STM1"
7525	"OG6158"	0.0118	"Saccharomyces_cerevisiae@YER123W"	"YER123W"	NA	"P39962"	"KC13"
7527	"OG1174"	0.1108	"Saccharomyces_cerevisiae@YBL017C"	"YBL017C"	NA	"P32319"	"VPS10"
7528	"OG1964"	0.11995	"Saccharomyces_cerevisiae@YPL167C"	"YPL167C"	NA	"P14284"	"DPOZ"
7531	"OG3988"	0.2482	"Saccharomyces_cerevisiae@YPL162C"	"YPL162C"	NA	"Q12042"	"YP162"
7532	"OG2326"	0.1144	"Saccharomyces_cerevisiae@YLR196W"	"YLR196W"	NA	"P21304"	"PWP1"
7533	"OG3856"	0.2076	"Saccharomyces_cerevisiae@YOR278W"	"YOR278W"	NA	"P06174"	"HEM4"
7536	"OG1457"	0.0234	"Saccharomyces_cerevisiae@YPL204W"	"YPL204W"	NA	"P29295"	"HRR25"
7537	"OG2552"	0.1693	"Saccharomyces_cerevisiae@YER023W"	"YER023W"	NA	"P32263"	"P5CR"
7539	"OG3178"	0.039	"Saccharomyces_cerevisiae@YGR038W"	"YGR038W"	NA	"P53224"	"ORM1"
7542	"OG2022"	0.0885	"Saccharomyces_cerevisiae@YPR102C"	"YPR102C"	1	"P0C0W9"	"RL11A"
7543	"OG4220"	0.1888	"Saccharomyces_cerevisiae@YMR264W"	"YMR264W"	1	"P38428"	"CUE1"
7550	"OG1345"	0.0672	"Saccharomyces_cerevisiae@YPL119C"	"YPL119C"	2	"P24784"	"DBP1"
7552	"OG15749"	0.11855	"Saccharomyces_cerevisiae@YPL089C"	"YPL089C"	2	"Q12224"	"RLM1"
7558	"OG3116"	0.1051	"Saccharomyces_cerevisiae@YOR239W"	"YOR239W"	NA	"Q08641"	"AB140"
7559	"OG3327"	0.1853	"Saccharomyces_cerevisiae@YNL110C"	"YNL110C"	1	"P53927"	"NOP15"
7564	"OG1270"	0.1033	"Saccharomyces_cerevisiae@YIR023W"	"YIR023W"	NA	"P21657"	"DAL81"
7565	"OG2641"	0.255	"Saccharomyces_cerevisiae@YBR171W"	"YBR171W"	NA	"P33754"	"SEC66"
7568	"OG1399"	0.1182	"Saccharomyces_cerevisiae@YDR352W"	"YDR352W"	NA	"Q06328"	"YPQ2"
7571	"OG2331"	0.1725	"Saccharomyces_cerevisiae@YPR143W"	"YPR143W"	NA	"Q06511"	"RRP15"
7573	"OG3797"	0.1905	"Saccharomyces_cerevisiae@YMR161W"	"YMR161W"	NA	"P48353"	"HLJ1"
7579	"OG3029"	0.3703	"Saccharomyces_cerevisiae@YBR185C"	"YBR185C"	NA	"P38300"	"MBA1"
7582	"OG1514"	0.09165	"Saccharomyces_cerevisiae@YJR123W"	"YJR123W"	1	"P26783"	"RS5"
7587	"OG3367"	0.1954	"Saccharomyces_cerevisiae@YPL128C"	"YPL128C"	NA	"Q02457"	"TBF1"
7589	"OG1904"	0.0857	"Saccharomyces_cerevisiae@YML126C"	"YML126C"	NA	"P54839"	"HMCS"
7590	"OG3602"	0.2322	"Saccharomyces_cerevisiae@YGR112W"	"YGR112W"	NA	"P53266"	"SHY1"
7591	"OG6666"	0.2582	"Saccharomyces_cerevisiae@YPL156C"	"YPL156C"	NA	"Q12498"	"PRM4"
7593	"OG5805"	0.1859	"Saccharomyces_cerevisiae@YCR086W"	"YCR086W"	1	"P25651"	"CSM1"
7595	"OG3437"	0.2094	"Saccharomyces_cerevisiae@YCR066W"	"YCR066W"	NA	"P10862"	"RAD18"
7598	"OG6662"	0.2416	"Saccharomyces_cerevisiae@YML112W"	"YML112W"	NA	"P46963"	"CTK3"
7599	"OG17591"	0.2499	"Saccharomyces_cerevisiae@YHR157W"	"YHR157W"	1	"P33323"	"RE104"
7608	"OG3698"	0.4332	"Saccharomyces_cerevisiae@YNL236W"	"YNL236W"	1	"P32259"	"MED16"
7610	"OG3474"	0.3682	"Saccharomyces_cerevisiae@YGR150C"	"YGR150C"	NA	"P48237"	"CCM1"
7611	"OG3418"	0.2224	"Saccharomyces_cerevisiae@YHR124W"	"YHR124W"	NA	"P38830"	"NDT80"
7613	"OG3886"	0.2736	"Saccharomyces_cerevisiae@YDR411C"	"YDR411C"	NA	"Q12743"	"DFM1"
7615	"OG2915"	0.2646	"Saccharomyces_cerevisiae@YNL260C"	"YNL260C"	1	"P53846"	"YN00"
7617	"OG4314"	0.2474	"Saccharomyces_cerevisiae@YIL156W"	"YIL156W"	2	"P40453"	"UBP7"
7620	"OG4318"	0.3179	"Saccharomyces_cerevisiae@YHR036W"	"YHR036W"	1	"P38770"	"BRL1"
7622	"OG2477"	0.1733	"Saccharomyces_cerevisiae@YBR101C"	"YBR101C"	1	"P38260"	"FES1"
7626	"OG2181"	0.1462	"Saccharomyces_cerevisiae@YBR234C"	"YBR234C"	NA	"P38328"	"ARPC1"
7628	"OG1240"	0.132	"Saccharomyces_cerevisiae@YOR317W"	"YOR317W"	NA	"P30624"	"LCF1"
7631	"OG5407"	0.02	"Saccharomyces_cerevisiae@YNL027W"	"YNL027W"	NA	"P53968"	"CRZ1"
7634	"OG2070"	0.0276	"Saccharomyces_cerevisiae@YOR117W"	"YOR117W"	2	"P33297"	"PRS6A"
7635	"OG5942"	0.151	"Saccharomyces_cerevisiae@YKL084W"	"YKL084W"	NA	"P36078"	"HOT13"
7637	"OG2740"	0.0776	"Saccharomyces_cerevisiae@YDR226W"	"YDR226W"	1	"P07170"	"KAD2"
7641	"OG7127"	0.28845	"Saccharomyces_cerevisiae@YPR017C"	"YPR017C"	NA	"P32601"	"DSS4"
7642	"OG1739"	0.06755	"Saccharomyces_cerevisiae@YEL013W"	"YEL013W"	1	"P39968"	"VAC8"
7643	"OG3758"	0.171	"Saccharomyces_cerevisiae@YDR378C"	"YDR378C"	2	"Q06406"	"LSM6"
7644	"OG3888"	0.1792	"Saccharomyces_cerevisiae@YER112W"	"YER112W"	NA	"P40070"	"LSM4"
7645	"OG4493"	0.2349	"Saccharomyces_cerevisiae@YGL196W"	"YGL196W"	NA	"P53095"	"DSD1"
7649	"OG5536"	0.1883	"Saccharomyces_cerevisiae@YEL059C-A"	"YEL059C-A"	NA	"Q05676"	"SOM1"
7657	"OG3154"	0.2045	"Saccharomyces_cerevisiae@YIR011C"	"YIR011C"	NA	"P38637"	"STS1"
7658	"OG1512"	0.1038	"Saccharomyces_cerevisiae@YGL245W"	"YGL245W"	NA	"P46655"	"SYEC"
7669	"OG3335"	0.1841	"Saccharomyces_cerevisiae@YLR281C"	"YLR281C"	NA	"Q05863"	"YL281"
7671	"OG3630"	0.1161	"Saccharomyces_cerevisiae@YIR038C"	"YIR038C"	1	"P40582"	"GST1"
7676	"OG3321"	0.2285	"Saccharomyces_cerevisiae@YPR168W"	"YPR168W"	NA	"Q06213"	"MED10"
7677	"OG5166"	0.0773	"Saccharomyces_cerevisiae@YMR319C"	"YMR319C"	NA	"P40988"	"FET4"
7680	"OG17580"	0.3399	"Saccharomyces_cerevisiae@YER028C"	"YER028C"	3	"P39943"	"MIG3"
7682	"OG7053"	0.2818	"Saccharomyces_cerevisiae@YPR083W"	"YPR083W"	NA	"Q06820"	"MDM36"
7683	"OG3748"	0.1861	"Saccharomyces_cerevisiae@YER074W-A"	"YER074W-A"	NA	"Q3E834"	"YOS1"
7684	"OG2885"	0.1336	"Saccharomyces_cerevisiae@YBR231C"	"YBR231C"	1	"P38326"	"SWC5"
7685	"OG4066"	0.2175	"Saccharomyces_cerevisiae@YDL098C"	"YDL098C"	NA	"Q12368"	"SNU23"
7687	"OG7125"	0.2836	"Saccharomyces_cerevisiae@YGL113W"	"YGL113W"	NA	"P53135"	"SLD3"
7688	"OG7084"	0.2255	"Saccharomyces_cerevisiae@YMR086W"	"YMR086W"	1	"Q04279"	"SEG1"
7689	"OG4746"	0.3459	"Saccharomyces_cerevisiae@YIL027C"	"YIL027C"	NA	"P40540"	"EMC5"
7691	"OG6488"	0.2921	"Saccharomyces_cerevisiae@YOR308C"	"YOR308C"	1	"Q12420"	"SNU66"
7695	"OG2591"	0.2279	"Saccharomyces_cerevisiae@YKR062W"	"YKR062W"	1	"P36145"	"T2EB"
7699	"OG3318"	0.12505	"Saccharomyces_cerevisiae@YMR074C"	"YMR074C"	NA	"Q04773"	"YMW4"
7702	"OG2317"	0.118	"Saccharomyces_cerevisiae@YEL042W"	"YEL042W"	NA	"P32621"	"GDA1"
7708	"OG4990"	0.1063	"Saccharomyces_cerevisiae@YLR275W"	"YLR275W"	NA	"Q06217"	"SMD2"
7709	"OG3800"	0.2075	"Saccharomyces_cerevisiae@YML030W"	"YML030W"	NA	"Q03713"	"RCF1"
7711	"OG3687"	0.1619	"Saccharomyces_cerevisiae@YPR040W"	"YPR040W"	NA	"Q12199"	"TIP41"
7712	"OG3678"	0.1624	"Saccharomyces_cerevisiae@YMR283C"	"YMR283C"	NA	"P23796"	"RIT1"
7720	"OG2090"	0.2133	"Saccharomyces_cerevisiae@YCL043C"	"YCL043C"	1	"P17967"	"PDI"
7721	"OG3535"	0.1668	"Saccharomyces_cerevisiae@YCR051W"	"YCR051W"	NA	"P25631"	"YCU1"
7725	"OG1972"	0.2064	"Saccharomyces_cerevisiae@YGR082W"	"YGR082W"	1	"P35180"	"TOM20"
7729	"OG17550"	0.2604	"Saccharomyces_cerevisiae@YOL017W"	"YOL017W"	2	"Q08119"	"ESC8"
7738	"OG4077"	0.0266	"Saccharomyces_cerevisiae@YOR231W"	"YOR231W"	NA	"P32490"	"MKK1"
7749	"OG1360"	0.14045	"Saccharomyces_cerevisiae@YML075C"	"YML075C"	NA	"P12683"	"HMDH1"
7751	"OG6405"	0.3716	"Saccharomyces_cerevisiae@YDR350C"	"YDR350C"	NA	"P50273"	"ATP22"
7758	"OG4451"	0.2985	"Saccharomyces_cerevisiae@YMR258C"	"YMR258C"	3	"Q04847"	"ROY1"
7761	"OG4654"	0.2848	"Saccharomyces_cerevisiae@YPL233W"	"YPL233W"	NA	"Q12143"	"NSL1"
7763	"OG2838"	0.1608	"Saccharomyces_cerevisiae@YPL209C"	"YPL209C"	1	"P38991"	"IPL1"
7764	"OG2877"	0.1544	"Saccharomyces_cerevisiae@YDL235C"	"YDL235C"	NA	"Q07688"	"YPD1"
7767	"OG3229"	0.1562	"Saccharomyces_cerevisiae@YPL151C"	"YPL151C"	1	"Q12417"	"PRP46"
7770	"OG1198"	0.045	"Saccharomyces_cerevisiae@YPR103W"	"YPR103W"	NA	"P30656"	"PSB5"
7772	"OG1542"	0.2067	"Saccharomyces_cerevisiae@YOR299W"	"YOR299W"	NA	"Q08754"	"BUD7"
7773	"OG6161"	0.4475	"Saccharomyces_cerevisiae@YLL054C"	"YLL054C"	NA	"Q12244"	"YL054"
7774	"OG1244"	0.1257	"Saccharomyces_cerevisiae@YBL030C"	"YBL030C"	2	"P18239"	"ADT2"
7775	"OG3262"	0.1963	"Saccharomyces_cerevisiae@YDR361C"	"YDR361C"	NA	"Q06338"	"BCP1"
7776	"OG2308"	0.1181	"Saccharomyces_cerevisiae@YLR017W"	"YLR017W"	1	"Q07938"	"MTAP"
7779	"OG2974"	0.1657	"Saccharomyces_cerevisiae@YIL061C"	"YIL061C"	NA	"Q00916"	"RU17"
7785	"OG3301"	0.3207	"Saccharomyces_cerevisiae@YJR140C"	"YJR140C"	NA	"P47171"	"HIR3"
7787	"OG2531"	0.165	"Saccharomyces_cerevisiae@YGL085W"	"YGL085W"	NA	"P53153"	"LCL3"
7788	"OG4657"	0.27105	"Saccharomyces_cerevisiae@YBR280C"	"YBR280C"	NA	"P38352"	"SAF1"
7791	"OG1035"	0.059	"Saccharomyces_cerevisiae@YKL203C"	"YKL203C"	1	"P32600"	"TOR2"
7799	"OG1247"	0.1131	"Saccharomyces_cerevisiae@YIL147C"	"YIL147C"	NA	"P39928"	"SLN1"
7801	"OG5014"	0.2347	"Saccharomyces_cerevisiae@YMR065W"	"YMR065W"	NA	"Q04746"	"KAR5"
7802	"OG8256"	0.0962	"Saccharomyces_cerevisiae@YDL020C"	"YDL020C"	NA	"Q03465"	"RPN4"
7809	"OG1486"	0.091	"Saccharomyces_cerevisiae@YGR159C"	"YGR159C"	3	"P27476"	"NSR1"
7815	"OG17686"	0.1398	"Saccharomyces_cerevisiae@YPR027C"	"YPR027C"	1	"Q12079"	"YP027"
7817	"OG1324"	0.1478	"Saccharomyces_cerevisiae@YMR183C"	"YMR183C"	NA	"P39926"	"SSO2"
7820	"OG1603"	0.0969	"Saccharomyces_cerevisiae@YCR053W"	"YCR053W"	NA	"P16120"	"THRC"
7822	"OG1554"	0.0226	"Saccharomyces_cerevisiae@YOR217W"	"YOR217W"	NA	"P38630"	"RFC1"
7824	"OG6569"	0.2522	"Saccharomyces_cerevisiae@YDR068W"	"YDR068W"	NA	"P54858"	"DOS2"
7825	"OG1205"	0.0488	"Saccharomyces_cerevisiae@YEL036C"	"YEL036C"	NA	"P32629"	"ANP1"
