geneid	sequenceidofingroupbesthit	taxonomyidofingroupbesthit	evalueofingroupbesthit	sequenceidofoutgroupbesthit	taxonomyidofoutgroupbesthit	evalueofoutgroupbesthit	alienindex	bitscorepercentage	HGTornot	value
Cyberlindnera_fabianii_JCM3601@Seq_5007	XP_012740590.1-658429-Pseudogymnoascus_-Leotiomyc	658429	1.00E-119	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-118	-3.688879454	0.547692308	No	0
Cyberlindnera_jadinii@Seq_1571	KJY01802.1-1047168-Zymoseptoria_brev-Dothideomy	1047168	5.00E-114	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-114	-0.336472237	0.3969129	No	0
Cyberlindnera_jadinii@Seq_511	KGO75387.1-40296-Penicillium_itali-Eurotiomyc	40296	7.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-123	1.252762968	0.567692308	No	0
Debaryomyces_hansenii@Seq_4798	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-140	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	7.00E-116	-56.10934009	0.527439024	No	0
Dekkera_bruxellensis@Seq_3386	KHJ34076.1-52586-Erysiphe_necator-Leotiomyce	52586	1.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-117	-20.72326584	0.663551402	No	0
Eremothecium_coryli@Seq_1109	XP_658027.1-227321-Aspergillus_nidul-Eurotiomyc	227321	3.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-147	51.97862789	0.846456693	Yes	1
Eremothecium_cymbalariae@Seq_1699	EGD98607.1-647933-Trichophyton_tons-Eurotiomyc	647933	1.00E-113	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-135	49.27057768	0.59347181	No	0
Eremothecium_gossypii@Seq_1435	XP_658027.1-227321-Aspergillus_nidul-Eurotiomyc	227321	5.00E-118	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-134	37.75765222	0.592261905	No	0
Geotrichum_candidum@Seq_4966	GAO46703.1-698492-Saitoella_complic-Taphrinomy	698492	2.00E-151	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-125	-59.86721242	0.554722639	No	0
Hanseniaspora_uvarum@Seq_1259	GAN08850.1-91626-Mucor_ambiguus-other_Fung	91626	9.00E-98	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-98	1.504077397	0.445414847	No	0
Hanseniaspora_valbyensis@Seq_609	GAN08850.1-91626-Mucor_ambiguus-other_Fung	91626	7.00E-101	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-98	-5.65499231	0.445414847	No	0
Hyphopichia_burtonii@Seq_1332	KGO75387.1-40296-Penicillium_itali-Eurotiomyc	40296	9.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-117	-38.55615992	0.534848485	No	0
Arxula_adeninivorans@Seq_2270	CUA69636.1-456999-Rhizoctonia_solan-Basidiomyc	456999	3.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-120	-48.35428695	0.694552529	No	0
Kluyveromyces_lactis@Seq_2565	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	1.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-147	53.18260069	0.631811487	Yes	1
Kluyveromyces_marxianus@Seq_49	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	6.00E-127	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-141	34.02795077	0.615384615	No	0
Komagataella_pastoris@Seq_1696	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-129	9.210340372	0.602739726	No	0
Kuraishia_capsulata@Seq_1745	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	2.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-124	0.693147181	0.571646341	No	0
Lachancea_cidri@Seq_3920	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-128	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-161	75.29216089	0.741269841	Yes	1
Lachancea_dasiensis@Seq_3461	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-141	43.05596959	0.661949686	No	0
Lachancea_fantastica@Seq_496	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	6.00E-128	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-150	51.75548433	0.662202381	Yes	1
Lachancea_fermentati@Seq_1589	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-158	60.5603596	0.66909621	Yes	1
Lachancea_kluyveri@Seq_4619	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	5.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-169	84.50250126	0.835616438	Yes	1
Lachancea_lanzarotensis@Seq_4456	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	9.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-151	41.34117116	0.65578635	No	0
Ascoidea_asiatica@Seq_5468	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-122	0	0.772151899	No	0
Lachancea_meyersii@Seq_2608	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	3.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-155	56.36065452	0.662756598	Yes	1
Lachancea_mirantina@Seq_4742	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-129	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-159	69.4830179	0.682422452	Yes	1
Lachancea_nothofagi@Seq_3050	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	8.00E-121	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-150	68.85440924	0.28992629	No	0
Lachancea_quebecensis@Seq_427	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-155	70.46384715	0.680351906	Yes	1
Lachancea_thermotolerans@Seq_4099	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	4.00E-129	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-159	68.26662257	0.677466863	Yes	1
Lipomyces_starkeyi@Seq_6767	KZT57807.1-1353952-Calocera_cornea_H-Basidiomyc	1353952	3.00E-152	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-124	-64.0669175	0.558421851	No	0
Metschnikowia_aberdeeniae@Seq_922	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-135	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-117	-42.54514396	0.594957983	No	0
Metschnikowia_arizonensis@Seq_920	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-120	-32.92933848	0.613559322	No	0
Ascoidea_rubescens@Seq_2377	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-127	2.995732274	0.569924812	No	0
Metschnikowia_bicuspidata@Seq_3582	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	2.00E-135	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-122	-30.33907132	0.556904401	No	0
Metschnikowia_bowlesiae@Seq_4807	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	5.00E-129	KZC11163.1-178035-Dufourea_novaeang-Metazoa	178035	1.00E-140	26.93787394	0.780487805	No	0
Metschnikowia_cerradonensis@Seq_3284	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	5.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-119	-30.62675339	0.6271777	No	0
Metschnikowia_continentalis@Seq_4150	CCG83322.1-1097556-Taphrina_deforman-Taphrinomy	1097556	8.00E-35	XP_009496015.1-691883-Fonticula_alba-other_Opis	691883	2.00E-23	-26.24472675	0.561445783	No	0
Metschnikowia_dekortum@Seq_5372	XP_007595147.1-1445577-Colletotrichum_fi-Sordario	1445577	7.00E-71	XP_004345470.1-595528-Capsaspora_owczar-other_Opi	595528	7.00E-58	-29.93360621	0.653979239	No	0
Metschnikowia_drakensbergensis@Seq_552	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	7.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-115	-35.58859852	0.59760274	No	0
Metschnikowia_hamakuensis@Seq_88	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-136	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-120	-37.68865935	0.611205433	No	0
Metschnikowia_hawaiiensis@Seq_4542	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-136	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-120	-37.53450867	0.612521151	No	0
Ashbya_aceri@Seq_4174	EPQ63061.1-1268274-Blumeria_graminis-Leotiomyce	1268274	2.00E-110	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-128	42.13967885	0.276666667	No	0
Metschnikowia_ipomoeae@Seq_4057	XP_007879433.1-1277687-Anthracocystis_fl-Basidiom	1277687	1.00E-27	XP_952363.1-353154-Theileria_annulat-Apicomplex	353154	6.00E-18	-22.51502531	0.31627907	No	0
Metschnikowia_kamakouana@Seq_2352	XP_007580790.1-1287680-Neofusicoccum_par-Dothideo	1287680	0	XP_015331543.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-159	-94.40598881	0.409822185	No	0
Metschnikowia_kipukae@Seq_61	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-118	-33.62248566	0.600337268	No	0
Metschnikowia_lockheadii@Seq_4957	XP_018063186.1-149040-Phialocephala_sco-Leotiomyc	149040	9.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-119	-33.034699	0.606418919	No	0
Metschnikowia_matae@Seq_676	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	5.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-119	-30.62675339	0.605042017	No	0
Metschnikowia_matae_maris@Seq_3270	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-119	-31.83072619	0.604377104	No	0
Metschnikowia_mauinuiana@Seq_3142	XP_002171423.1-402676-Schizosaccharomyc-Taphrinom	402676	8.00E-16	na	na	1	-34.76191995	0	No	0
Metschnikowia_proteae@Seq_4807	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	7.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-115	-35.58859852	0.59760274	No	0
Meyerozyma_guilliermondii@Seq_1805	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	5.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-126	-34.02795077	0.570552147	No	0
Millerozyma_acaciae@Seq_4013	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	1.00E-135	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-117	-43.39244182	0.610726644	No	0
Nadsonia_fulvescens_var_elongata@Seq_241	XP_019026903.1-698492-Saitoella_complic-Taphrinom	698492	2.00E-134	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-114	-46.96799259	0.511210762	No	0
Nakaseomyces_bacillisporus@Seq_4256	OBW65321.1-5580-Aureobasidium_pul-Dothideomy	5580	2.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-146	53.75796484	0.875	Yes	1
Nakaseomyces_bracarensis@Seq_4952	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-164	88.88452789	0.788333333	Yes	1
Nakaseomyces_castellii@Seq_1258	GAO46703.1-698492-Saitoella_complic-Taphrinomy	698492	1.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-141	37.35218711	0.884861407	No	0
Nakaseomyces_delphensis@Seq_3099	GAO46703.1-698492-Saitoella_complic-Taphrinomy	698492	1.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-164	89.10767145	0.79264214	Yes	1
Nakaseomyces_nivariensis@Seq_1996	XP_013339482.1-1043005-Aureobasidium_sub-Dothideo	1043005	3.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-164	89.10767145	0.797639123	Yes	1
Nakazawaea_peltata@Seq_1511	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	2.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-111	-33.62248566	0.696280992	No	0
Babjeviella_inositovora@Seq_2538	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	3.00E-142	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-127	-34.13331129	0.568011958	No	0
Alloascoidea_hylecoeti@Seq_8114	KXG53228.1-5078-Penicillium_grise-Eurotiomyc	5078	7.00E-114	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	3.00E-103	-24.48113816	0.76980198	No	0
Naumovozyma_castellii@Seq_482	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	8.00E-112	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	2.00E-96	-35.45506713	0.489966555	No	0
Naumovozyma_dairenensis@Seq_4563	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	2.00E-107	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	2.00E-88	-43.74911677	0.454242928	No	0
Ogataea_methanolica@Seq_3230	XP_008083468.1-1116229-Glarea_lozoyensis-Leotiomy	1116229	2.00E-103	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	7.00E-94	-21.97602881	0.609704641	No	0
Ogataea_parapolymorpha@Seq_1554	XP_002839272.1-656061-Tuber_melanosporu-other_Pez	656061	5.00E-103	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	6.00E-91	-27.81334267	0.454545455	No	0
Ogataea_polymorpha@Seq_2089	XP_002839272.1-656061-Tuber_melanosporu-other_Pez	656061	1.00E-102	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	7.00E-90	-29.57693126	0.459504132	No	0
Pachysolen_tannophilus@Seq_3163	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-108	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	8.00E-101	-17.0989249	0.510033445	No	0
Pichia_membranifaciens@Seq_2762	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-97	XP_007568506.1-48698-Poecilia_formosa-Metazoa	48698	4.00E-94	-7.60090246	0.47446458	No	0
Priceomyces_haplophilus@Seq_3244	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	7.00E-96	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	9.00E-88	-18.67199517	0.391069012	No	0
Saccharomyces_arboricola@Seq_938	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	3.00E-107	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	4.00E-95	-27.91870319	0.48019802	No	0
Saccharomyces_cerevisiae@YLR351C	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	2.00E-107	JAT58946.1-1678845-Anthurium_amnicol-Streptophy	1678845	2.00E-103	-9.210340372	0.514851485	No	0
Saccharomyces_eubayanus@Seq_4527	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	2.00E-107	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	1.00E-95	-26.93787394	0.481848185	No	0
Saccharomyces_kudriavzevii@Seq_794	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	4.00E-106	XP_636983.1-352472-Dictyostelium_dis-Amoebozoa	352472	4.00E-94	-27.63102112	0.483333333	No	0
Saccharomyces_mikatae@Seq_922	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	2.00E-106	KNC33182.1-7375-Lucilia_cuprina-Metazoa	7375	4.00E-95	-26.0215832	0.502599653	No	0
Saccharomyces_paradoxus@Seq_3314	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	8.00E-108	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	8.00E-96	-27.63102112	0.484245439	No	0
Saccharomyces_uvarum@Seq_1245	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	1.00E-107	XP_003287266.1-5786-Dictyostelium_pur-Amoebozoa	5786	3.00E-95	-28.7296334	0.482587065	No	0
Saccharomycopsis_malanga@Seq_1096	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-110	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	4.00E-101	-21.01094791	0.708333333	No	0
Scheffersomyces_lignosus@Seq_3692	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-108	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	4.00E-100	-19.80697511	0.541889483	No	0
Brettanomyces_anomalus@Seq_1757	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	7.00E-99	XP_008892182.1-761204-Phytophthora_para-Oomycetes	761204	2.00E-88	-24.07567305	0.485008818	No	0
Spathaspora_arborariae@Seq_4353	XP_002839272.1-656061-Tuber_melanosporu-other_Pez	656061	3.00E-105	XP_014664519.1-37621-Priapulus_caudatu-Metazoa	37621	5.00E-96	-21.23409146	0.527927928	No	0
Spathaspora_girioi@Seq_889	XP_003856401.1-336722-Zymoseptoria_trit-Dothideom	336722	5.00E-110	XP_017301280.1-121845-Diaphorina_citri-Metazoa	121845	1.00E-88	-49.04743413	0.507092199	No	0
Spathaspora_passalidarum@Seq_3476	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	6.00E-106	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	4.00E-94	-27.22555601	0.4608	No	0
Sporopachydermia_quercuum@Seq_2936	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	6.00E-113	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	1.00E-101	-25.83926165	0.707373272	No	0
Candida_albicans@C1_10700C_A	XP_003176259.1-535722-Nannizzia_gypsea_-Eurotiomy	535722	1.00E-107	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	4.00E-97	-24.41214529	0.477419355	No	0
Starmerella_bombicola_JCM9596@Seq_1713	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	6.00E-129	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	5.00E-108	-48.1719654	0.823979592	No	0
Sugiyamaella_lignohabitans@Seq_4559	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	3.00E-117	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	2.00E-110	-15.71263054	0.558573854	No	0
Tetrapisispora_blattae@Seq_1414	XP_008036129.1-717944-Trametes_versicol-Basidiomy	717944	5.00E-102	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	3.00E-93	-20.21244021	0.46504065	No	0
Tetrapisispora_phaffii@Seq_216	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	4.00E-105	NP_991174.3-7955-Danio_rerio-Metazoa	7955	1.00E-94	-23.94214166	0.489830508	No	0
Tortispora_caseinolytica@Seq_3197	KKA26881.1-72032-Thielaviopsis_pun-Sordariomy	72032	2.00E-120	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	4.00E-105	-35.23192358	0.529313233	No	0
Torulaspora_delbrueckii@Seq_655	XP_001819629.1-510516-Aspergillus_oryza-Eurotiomy	510516	1.00E-115	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	6.00E-89	-61.65897189	0.375821288	No	0
Wickerhamia_fluorescens@Seq_4873	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	2.00E-103	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-98	-11.51292546	0.650759219	No	0
Wickerhamiella_domercqiae@Seq_1051	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-114	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	2.00E-105	-21.41641302	0.82767624	No	0
Wickerhamomyces_anomalus@Seq_3365	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-108	ODN01449.1-48709-Orchesella_cincta-Metazoa	48709	4.00E-96	-29.01731548	0.494966443	No	0
Candida_apicola@Seq_3583	XP_751200.1-330879-Aspergillus_fumig-Eurotiomyc	330879	1.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	9.00E-110	-36.73600097	0.840616967	No	0
Yarrowia_deformans@Seq_338	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	1.00E-120	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	2.00E-111	-21.41641302	0.577391304	No	0
Yarrowia_keelungensis@Seq_3615	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	1.00E-121	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	5.00E-111	-24.63528884	0.578671329	No	0
Yarrowia_lipolytica@Seq_2693	CBF81817.1-227321-Aspergillus_nidul-Eurotiomyc	227321	2.00E-123	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	2.00E-110	-29.93360621	0.561433447	No	0
yHAB132_Kazachstania_martiniae@Seq_2363	KJK64799.1-1403190-Aspergillus_paras-Eurotiomyc	1403190	2.00E-112	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	8.00E-93	-45.13541113	0.581632653	No	0
yHAB133_Kazachstania_unispora@Seq_268	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	1.00E-98	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	4.00E-88	-24.41214529	0.587096774	No	0
yHAB134_Kazachstania_turicensis@Seq_2061	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-111	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	2.00E-91	-45.35855468	0.592827004	No	0
yHAB136_Kazachstania_bromeliacearum@Seq_2925	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	9.00E-103	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	2.00E-92	-23.82435863	0.574898785	No	0
yHAB143_Kazachstania_siamensis@Seq_4673	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	8.00E-101	XP_003287266.1-5786-Dictyostelium_pur-Amoebozoa	5786	4.00E-92	-20.03011866	0.608602151	No	0
Candida_arabinofermentans@Seq_463	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-104	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	4.00E-91	-31.31990057	0.460655738	No	0
yHAB148_Kazachstania_intestinalis@Seq_4206	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-112	GAQ87849.1-3175-Klebsormidium_fla-Streptophy	3175	4.00E-91	-48.64196903	0.620309051	No	0
yHAB153_Kazachstania_rosinii@Seq_4619	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-114	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	9.00E-91	-55.15668172	0.559118236	No	0
yHAB154_Kazachstania_transvaalensis@Seq_1887	XP_001819629.1-510516-Aspergillus_oryza-Eurotiomy	510516	1.00E-108	XP_018525390.1-8187-Lates_calcarifer-Metazoa	8187	2.00E-86	-51.35001923	0.578833693	No	0
yHAB155_Kazachstania_spencerorum@Seq_1718	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	3.00E-105	KNC33182.1-7375-Lucilia_cuprina-Metazoa	7375	1.00E-91	-31.13757901	0.568825911	No	0
yHAB158_Kazachstania_viticola@Seq_3377	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	6.00E-108	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	9.00E-91	-39.54941169	0.571721311	No	0
yHAB159_Kazachstania_solicola@Seq_440	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	1.00E-106	XP_011940390.1-9531-Cercocebus_atys-Metazoa	9531	6.00E-91	-36.33053586	0.606911447	No	0
yHAB160_Kazachstania_kunashirensis@Seq_2301	KUL85874.1-198730-Talaromyces_verru-Eurotiomyc	198730	2.00E-104	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	5.00E-92	-28.54731185	0.592436975	No	0
yHAB164_Kazachstania_aerobia@Seq_4349	KDN51742.1-1287689-Rhizoctonia_solan-Basidiomyc	1287689	3.00E-104	XP_010637931.1-885580-Fukomys_damarensi-Metazoa	885580	3.00E-89	-34.53877639	0.613333333	No	0
yHAB166_Kazachstania_yakushimaensis@Seq_263	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	1.00E-108	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	6.00E-91	-40.93570605	0.616740088	No	0
yHMPu5000026124_Ogataea_henricii@Seq_3914	KXN69377.1-796925-Conidiobolus_coro-other_Fung	796925	2.00E-90	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	5.00E-84	-14.73180129	0.607623318	No	0
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_2841	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	9.00E-106	XP_008892182.1-761204-Phytophthora_para-Oomycetes	761204	2.00E-92	-30.73211391	0.590062112	No	0
yHMPu5000026152_Torulaspora_franciscae@Seq_274	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	5.00E-104	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-89	-33.62248566	0.450858034	No	0
yHMPu5000026152_Torulaspora_franciscae@Seq_4193	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	2.00E-104	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	9.00E-90	-33.7402687	0.4624	No	0
yHMPu5000026197_Brettanomyces_custersianus@Seq_661	CZT40631.1-38038-Rhynchosporium_se-Leotiomyce	38038	1.00E-97	XP_008892182.1-761204-Phytophthora_para-Oomycetes	761204	5.00E-86	-26.93787394	0.563894523	No	0
yHMPu5000026256_Zygotorulaspora_mrakii@Seq_3534	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	1.00E-106	XP_636983.1-352472-Dictyostelium_dis-Amoebozoa	352472	4.00E-96	-24.41214529	0.602459016	No	0
