panID	linked_unqiue_rxn
Coccidioides_immitis@Seq_5187	4
Coccidioides_immitis@Seq_8582	1
Coccidioides_immitis@Seq_9011	1
Fusarium_graminearum@Seq_10803	1
Fusarium_graminearum@Seq_119	1
Fusarium_graminearum@Seq_12588	1
Fusarium_graminearum@Seq_13299	1
Fusarium_graminearum@Seq_1820	1
Fusarium_graminearum@Seq_2053	1
Fusarium_graminearum@Seq_231	1
Fusarium_graminearum@Seq_2992	1
Fusarium_graminearum@Seq_7983	1
Nakazawaea_peltata@Seq_571	1
Neurospora_crassa@Seq_1179	1
Neurospora_crassa@Seq_8758	1
Sclerotinia_sclerotiorum@Seq_14007	1
Sclerotinia_sclerotiorum@Seq_1961	3
Sclerotinia_sclerotiorum@Seq_3687	1
Sclerotinia_sclerotiorum@Seq_8708	1
Stagonospora_nodorum@Seq_10636	1
Stagonospora_nodorum@Seq_11426	2
Stagonospora_nodorum@Seq_159	3
Stagonospora_nodorum@Seq_239	2
Stagonospora_nodorum@Seq_3209	1
Stagonospora_nodorum@Seq_4560	1
Stagonospora_nodorum@Seq_4952	1
Stagonospora_nodorum@Seq_5074	1
Stagonospora_nodorum@Seq_536	3
Stagonospora_nodorum@Seq_6162	1
Stagonospora_nodorum@Seq_7701	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_1167	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_4105	4
Metschnikowia_cerradonensis@Seq_557	2
Metschnikowia_mauinuiana@Seq_1166	2
Metschnikowia_santaceciliae@Seq_821	2
Saitoella_complicata@Seq_1191	2
yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212	2
yHMPu5000035274_Wickerhamomyces_alni@Seq_4229	2
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575	2
Candida_sojae@Seq_2693	1
Metschnikowia_borealis@Seq_2776	1
Metschnikowia_borealis@Seq_295	1
Metschnikowia_borealis@Seq_3506	1
Metschnikowia_borealis@Seq_465	1
Metschnikowia_cerradonensis@Seq_3899	1
Metschnikowia_cerradonensis@Seq_4081	1
Metschnikowia_cerradonensis@Seq_6442	1
Metschnikowia_continentalis@Seq_5233	1
Metschnikowia_continentalis@Seq_587	1
Metschnikowia_ipomoeae@Seq_2512	1
Metschnikowia_lockheadii@Seq_850	1
Metschnikowia_matae@Seq_2387	1
Metschnikowia_matae@Seq_3362	1
Metschnikowia_matae@Seq_565	1
Metschnikowia_matae_maris@Seq_6223	1
Metschnikowia_matae_maris@Seq_6332	1
Metschnikowia_mauinuiana@Seq_1741	1
Metschnikowia_santaceciliae@Seq_1133	1
Metschnikowia_santaceciliae@Seq_2327	1
Metschnikowia_santaceciliae@Seq_2936	1
Metschnikowia_santaceciliae@Seq_3050	1
Metschnikowia_santaceciliae@Seq_3222	1
Pichia_membranifaciens@Seq_1402	1
Schizosaccharomyces_pombe@Seq_5026	1
yHMPu5000034754_Lipomyces_arxii@Seq_6876	1
yHMPu5000035659_Saturnispora_dispora@Seq_2102	1
Kuraishia_capsulata@Seq_4498	1
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1906	1
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4825	1
Meyerozyma_guilliermondii@Seq_230	1
Nakazawaea_peltata@Seq_3739	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003	1
yHMPu5000034918_Nakazawaea_holstii@Seq_2059	1
yHMPu5000034978_Cyberlindnera_mrakii@Seq_5582	1
yHMPu5000034978_Cyberlindnera_mrakii@Seq_710	1
yHMPu5000035707_Candida_heveicola@Seq_1808	1
Fusarium_graminearum@Seq_4372	1
Metschnikowia_arizonensis@Seq_2839	1
Metschnikowia_matae_maris@Seq_4805	1
yHMPu5000034998_Cephaloascus_albidus@Seq_111	1
yHMPu5000034998_Cephaloascus_albidus@Seq_6955	1
yHMPu5000034998_Cephaloascus_albidus@Seq_7191	1
yHMPu5000035318_Hyphopichia_heimii@Seq_2775	1
yHMPu5000035318_Hyphopichia_heimii@Seq_397	1
yHMPu5000035318_Hyphopichia_heimii@Seq_912	1
Schizosaccharomyces_pombe@Seq_4165	1
Kuraishia_capsulata@Seq_4121	1
yHMPu5000034952_Citeromyces_siamensis@Seq_5260	1
yHMPu5000034952_Citeromyces_siamensis@Seq_8682	1
Arthrobotrys_oligospora@Seq_8979	3
Aspergillus_nidulans@Seq_1151	3
Aspergillus_nidulans@Seq_4230	3
Aspergillus_nidulans@Seq_6050	3
Aspergillus_nidulans@Seq_65	3
Aspergillus_nidulans@Seq_6622	8
Aspergillus_nidulans@Seq_67	5
Aspergillus_nidulans@Seq_8578	3
Botrytis_cinerea@Seq_14243	5
Fusarium_graminearum@Seq_10270	3
Fusarium_graminearum@Seq_714	8
Fusarium_graminearum@Seq_8050	4
Fusarium_graminearum@Seq_8229	3
Fusarium_graminearum@Seq_8303	3
Fusarium_graminearum@Seq_9660	3
Stagonospora_nodorum@Seq_4785	3
Xylona_heveae@Seq_5608	3
Stagonospora_nodorum@Seq_9863	1
yHMPu5000034673_Blastobotrys_nivea@Seq_1414	3
Sclerotinia_sclerotiorum@Seq_14489	2
Stagonospora_nodorum@Seq_2853	2
yHMPu5000034673_Blastobotrys_nivea@Seq_7251	1
Ambrosiozyma_monospora@Seq_161	3
Metschnikowia_ipomoeae@Seq_1412	3
Schizosaccharomyces_pombe@Seq_1524	3
Schizosaccharomyces_pombe@Seq_2933	3
Stagonospora_nodorum@Seq_11091	1
yHAB155_Kazachstania_spencerorum@Seq_1417	3
yHMPu5000026142_Citeromyces_matritensis@Seq_1632	3
yHMPu5000034631_Martiniozyma_abiesophila@Seq_5931	3
yHMPu5000034886_Ogataea_trehalophila@Seq_2722	3
yHMPu5000034890_Ogataea_ramenticola@Seq_4522	3
yHMPu5000034952_Citeromyces_siamensis@Seq_1437	3
yHMPu5000035261_Candida_ponderosae@Seq_5536	3
Candida_versatilis@Seq_2425	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_5222	1
Aspergillus_nidulans@Seq_4875	2
Aspergillus_nidulans@Seq_8936	1
Candida_sojae@Seq_3668	1
Debaryomyces_hansenii@Seq_1326	1
Fusarium_graminearum@Seq_5706	1
Metschnikowia_kipukae@Seq_1387	1
Sclerotinia_sclerotiorum@Seq_8623	1
Sclerotinia_sclerotiorum@Seq_97	1
Stagonospora_nodorum@Seq_10364	1
Stagonospora_nodorum@Seq_1643	1
Stagonospora_nodorum@Seq_2438	3
Stagonospora_nodorum@Seq_9333	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_1886	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_5144	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_5475	1
Neurospora_crassa@Seq_9239	1
Aspergillus_nidulans@Seq_2954	2
Botrytis_cinerea@Seq_5552	2
Neurospora_crassa@Seq_4236	2
Lipomyces_starkeyi@Seq_4707	1
yHAB159_Kazachstania_solicola@Seq_838	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_4689	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_6157	1
yHMPu5000035047_Barnettozyma_pratensis@Seq_2138	1
yHMPu5000035690_Candida_vartiovaarae@Seq_1713	1
yHMPu5000034902_Ogataea_minuta@Seq_552	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_2164	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_2042	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_2050	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_2674	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_359	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_4162	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3923	1
Candida_sojae@Seq_2846	1
Metschnikowia_borealis@Seq_4217	1
Metschnikowia_hamakuensis@Seq_5396	2
Metschnikowia_matae@Seq_3410	1
Metschnikowia_mauinuiana@Seq_3440	1
yHMPu5000034952_Citeromyces_siamensis@Seq_1682	2
yHMPu5000034952_Citeromyces_siamensis@Seq_1896	1
yHMPu5000035018_Candida_canberraensis@Seq_2438	1
yHMPu5000035703_Cyberlindnera_americana@Seq_448	2
Aspergillus_nidulans@Seq_7049	1
Lipomyces_starkeyi@Seq_5453	1
Lipomyces_starkeyi@Seq_8107	1
Xylona_heveae@Seq_6569	1
Stagonospora_nodorum@Seq_2064	2
Wickerhamia_fluorescens@Seq_2673	2
Wickerhamia_fluorescens@Seq_301	2
Wickerhamiella_domercqiae@Seq_1793	2
Dekkera_bruxellensis@Seq_511	2
Arthrobotrys_oligospora@Seq_5787	3
yHMPu5000034978_Cyberlindnera_mrakii@Seq_1751	3
Aspergillus_nidulans@Seq_5842	1
Fusarium_graminearum@Seq_5237	1
Lipomyces_starkeyi@Seq_6477	1
Schizosaccharomyces_pombe@Seq_4195	1
Yarrowia_deformans@Seq_1984	1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_5679	1
Aspergillus_nidulans@Seq_2595	1
Fusarium_graminearum@Seq_5115	1
Saitoella_complicata@Seq_5154	1
Tetrapisispora_blattae@Seq_2449	2
Wickerhamiella_domercqiae@Seq_1584	1
Aspergillus_nidulans@Seq_2608	2
Botrytis_cinerea@Seq_13931	2
Botrytis_cinerea@Seq_6751	2
Fusarium_graminearum@Seq_7137	2
Fusarium_graminearum@Seq_8792	6
Sclerotinia_sclerotiorum@Seq_7164	2
Stagonospora_nodorum@Seq_11083	2
Stagonospora_nodorum@Seq_162	2
Stagonospora_nodorum@Seq_2787	3
Stagonospora_nodorum@Seq_3009	2
Stagonospora_nodorum@Seq_5263	2
Stagonospora_nodorum@Seq_7610	2
Stagonospora_nodorum@Seq_8957	2
Aspergillus_nidulans@Seq_8365	1
Fusarium_graminearum@Seq_4719	1
Aspergillus_nidulans@Seq_3199	1
Kuraishia_capsulata@Seq_4488	1
Botrytis_cinerea@Seq_5545	1
Neurospora_crassa@Seq_5386	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_2731	1
Lipomyces_starkeyi@Seq_7119	1
Stagonospora_nodorum@Seq_5874	2
Coccidioides_immitis@Seq_9363	1
yHMPu5000034902_Ogataea_minuta@Seq_3089	2
Fusarium_graminearum@Seq_7498	1
Stagonospora_nodorum@Seq_4130	2
Arxula_adeninivorans@Seq_5436	2
yHMPu5000034670_Blastobotrys_proliferans@Seq_6626	1
Botrytis_cinerea@Seq_15889	1
Metschnikowia_mauinuiana@Seq_2942	1
yHMPu5000026274_Komagataella_populi@Seq_2009	1
Geotrichum_candidum@Seq_6512	2
Metschnikowia_matae_maris@Seq_4823	1
Fusarium_graminearum@Seq_7121	1
Lodderomyces_elongisporus@Seq_1671	1
yHMPu5000035641_Yamadazyma_scolyti@Seq_2565	1
Aspergillus_nidulans@Seq_138	2
yHAB159_Kazachstania_solicola@Seq_3558	3
Aspergillus_nidulans@Seq_6562	2
Arthrobotrys_oligospora@Seq_3449	1
Arthrobotrys_oligospora@Seq_7505	1
Pachysolen_tannophilus@Seq_5157	1
yHMPu5000026124_Ogataea_henricii@Seq_5027	1
Fusarium_graminearum@Seq_3536	6
Fusarium_graminearum@Seq_3909	1
Fusarium_graminearum@Seq_5397	6
Stagonospora_nodorum@Seq_783	3
Aspergillus_nidulans@Seq_2420	1
Aspergillus_nidulans@Seq_3704	1
Botrytis_cinerea@Seq_1703	1
Fusarium_graminearum@Seq_10570	1
Fusarium_graminearum@Seq_4598	1
Fusarium_graminearum@Seq_5913	1
Fusarium_graminearum@Seq_8871	1
Sclerotinia_sclerotiorum@Seq_1940	1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_6215	2
Aspergillus_nidulans@Seq_2334	2
Aspergillus_nidulans@Seq_8535	2
Botrytis_cinerea@Seq_12408	1
Stagonospora_nodorum@Seq_1965	2
Stagonospora_nodorum@Seq_8981	2
Stagonospora_nodorum@Seq_1625	19
yHMPu5000041713_Debaryomyces_maramus@Seq_3738	2
Millerozyma_acaciae@Seq_1901	2
yHMPu5000034605_Spencermartinsiella_europaea@Seq_6025	2
Aspergillus_nidulans@Seq_993	1
Botrytis_cinerea@Seq_10139	1
Botrytis_cinerea@Seq_1051	1
Botrytis_cinerea@Seq_3017	1
Fusarium_graminearum@Seq_3680	16
Metschnikowia_borealis@Seq_144	2
Stagonospora_nodorum@Seq_4199	2
yHMPu5000034742_Lipomyces_suomiensis@Seq_2489	1
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_3869	1
yHMPu5000035047_Barnettozyma_pratensis@Seq_382	2
Fusarium_graminearum@Seq_755	2
YKL209C	2
Fusarium_graminearum@Seq_6024	1
Coccidioides_immitis@Seq_3371	1
Geotrichum_candidum@Seq_4262	1
Aspergillus_nidulans@Seq_10118	1
Lachancea_fermentati@Seq_958	1
yHMPu5000034635_Nadsonia_fulvescens@Seq_1447	1
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_2205	1
yHMPu5000034932_Kuraishia_ogatae@Seq_4102	1
yHMPu5000034990_Candida_corydali@Seq_3601	1
Sclerotinia_sclerotiorum@Seq_4862	1
Neurospora_crassa@Seq_7968	1
Fusarium_graminearum@Seq_1402	2
Xylona_heveae@Seq_6346	2
Alloascoidea_hylecoeti@Seq_5165	1
Aspergillus_nidulans@Seq_1103	1
Candida_versatilis@Seq_4246	1
Wickerhamomyces_ciferrii@Seq_2698	1
Yarrowia_lipolytica@Seq_2752	1
yHMPu5000034967_Candida_freyschussii@Seq_5047	1
yHMPu5000035261_Candida_ponderosae@Seq_6865	1
yHMPu5000035650_Trigonopsis_variabilis@Seq_4442	1
yHMPu5000035658_Starmera_amethionina@Seq_1758	1
Candida_versatilis@Seq_715	3
Fusarium_graminearum@Seq_1051	3
Fusarium_graminearum@Seq_12694	1
Fusarium_graminearum@Seq_4732	1
Stagonospora_nodorum@Seq_12069	1
Geotrichum_candidum@Seq_2298	1
Botrytis_cinerea@Seq_200	3
yHMPu5000034673_Blastobotrys_nivea@Seq_6825	3
Stagonospora_nodorum@Seq_3250	2
yHMPu5000035261_Candida_ponderosae@Seq_2354	2
yHMPu5000035261_Candida_ponderosae@Seq_6344	2
Wickerhamiella_domercqiae@Seq_1860	3
yHMPu5000034902_Ogataea_minuta@Seq_2420	3
yHMPu5000035274_Wickerhamomyces_alni@Seq_1038	3
Lipomyces_starkeyi@Seq_2577	1
Fusarium_graminearum@Seq_10185	1
Neurospora_crassa@Seq_3608	1
Spathaspora_hagerdaliae@Seq_480	1
Stagonospora_nodorum@Seq_11729	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_3262	1
yHMPu5000035261_Candida_ponderosae@Seq_1463	1
Alloascoidea_hylecoeti@Seq_1774	1
Yarrowia_keelungensis@Seq_2603	1
yHMPu5000034952_Citeromyces_siamensis@Seq_7917	1
yHMPu5000035279_Tortispora_starmeri@Seq_1271	1
Sclerotinia_sclerotiorum@Seq_9512	1
Sclerotinia_sclerotiorum@Seq_9729	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_241	1
yHMPu5000034661_Dipodascus_albidus@Seq_6576	1
yHMPu5000034667_Blastobotrys_serpentis@Seq_5169	1
Wickerhamiella_domercqiae@Seq_3226	1
yHMPu5000034952_Citeromyces_siamensis@Seq_6028	2
yHMPu5000034742_Lipomyces_suomiensis@Seq_3602	1
yHMPu5000034952_Citeromyces_siamensis@Seq_7735	12
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803	12
Fusarium_graminearum@Seq_8280	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_3833	1
yHMPu5000034952_Citeromyces_siamensis@Seq_232	1
Xylona_heveae@Seq_5446	3
Coccidioides_immitis@Seq_6274	1
Lipomyces_starkeyi@Seq_1623	1
Stagonospora_nodorum@Seq_5750	5
yHMPu5000034625_Pichia_kudriavzevii@Seq_1324	3
yHMPu5000034635_Nadsonia_fulvescens@Seq_4708	1
Metschnikowia_dekortum@Seq_4738	1
yHMPu5000034673_Blastobotrys_nivea@Seq_8338	1
yHMPu5000034754_Lipomyces_arxii@Seq_7446	1
yHMPu5000034892_Ogataea_pilisensis@Seq_3452	1
yHMPu5000035244_Candida_incommunis@Seq_1776	1
yHMPu5000035261_Candida_ponderosae@Seq_6981	1
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998	1
yHMPu5000034622_Pichia_occidentalis@Seq_5097	1
Aspergillus_nidulans@Seq_5804	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_6570	1
Stagonospora_nodorum@Seq_9613	1
Aspergillus_nidulans@Seq_2175	1
yHMPu5000035633_Candida_hispaniensis@Seq_2232	1
Coccidioides_immitis@Seq_9066	1
Neurospora_crassa@Seq_1783	1
Aspergillus_nidulans@Seq_1752	1
Aspergillus_nidulans@Seq_6967	1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_6197	1
Schizosaccharomyces_pombe@Seq_5122	1
Saitoella_complicata@Seq_2594	2
Stagonospora_nodorum@Seq_11969	1
yHMPu5000034952_Citeromyces_siamensis@Seq_6310	1
yHMPu5000035641_Yamadazyma_scolyti@Seq_524	1
Fusarium_graminearum@Seq_1418	1
Fusarium_graminearum@Seq_5533	1
Botrytis_cinerea@Seq_4471	4
Sclerotinia_sclerotiorum@Seq_5064	3
yHAB155_Kazachstania_spencerorum@Seq_4553	1
yHMPu5000035673_Candida_orba@Seq_2246	1
Aspergillus_nidulans@Seq_7	1
Stagonospora_nodorum@Seq_5610	3
Coccidioides_immitis@Seq_6941	1
Aspergillus_nidulans@Seq_4640	3
Aspergillus_nidulans@Seq_2875	1
Geotrichum_candidum@Seq_6125	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_1262	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_5992	1
Arxula_adeninivorans@Seq_4284	1
Aspergillus_nidulans@Seq_1082	1
Aspergillus_nidulans@Seq_3040	1
Aspergillus_nidulans@Seq_6781	1
Aspergillus_nidulans@Seq_7727	1
Aspergillus_nidulans@Seq_9981	3
Botrytis_cinerea@Seq_14818	1
Fusarium_graminearum@Seq_4311	1
Fusarium_graminearum@Seq_4796	1
Lipomyces_starkeyi@Seq_3005	1
Lipomyces_starkeyi@Seq_3443	1
Lipomyces_starkeyi@Seq_5506	1
Metschnikowia_borealis@Seq_758	1
Metschnikowia_continentalis@Seq_6394	1
Metschnikowia_lockheadii@Seq_3696	1
Metschnikowia_lockheadii@Seq_4016	1
Metschnikowia_lockheadii@Seq_4689	1
Metschnikowia_matae@Seq_121	1
Metschnikowia_matae@Seq_6782	1
Metschnikowia_santaceciliae@Seq_5740	1
Neurospora_crassa@Seq_114	1
Ogataea_polymorpha@Seq_424	1
Sclerotinia_sclerotiorum@Seq_5172	1
Sclerotinia_sclerotiorum@Seq_5697	3
Sclerotinia_sclerotiorum@Seq_8569	1
Spathaspora_girioi@Seq_1606	1
Spathaspora_girioi@Seq_4886	1
Spathaspora_girioi@Seq_4964	1
Stagonospora_nodorum@Seq_11044	1
Stagonospora_nodorum@Seq_7494	1
Wickerhamomyces_ciferrii@Seq_898	1
Yarrowia_deformans@Seq_1172	1
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_3033	1
yHMPu5000034648_Candida_restingae@Seq_1137	1
yHMPu5000034648_Candida_restingae@Seq_3886	1
yHMPu5000034648_Candida_restingae@Seq_4878	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5008	1
yHMPu5000034667_Blastobotrys_serpentis@Seq_284	3
yHMPu5000034670_Blastobotrys_proliferans@Seq_4000	3
yHMPu5000034670_Blastobotrys_proliferans@Seq_558	3
yHMPu5000034670_Blastobotrys_proliferans@Seq_7210	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_1308	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677	3
yHMPu5000034671_Blastobotrys_peoriensis@Seq_324	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470	1
yHMPu5000034673_Blastobotrys_nivea@Seq_2076	1
yHMPu5000034673_Blastobotrys_nivea@Seq_2467	1
yHMPu5000034673_Blastobotrys_nivea@Seq_3038	1
yHMPu5000034673_Blastobotrys_nivea@Seq_3651	3
yHMPu5000034673_Blastobotrys_nivea@Seq_4688	3
yHMPu5000034673_Blastobotrys_nivea@Seq_5181	1
yHMPu5000034673_Blastobotrys_nivea@Seq_5246	1
yHMPu5000034673_Blastobotrys_nivea@Seq_5425	3
yHMPu5000034673_Blastobotrys_nivea@Seq_5973	1
yHMPu5000034673_Blastobotrys_nivea@Seq_6857	3
yHMPu5000034673_Blastobotrys_nivea@Seq_8024	1
yHMPu5000034673_Blastobotrys_nivea@Seq_9625	1
yHMPu5000034754_Lipomyces_arxii@Seq_1038	1
yHMPu5000034754_Lipomyces_arxii@Seq_2760	1
yHMPu5000034754_Lipomyces_arxii@Seq_3255	1
yHMPu5000034754_Lipomyces_arxii@Seq_4198	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_6804	1
yHMPu5000034884_Peterozyma_toletana@Seq_141	1
yHMPu5000034884_Peterozyma_toletana@Seq_6186	1
yHMPu5000034884_Peterozyma_toletana@Seq_631	1
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_2225	1
yHMPu5000034892_Ogataea_pilisensis@Seq_5094	1
yHMPu5000034892_Ogataea_pilisensis@Seq_5390	1
yHMPu5000034901_Ogataea_methylivora@Seq_1399	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2875	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_5560	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6337	1
yHMPu5000034957_Hanseniaspora_osmophila@Seq_2805	1
yHMPu5000034957_Hanseniaspora_osmophila@Seq_791	1
yHMPu5000034963_Hanseniaspora_clermontiae@Seq_3070	1
yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453	1
yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1979	1
yHMPu5000035046_Barnettozyma_populi@Seq_5438	1
yHMPu5000035244_Candida_incommunis@Seq_1862	1
yHMPu5000035261_Candida_ponderosae@Seq_1550	1
yHMPu5000035261_Candida_ponderosae@Seq_2343	1
yHMPu5000035261_Candida_ponderosae@Seq_2733	1
yHMPu5000035645_Yarrowia_divulgata@Seq_4479	1
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598	1
yHMPu5000041824_Debaryomyces_subglobosus@Seq_4573	1
yHMPu5000041824_Debaryomyces_subglobosus@Seq_5088	1
yHMPu5000041824_Debaryomyces_subglobosus@Seq_5271	1
yHMPu5000041824_Debaryomyces_subglobosus@Seq_532	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_4811	1
yHMPu5000041863_Candida_gorgasii@Seq_3431	1
Aspergillus_nidulans@Seq_10273	6
Botrytis_cinerea@Seq_7331	6
Neurospora_crassa@Seq_1100	18
Neurospora_crassa@Seq_6565	18
Saitoella_complicata@Seq_2744	10
Sporopachydermia_quercuum@Seq_5820	15
Stagonospora_nodorum@Seq_11395	15
Stagonospora_nodorum@Seq_3885	10
Stagonospora_nodorum@Seq_4129	6
Stagonospora_nodorum@Seq_7114	15
Botrytis_cinerea@Seq_11070	1
Botrytis_cinerea@Seq_2988	1
Fusarium_graminearum@Seq_9970	1
Stagonospora_nodorum@Seq_12086	1
yHMPu5000034754_Lipomyces_arxii@Seq_5516	1
Stagonospora_nodorum@Seq_1491	13
Ambrosiozyma_monospora@Seq_3379	1
Ascoidea_rubescens@Seq_2171	1
Candida_sojae@Seq_194	1
Candida_sojae@Seq_273	1
Candida_sojae@Seq_554	1
Candida_succiphila@Seq_22	1
Candida_versatilis@Seq_2453	1
Candida_versatilis@Seq_4582	1
Lipomyces_starkeyi@Seq_6666	1
Lodderomyces_elongisporus@Seq_3647	1
Nadsonia_fulvescens_var_elongata@Seq_5036	1
Nakaseomyces_castellii@Seq_2298	1
Nakaseomyces_nivariensis@Seq_3760	1
Pichia_membranifaciens@Seq_2801	1
Saccharomycopsis_malanga@Seq_2907	1
Saccharomycopsis_malanga@Seq_4209	1
Saccharomycopsis_malanga@Seq_5555	1
Saprochaete_clavata@Seq_1959	1
Scheffersomyces_stipitis@Seq_4600	1
Tetrapisispora_blattae@Seq_1244	1
Yarrowia_lipolytica@Seq_2497	1
Yarrowia_lipolytica@Seq_4043	1
Zygosaccharomyces_bailii@Seq_1042	1
yHAB133_Kazachstania_unispora@Seq_1191	1
yHAB160_Kazachstania_kunashirensis@Seq_1993	1
yHAB160_Kazachstania_kunashirensis@Seq_5053	1
yHAB160_Kazachstania_kunashirensis@Seq_5081	1
yHAB166_Kazachstania_yakushimaensis@Seq_1814	1
yHAB166_Kazachstania_yakushimaensis@Seq_5263	1
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_1502	1
yHMPu5000026152_Torulaspora_franciscae@Seq_4415	1
yHMPu5000026256_Zygotorulaspora_mrakii@Seq_2867	1
yHMPu5000034625_Pichia_kudriavzevii@Seq_1909	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_463	1
yHMPu5000034632_Candida_athensensis@Seq_2717	1
yHMPu5000034635_Nadsonia_fulvescens@Seq_5735	1
yHMPu5000034654_Aciculoconidium_aculeatum@Seq_2113	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_8714	1
yHMPu5000034673_Blastobotrys_nivea@Seq_8493	1
yHMPu5000034754_Lipomyces_arxii@Seq_4362	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_6927	1
yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_2599	1
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_1958	1
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_2111	1
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_2922	1
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_3364	1
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_4287	1
yHMPu5000034901_Ogataea_methylivora@Seq_1975	1
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_198	1
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4665	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2469	1
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_33	1
yHMPu5000034978_Cyberlindnera_mrakii@Seq_3871	1
yHMPu5000035274_Wickerhamomyces_alni@Seq_4536	1
yHMPu5000035633_Candida_hispaniensis@Seq_1152	1
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_1825	1
yHMPu5000035643_Yarrowia_bubula@Seq_6077	1
yHMPu5000035645_Yarrowia_divulgata@Seq_2307	1
yHMPu5000035686_Cyberlindnera_saturnus@Seq_4488	1
yHMPu5000041678_Debaryomyces_prosopidis@Seq_1091	1
yHMPu5000041743_Candida_hawaiiana@Seq_3893	1
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1994	1
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7557	1
Stagonospora_nodorum@Seq_2919	5
Arthrobotrys_oligospora@Seq_8174	1
Arthrobotrys_oligospora@Seq_11262	2
Arthrobotrys_oligospora@Seq_187	2
Arthrobotrys_oligospora@Seq_4268	2
Arthrobotrys_oligospora@Seq_7587	2
Arthrobotrys_oligospora@Seq_7636	2
Arthrobotrys_oligospora@Seq_9149	2
Aspergillus_nidulans@Seq_10290	2
Aspergillus_nidulans@Seq_1142	2
Aspergillus_nidulans@Seq_1698	2
Aspergillus_nidulans@Seq_2434	2
Aspergillus_nidulans@Seq_5160	2
Aspergillus_nidulans@Seq_699	2
Aspergillus_nidulans@Seq_766	2
Botrytis_cinerea@Seq_11792	2
Botrytis_cinerea@Seq_5336	2
Botrytis_cinerea@Seq_6490	2
Botrytis_cinerea@Seq_90	2
Botrytis_cinerea@Seq_9919	2
